Date,Entries,Exits,Day_of_Week,Year,Month,Weekday,Holiday,HolidayName,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,has_rain,precip,precipprob,has_snow,precipcover,snow,snowdepth,windspeed,cloudcover,visibility
2025-02-25,513640,510965,Tuesday,2025,2,1,0,,67.7,38.7,52.2,67.7,36.4,51.3,0,0.0,0,0,0.0,0.0,0.0,12.2,59.6,9.9
2025-02-24,431077,430097,Monday,2025,2,1,0,,56.9,36.2,45.3,56.9,33.3,43.6,0,0.0,0,0,0.0,0.0,0.0,12.7,70.3,9.9
2025-02-23,191879,192449,Sunday,2025,2,0,0,,53.6,28.6,40.9,53.6,23.6,37.6,0,0.0,0,0,0.0,0.0,0.0,12.5,36.3,9.9
2025-02-22,245046,245686,Saturday,2025,2,0,0,,42.9,23.8,33.7,38.8,17.9,28.3,0,0.0,0,0,0.0,0.0,0.0,15.3,44.1,9.9
2025-02-21,378902,378789,Friday,2025,2,1,0,,40.6,26.7,32.1,31.2,13.4,21.3,0,0.0,0,0,0.0,0.0,0.0,22.5,17.3,9.9
2025-02-20,432666,430918,Thursday,2025,2,1,0,,31.6,24.0,27.4,21.0,10.8,15.6,0,0.0,0,0,0.0,0.0,0.0,22.8,82.8,9.9
2025-02-19,452334,450845,Wednesday,2025,2,1,0,,26.0,20.8,23.2,20.4,7.0,14.0,0,0.0,0,0,0.0,0.0,0.0,18.5,84.0,9.5
2025-02-18,462020,460008,Tuesday,2025,2,1,0,,36.6,24.9,30.7,28.0,12.3,21.0,0,0.0,0,0,0.0,0.0,0.0,19.2,74.8,9.9
2025-02-17,234803,235096,Monday,2025,2,1,1,Washington’s Birthday (Presidents’ Day),42.9,33.0,37.4,35.1,22.5,28.2,0,0.0,0,0,0.0,0.0,0.0,27.4,33.3,9.9
2025-02-16,178427,178882,Sunday,2025,2,0,0,,64.9,38.9,46.7,64.9,28.7,43.2,1,0.297,100,0,41.67,0.0,0.0,26.2,76.2,6.4
2025-02-15,229835,229606,Saturday,2025,2,0,0,,41.0,35.3,37.7,39.1,29.4,33.3,1,0.439,100,0,41.67,0.0,0.0,13.8,96.2,8.7
2025-02-14,386899,386337,Friday,2025,2,1,0,,43.8,33.0,37.8,38.0,22.3,31.6,0,0.0,0,0,0.0,0.0,0.0,16.7,26.6,9.9
2025-02-13,463409,461727,Thursday,2025,2,1,0,,55.6,36.9,41.3,55.6,29.5,37.3,1,0.142,100,0,25.0,0.0,1.9,22.2,88.8,7.0
2025-02-12,236029,235072,Wednesday,2025,2,1,0,,37.0,31.8,34.5,34.5,23.3,28.5,1,0.172,100,1,62.5,0.0,5.0,10.4,100.0,4.2
2025-02-11,344208,343846,Tuesday,2025,2,1,0,,37.9,30.8,33.9,37.9,24.1,29.5,1,0.498,100,1,33.33,0.0,3.2,8.8,93.8,6.3
2025-02-10,401334,401056,Monday,2025,2,1,0,,46.8,35.4,39.8,42.0,29.3,34.1,0,0.0,0,0,0.0,0.0,0.0,14.9,60.4,9.9
2025-02-09,184565,184770,Sunday,2025,2,0,0,,47.7,34.9,40.6,41.2,28.3,34.8,0,0.0,0,0,0.0,0.0,0.0,20.7,84.0,9.1
2025-02-08,226852,227467,Saturday,2025,2,0,0,,37.8,33.0,35.7,37.4,26.2,31.3,1,0.049,100,1,4.17,0.0,0.0,9.8,93.7,9.1
2025-02-07,394926,394278,Friday,2025,2,1,0,,53.6,38.4,46.0,53.6,33.7,42.6,0,0.0,0,0,0.0,0.0,0.0,20.3,47.6,9.7
2025-02-06,394740,393366,Thursday,2025,2,1,0,,47.0,33.9,39.2,44.5,27.4,34.7,1,0.866,100,1,54.17,0.0,0.0,14.4,83.1,7.7
2025-02-05,466967,466211,Wednesday,2025,2,1,0,,40.8,34.9,38.3,40.8,28.3,33.9,1,0.005,100,1,4.17,0.0,0.0,13.0,95.3,9.9
2025-02-04,483214,482616,Tuesday,2025,2,1,0,,62.9,39.3,50.2,62.9,32.9,47.7,0,0.0,0,0,0.0,0.0,0.0,24.2,46.8,9.9
2025-02-03,378504,378052,Monday,2025,2,1,0,,52.3,33.0,42.3,52.3,31.0,40.7,0,0.0,0,0,0.0,0.0,0.0,9.2,68.5,9.9
2025-02-02,184614,184921,Sunday,2025,2,0,0,,39.6,26.6,33.7,35.0,17.9,28.1,0,0.0,0,0,0.0,0.0,0.0,9.6,65.2,9.9
2025-02-01,273455,273765,Saturday,2025,2,0,0,,52.8,32.9,46.1,52.8,23.9,41.1,1,0.053,100,0,8.33,0.0,0.0,22.5,52.6,8.9
2025-01-31,354551,352555,Friday,2025,1,1,0,,53.1,42.3,47.3,53.1,36.9,44.3,1,0.696,100,0,66.67,0.0,0.0,16.7,95.7,8.2
2025-01-30,449328,449417,Thursday,2025,1,1,0,,53.9,34.7,45.1,53.9,34.7,42.8,0,0.0,0,0,0.0,0.0,0.0,10.0,53.5,9.9
2025-01-29,466138,466454,Wednesday,2025,1,1,0,,61.9,38.8,49.7,61.9,31.3,46.8,0,0.0,0,0,0.0,0.0,0.0,22.8,13.2,9.9
2025-01-28,456535,457213,Tuesday,2025,1,1,0,,53.6,33.0,41.5,53.6,26.8,38.0,0,0.0,0,0,0.0,0.0,0.0,19.8,43.6,9.9
2025-01-27,365225,365541,Monday,2025,1,1,0,,50.9,26.7,37.5,50.9,23.1,34.2,0,0.0,0,0,0.0,0.0,0.0,11.3,27.8,9.9
2025-01-26,176114,176919,Sunday,2025,1,0,0,,49.8,32.4,38.6,47.9,26.6,35.7,0,0.0,0,0,0.0,0.0,0.0,7.6,60.1,9.9
2025-01-25,239308,240386,Saturday,2025,1,0,0,,40.9,22.2,31.4,35.6,18.2,26.4,0,0.0,0,0,0.0,0.0,0.0,14.2,35.9,9.9
2025-01-24,375600,376425,Friday,2025,1,1,0,,38.8,20.2,29.6,35.6,12.7,25.3,0,0.0,0,0,0.0,0.0,0.0,11.4,64.6,9.9
2025-01-23,421860,423187,Thursday,2025,1,1,0,,30.7,14.4,22.7,28.9,7.0,17.1,0,0.0,0,0,0.0,0.0,0.0,9.9,52.5,9.9
2025-01-22,412044,413052,Wednesday,2025,1,1,0,,24.1,14.9,19.4,21.7,0.6,10.9,0,0.0,0,0,0.0,0.0,0.0,14.8,61.8,9.9
2025-01-21,410233,411404,Tuesday,2025,1,1,0,,21.7,15.9,19.2,21.7,2.4,11.8,0,0.0,0,0,0.0,0.0,0.0,12.4,86.4,9.9
2025-01-20,263547,264012,Monday,2025,1,1,1,"Martin Luther King, Jr. Day",28.8,16.9,24.7,21.2,3.5,13.9,0,0.0,0,0,0.0,0.0,0.0,20.1,32.0,9.9
2025-01-19,236203,236338,Sunday,2025,1,0,0,,40.7,28.9,35.6,37.6,17.2,29.5,1,0.214,100,1,16.67,0.0,0.0,21.9,94.5,7.7
2025-01-18,284571,284902,Saturday,2025,1,0,0,,44.8,34.1,38.1,41.0,27.2,33.6,1,0.018,100,0,4.17,0.0,0.0,11.2,67.7,9.9
2025-01-17,348827,349340,Friday,2025,1,1,0,,45.3,30.6,37.1,43.1,24.6,32.4,0,0.0,0,0,0.0,0.0,0.0,12.6,51.1,9.9
2025-01-16,425811,426043,Thursday,2025,1,1,0,,36.9,20.2,28.6,33.1,12.9,22.5,1,0.011,100,1,4.17,0.0,0.0,13.3,69.7,9.6
2025-01-15,450780,451671,Wednesday,2025,1,1,0,,32.9,22.9,27.5,24.1,11.5,16.9,0,0.0,0,0,0.0,0.0,0.8,20.7,9.8,9.9
2025-01-14,462757,463422,Tuesday,2025,1,1,0,,37.4,28.8,32.9,35.6,15.6,24.3,0,0.0,0,0,0.0,0.0,1.2,25.0,29.6,9.9
2025-01-13,380061,380744,Monday,2025,1,1,0,,49.6,28.6,37.5,48.6,22.9,33.6,0,0.0,0,0,0.0,0.0,1.7,9.1,49.6,9.9
2025-01-12,170283,171230,Sunday,2025,1,0,0,,42.0,27.3,34.4,42.0,21.4,30.1,0,0.0,0,0,0.0,0.0,2.3,8.8,30.7,9.8
2025-01-11,204532,205692,Saturday,2025,1,0,0,,38.7,28.9,32.8,29.7,20.4,25.3,1,0.05,100,1,16.67,0.0,3.8,18.4,77.8,8.5
2025-01-10,344675,345279,Friday,2025,1,1,0,,34.8,24.9,30.0,33.6,11.8,22.3,0,0.0,0,0,0.0,0.0,3.1,16.9,63.1,9.9
2025-01-09,309046,309597,Thursday,2025,1,1,0,,33.8,22.9,28.1,23.4,10.9,16.6,0,0.0,0,0,0.0,0.0,3.6,28.4,11.6,9.9
2025-01-08,399855,401209,Wednesday,2025,1,1,0,,33.9,25.8,29.0,24.5,13.2,18.5,0,0.0,0,0,0.0,0.0,4.6,19.7,77.5,9.9
2025-01-07,204779,205272,Tuesday,2025,1,1,0,,35.1,22.0,28.9,27.8,9.3,17.3,0,0.0,0,0,0.0,0.0,6.0,25.2,46.2,9.9
2025-01-06,103707,103499,Monday,2025,1,1,0,,33.8,28.0,29.1,28.9,17.6,21.0,1,0.852,100,1,91.67,0.0,3.9,14.8,99.4,3.0
2025-01-05,149065,149866,Sunday,2025,1,0,0,,36.9,23.7,30.9,35.4,15.8,24.8,0,0.0,0,0,0.0,0.0,0.0,13.9,55.2,9.9
2025-01-04,193499,194311,Saturday,2025,1,0,0,,33.6,26.8,30.2,22.0,16.4,19.1,0,0.0,0,0,0.0,0.0,0.0,23.7,44.6,9.9
2025-01-03,284099,285367,Friday,2025,1,1,0,,44.8,30.7,35.8,37.9,18.8,29.2,1,0.035,100,0,12.5,0.0,0.0,18.1,71.9,9.5
2025-01-02,300546,301351,Thursday,2025,1,1,0,,44.6,37.5,39.7,38.2,29.3,32.9,0,0.0,0,0,0.0,0.0,0.0,18.1,65.2,9.9
2025-01-01,130412,130631,Wednesday,2025,1,1,1,New Year's Day,50.9,40.6,47.1,50.9,36.0,42.8,1,0.013,100,0,4.17,0.0,0.0,29.3,72.7,9.8
2024-12-31,284221,283063,Tuesday,2024,12,1,0,,62.7,39.2,49.3,62.7,37.1,48.4,1,0.421,100,0,12.5,0.0,0.0,21.9,64.6,9.5
2024-12-30,275402,276270,Monday,2024,12,1,0,,62.8,44.3,56.2,62.8,41.4,56.0,0,0.0,0,0,0.0,0.0,0.0,20.1,43.6,9.9
2024-12-29,168612,170386,Sunday,2024,12,0,0,,66.9,50.2,58.6,66.9,50.2,58.6,1,0.113,100,0,33.33,0.0,0.0,20.7,93.9,7.7
2024-12-28,174125,176119,Saturday,2024,12,0,0,,52.1,42.1,46.5,52.1,39.8,45.0,1,0.463,100,0,79.17,0.0,0.0,10.8,98.3,4.8
2024-12-27,239848,242267,Friday,2024,12,1,0,,48.7,35.6,41.4,48.7,31.8,39.8,0,0.0,0,0,0.0,0.0,0.0,6.4,93.6,9.4
2024-12-26,206840,208483,Thursday,2024,12,1,0,,40.8,32.9,37.2,40.8,28.6,34.5,0,0.0,0,0,0.0,0.0,0.0,7.5,96.2,9.2
2024-12-25,61690,61876,Wednesday,2024,12,1,1,Christmas Day,46.7,37.5,40.5,45.9,34.8,39.4,0,0.0,0,0,0.0,0.0,0.0,6.4,93.7,9.7
2024-12-24,150711,151746,Tuesday,2024,12,1,0,,39.8,29.6,35.2,39.6,21.6,31.5,1,0.016,100,1,8.33,0.0,0.0,9.1,93.0,9.8
2024-12-23,256436,258215,Monday,2024,12,1,0,,35.8,20.4,28.0,29.5,12.0,21.2,0,0.0,0,0,0.0,0.0,0.0,10.0,41.9,9.9
2024-12-22,170401,171244,Sunday,2024,12,0,0,,34.9,25.7,29.9,27.8,18.3,22.0,0,0.0,0,0,0.0,0.0,0.0,13.6,40.3,9.9
2024-12-21,204002,205983,Saturday,2024,12,0,0,,38.9,30.7,36.5,33.0,19.9,28.0,0,0.0,0,0,0.0,0.0,0.0,23.5,62.3,9.9
2024-12-20,330521,332730,Friday,2024,12,1,0,,39.8,37.7,39.0,36.3,32.0,33.9,1,0.021,100,0,8.33,0.0,0.0,9.9,95.6,9.5
2024-12-19,413530,414559,Thursday,2024,12,1,0,,48.5,38.4,44.4,48.4,34.3,40.6,1,0.001,100,0,4.17,0.0,0.0,16.1,74.1,9.9
2024-12-18,433100,434606,Wednesday,2024,12,1,0,,56.8,38.7,48.2,56.8,36.5,47.5,1,0.102,100,0,16.67,0.0,0.0,13.1,67.1,9.8
2024-12-17,457981,459855,Tuesday,2024,12,1,0,,63.7,44.0,54.9,63.7,39.7,54.6,0,0.0,0,0,0.0,0.0,0.0,12.6,81.5,9.2
2024-12-16,363614,365043,Monday,2024,12,1,0,,46.9,40.9,43.7,44.7,35.3,40.6,1,0.427,100,0,33.33,0.0,0.0,10.2,100.0,5.4
2024-12-15,195341,196516,Sunday,2024,12,0,0,,42.1,32.9,37.5,39.3,26.1,32.7,1,0.228,100,0,20.83,0.0,0.0,10.1,90.4,9.2
2024-12-14,329027,331724,Saturday,2024,12,0,0,,42.8,30.2,35.1,39.8,22.5,29.2,0,0.0,0,0,0.0,0.0,0.0,9.9,60.9,9.9
2024-12-13,411318,413076,Friday,2024,12,1,0,,39.7,30.1,35.3,35.9,25.4,31.8,0,0.0,0,0,0.0,0.0,0.0,8.5,67.2,9.9
2024-12-12,489415,491676,Thursday,2024,12,1,0,,46.9,33.1,39.2,40.9,26.7,33.1,0,0.0,0,0,0.0,0.0,0.0,15.9,38.1,9.9
2024-12-11,465734,465981,Wednesday,2024,12,1,0,,64.0,38.8,53.5,64.0,28.6,51.1,1,0.701,100,0,70.83,0.0,0.0,21.5,91.9,7.2
2024-12-10,484112,485291,Tuesday,2024,12,1,0,,52.7,39.9,48.0,52.7,39.9,46.7,1,0.035,100,0,16.67,0.0,0.0,8.4,92.7,3.2
2024-12-09,386020,387529,Monday,2024,12,1,0,,57.8,40.5,47.9,57.8,36.8,46.7,1,0.05,100,0,12.5,0.0,0.0,12.6,71.5,9.7
2024-12-08,224376,226128,Sunday,2024,12,0,0,,67.7,39.8,49.5,67.7,33.1,47.2,0,0.0,0,0,0.0,0.0,0.0,11.3,81.6,9.9
2024-12-07,293173,294898,Saturday,2024,12,0,0,,44.6,27.6,35.6,39.8,19.3,29.3,0,0.0,0,0,0.0,0.0,0.0,15.5,77.3,9.9
2024-12-06,371539,372822,Friday,2024,12,1,0,,38.7,29.7,33.1,29.8,18.7,24.3,0,0.0,0,0,0.0,0.0,0.0,23.5,25.0,9.9
2024-12-05,452261,453832,Thursday,2024,12,1,0,,46.0,29.8,38.9,40.1,18.2,30.0,0,0.0,0,0,0.0,0.0,0.0,31.6,46.7,9.9
2024-12-04,455181,456555,Wednesday,2024,12,1,0,,46.1,26.4,36.7,38.5,20.3,30.2,0,0.0,0,0,0.0,0.0,0.0,21.3,58.7,9.9
2024-12-03,458020,460825,Tuesday,2024,12,1,0,,43.8,29.8,35.6,38.2,23.2,28.7,0,0.0,0,0,0.0,0.0,0.0,14.0,15.4,9.9
2024-12-02,356826,358940,Monday,2024,12,1,0,,41.9,30.6,35.3,35.9,21.3,28.2,0,0.0,0,0,0.0,0.0,0.0,16.0,15.8,9.9
2024-12-01,182573,184108,Sunday,2024,12,0,0,,45.8,29.6,37.2,45.8,24.7,33.2,0,0.0,0,0,0.0,0.0,0.0,12.3,86.2,9.9
2024-11-30,205494,207398,Saturday,2024,11,0,0,,39.6,30.2,34.5,32.8,24.0,28.4,0,0.0,0,0,0.0,0.0,0.0,16.9,25.1,9.9
2024-11-29,240997,241555,Friday,2024,11,1,0,,49.8,35.0,42.2,45.0,28.9,37.3,0,0.0,0,0,0.0,0.0,0.0,18.1,49.9,9.9
2024-11-28,94258,93775,Thursday,2024,11,1,1,Thanksgiving Day,56.7,44.6,51.1,56.7,40.3,50.0,1,0.292,100,0,33.33,0.0,0.0,20.3,78.6,8.8
2024-11-27,306301,307247,Wednesday,2024,11,1,0,,56.0,46.3,51.2,56.0,43.6,50.5,0,0.0,0,0,0.0,0.0,0.0,9.6,81.1,9.9
2024-11-26,385639,386371,Tuesday,2024,11,1,0,,65.8,50.4,57.2,65.8,50.4,57.2,1,0.059,100,0,16.67,0.0,0.0,20.5,64.9,9.9
2024-11-25,359110,359923,Monday,2024,11,1,0,,59.0,40.3,50.8,59.0,37.6,50.4,0,0.0,0,0,0.0,0.0,0.0,8.9,70.3,9.9
2024-11-24,192193,192965,Sunday,2024,11,0,0,,60.9,46.4,52.3,60.9,44.2,51.0,0,0.0,0,0,0.0,0.0,0.0,11.0,61.7,9.9
2024-11-23,261927,263041,Saturday,2024,11,0,0,,57.6,43.9,51.0,57.6,38.2,48.6,0,0.0,0,0,0.0,0.0,0.0,19.9,67.8,9.9
2024-11-22,364155,365571,Friday,2024,11,1,0,,46.6,35.9,40.1,41.0,29.9,33.4,1,0.167,100,0,45.83,0.0,0.0,17.1,73.2,9.6
2024-11-21,459466,461310,Thursday,2024,11,1,0,,53.8,42.0,47.0,53.8,35.6,42.9,1,0.075,100,0,12.5,0.0,0.0,15.2,58.2,9.9
2024-11-20,467087,467952,Wednesday,2024,11,1,0,,65.7,51.9,58.2,65.7,51.9,58.2,1,0.521,100,0,16.67,0.0,0.0,19.1,94.3,9.3
2024-11-19,468098,469186,Tuesday,2024,11,1,0,,61.9,52.7,57.3,61.9,52.7,57.3,1,0.013,100,0,4.17,0.0,0.0,6.7,88.7,9.9
2024-11-18,385109,386121,Monday,2024,11,1,0,,72.9,45.4,58.0,72.9,43.7,57.7,0,0.0,0,0,0.0,0.0,0.0,12.4,77.5,9.9
2024-11-17,193291,194091,Sunday,2024,11,0,0,,60.1,41.8,51.1,60.1,37.6,49.4,0,0.0,0,0,0.0,0.0,0.0,8.9,61.7,9.9
2024-11-16,268446,269583,Saturday,2024,11,0,0,,63.9,48.0,56.8,63.9,44.7,56.6,0,0.0,0,0,0.0,0.0,0.0,20.1,42.0,9.9
2024-11-15,382808,383951,Friday,2024,11,1,0,,56.7,46.8,50.9,56.7,42.6,49.2,1,0.066,100,0,16.67,0.0,0.0,11.3,87.0,9.3
2024-11-14,448154,449250,Thursday,2024,11,1,0,,53.8,40.8,48.0,53.8,37.0,46.5,1,0.153,100,0,29.17,0.0,0.0,12.4,96.8,9.7
2024-11-13,479983,482135,Wednesday,2024,11,1,0,,53.6,37.5,45.0,53.6,31.1,41.6,0,0.0,0,0,0.0,0.0,0.0,13.2,51.0,9.9
2024-11-12,457605,459437,Tuesday,2024,11,1,0,,64.0,46.5,56.8,64.0,39.9,56.1,0,0.0,0,0,0.0,0.0,0.0,20.1,22.7,9.9
2024-11-11,269412,270280,Monday,2024,11,1,1,Veterans Day,76.8,57.8,66.2,76.8,57.8,66.2,1,0.042,100,0,8.33,0.0,0.0,15.0,54.6,9.9
2024-11-10,221211,222181,Sunday,2024,11,0,0,,60.9,44.0,52.6,60.9,41.8,52.0,1,0.158,100,0,25.0,0.0,0.0,15.7,86.3,9.6
2024-11-09,270380,271583,Saturday,2024,11,0,0,,62.0,46.1,54.8,62.0,46.0,54.8,0,0.0,0,0,0.0,0.0,0.0,16.6,40.9,9.9
2024-11-08,384767,386354,Friday,2024,11,1,0,,74.8,58.5,66.8,74.8,58.5,66.8,0,0.0,0,0,0.0,0.0,0.0,14.6,37.2,9.9
2024-11-07,429469,430765,Thursday,2024,11,1,0,,82.1,64.8,71.6,82.8,64.8,71.7,0,0.0,0,0,0.0,0.0,0.0,12.2,85.7,9.7
2024-11-06,408448,409385,Wednesday,2024,11,1,0,,82.1,62.8,71.1,83.0,62.8,71.2,0,0.0,0,0,0.0,0.0,0.0,15.5,50.7,9.9
2024-11-05,381359,382403,Tuesday,2024,11,1,0,,78.0,55.4,65.8,78.0,55.4,65.8,0,0.0,0,0,0.0,0.0,0.0,15.1,49.9,9.8
2024-11-04,376138,377139,Monday,2024,11,1,0,,62.9,44.3,54.6,62.9,41.8,53.9,0,0.0,0,0,0.0,0.0,0.0,8.1,64.2,9.9
2024-11-03,194590,195605,Sunday,2024,11,0,0,,62.8,45.4,52.6,62.8,42.0,51.7,0,0.0,0,0,0.0,0.0,0.0,9.8,35.5,9.9
2024-11-02,284963,286486,Saturday,2024,11,0,0,,65.7,50.8,57.6,65.7,50.8,57.6,0,0.0,0,0,0.0,0.0,0.0,14.7,30.3,9.9
2024-11-01,376747,378194,Friday,2024,11,1,0,,80.8,65.0,72.5,80.0,65.0,72.5,0,0.0,0,0,0.0,0.0,0.0,16.6,71.6,9.9
2024-10-31,445238,446762,Thursday,2024,10,1,0,,82.2,61.7,70.6,82.2,61.7,70.6,0,0.0,0,0,0.0,0.0,0.0,13.7,33.1,9.8
2024-10-30,483739,485119,Wednesday,2024,10,1,0,,78.4,53.8,64.2,78.4,53.8,64.2,0,0.0,0,0,0.0,0.0,0.0,10.6,44.3,9.9
2024-10-29,530842,533455,Tuesday,2024,10,1,0,,67.9,46.1,56.8,67.9,44.2,56.7,0,0.0,0,0,0.0,0.0,0.0,11.0,76.2,9.9
2024-10-28,396178,397251,Monday,2024,10,1,0,,65.8,44.0,53.9,65.8,41.7,53.6,0,0.0,0,0,0.0,0.0,0.0,9.8,49.3,9.9
2024-10-27,316042,317062,Sunday,2024,10,0,0,,60.1,46.0,53.0,60.1,42.6,52.4,0,0.0,0,0,0.0,0.0,0.0,9.8,27.7,9.9
2024-10-26,304734,305871,Saturday,2024,10,0,0,,70.0,54.6,61.9,70.0,54.6,61.9,0,0.0,0,0,0.0,0.0,0.0,23.0,55.1,9.9
2024-10-25,407726,408529,Friday,2024,10,1,0,,66.9,46.3,57.6,66.9,43.8,57.2,0,0.0,0,0,0.0,0.0,0.0,12.4,18.2,9.8
2024-10-24,478826,479912,Thursday,2024,10,1,0,,70.0,57.5,64.8,70.0,57.5,64.8,0,0.0,0,0,0.0,0.0,0.0,16.8,24.5,9.8
2024-10-23,492606,494362,Wednesday,2024,10,1,0,,77.2,53.2,64.5,77.2,53.2,64.5,0,0.0,0,0,0.0,0.0,0.0,10.2,18.7,9.9
2024-10-22,472159,473338,Tuesday,2024,10,1,0,,81.1,54.4,65.0,79.7,54.4,64.9,0,0.0,0,0,0.0,0.0,0.0,9.0,2.1,9.8
2024-10-21,397125,397976,Monday,2024,10,1,0,,80.7,50.3,63.6,80.0,50.3,63.5,0,0.0,0,0,0.0,0.0,0.0,10.4,3.0,9.9
2024-10-20,232998,233842,Sunday,2024,10,0,0,,76.8,47.0,59.7,76.8,47.0,59.7,0,0.0,0,0,0.0,0.0,0.0,6.4,15.3,9.9
2024-10-19,314357,315758,Saturday,2024,10,0,0,,73.9,46.2,58.6,73.9,43.6,58.2,0,0.0,0,0,0.0,0.0,0.0,6.2,13.2,9.9
2024-10-18,419435,420325,Friday,2024,10,1,0,,70.9,45.8,56.8,70.9,42.2,55.6,0,0.0,0,0,0.0,0.0,0.0,9.7,12.7,9.9
2024-10-17,476077,477615,Thursday,2024,10,1,0,,62.0,43.7,52.3,62.0,38.3,50.4,0,0.0,0,0,0.0,0.0,0.0,18.6,26.5,9.9
2024-10-16,487716,489433,Wednesday,2024,10,1,0,,58.8,45.7,52.2,58.8,40.9,50.6,0,0.0,0,0,0.0,0.0,0.0,17.8,48.4,9.9
2024-10-15,485498,487507,Tuesday,2024,10,1,0,,57.8,48.6,53.3,57.8,46.3,52.6,0,0.0,0,0,0.0,0.0,0.0,11.3,74.1,9.8
2024-10-14,277442,278069,Monday,2024,10,1,1,Columbus Day (Indigenous Peoples’ Day),71.1,52.9,63.8,71.1,52.9,63.8,0,0.0,0,0,0.0,0.0,0.0,23.1,70.6,9.7
2024-10-13,257021,257840,Sunday,2024,10,0,0,,80.1,57.4,68.6,80.0,57.4,68.5,0,0.0,0,0,0.0,0.0,0.0,20.3,36.6,9.6
2024-10-12,317734,319106,Saturday,2024,10,0,0,,80.9,51.8,65.4,80.0,51.8,65.3,0,0.0,0,0,0.0,0.0,0.0,12.3,21.8,9.9
2024-10-11,390439,391698,Friday,2024,10,1,0,,70.0,47.1,58.8,70.0,45.4,58.4,0,0.0,0,0,0.0,0.0,0.0,12.4,14.9,9.9
2024-10-10,454923,457046,Thursday,2024,10,1,0,,66.6,51.3,58.5,66.6,51.3,58.5,0,0.0,0,0,0.0,0.0,0.0,13.4,28.1,9.9
2024-10-09,480364,481715,Wednesday,2024,10,1,0,,73.9,52.6,62.5,73.9,52.6,62.5,0,0.0,0,0,0.0,0.0,0.0,16.8,15.3,9.9
2024-10-08,472871,474381,Tuesday,2024,10,1,0,,70.8,53.7,62.0,70.8,53.7,62.0,0,0.0,0,0,0.0,0.0,0.0,11.0,12.3,9.9
2024-10-07,392679,394466,Monday,2024,10,1,0,,74.8,63.8,68.8,74.8,63.8,68.8,0,0.0,0,0,0.0,0.0,0.0,17.1,48.3,9.9
2024-10-06,212635,213749,Sunday,2024,10,0,0,,77.0,56.4,66.7,77.0,56.4,66.7,0,0.0,0,0,0.0,0.0,0.0,11.2,16.3,9.9
2024-10-05,289335,290565,Saturday,2024,10,0,0,,79.8,64.9,71.1,79.8,64.9,71.1,0,0.0,0,0,0.0,0.0,0.0,11.2,44.9,9.5
2024-10-04,388095,389289,Friday,2024,10,1,0,,77.0,65.6,70.9,77.0,65.6,70.9,0,0.0,0,0,0.0,0.0,0.0,9.8,69.0,9.9
2024-10-03,442591,443593,Thursday,2024,10,1,0,,77.1,66.5,70.4,77.1,66.5,70.4,0,0.0,0,0,0.0,0.0,0.0,7.3,75.4,9.9
2024-10-02,457373,458688,Wednesday,2024,10,1,0,,71.0,64.0,66.8,71.0,64.0,66.8,1,0.025,100,0,16.67,0.0,0.0,7.6,97.5,8.7
2024-10-01,448908,449450,Tuesday,2024,10,1,0,,69.1,64.9,66.6,69.1,64.9,66.6,1,1.331,100,0,58.33,0.0,0.0,11.2,99.4,6.7
2024-09-30,377715,378478,Monday,2024,9,1,0,,68.0,65.8,67.0,68.0,65.8,67.0,1,0.086,100,0,33.33,0.0,0.0,12.1,99.1,8.0
2024-09-29,209949,210685,Sunday,2024,9,0,0,,73.0,68.0,69.9,73.0,68.0,69.9,1,0.1,100,0,16.67,0.0,0.0,13.2,99.8,8.5
2024-09-28,330528,331658,Saturday,2024,9,0,0,,83.9,73.8,77.7,85.5,73.8,78.1,1,0.026,100,0,16.67,0.0,0.0,13.1,62.2,9.3
2024-09-27,395071,395462,Friday,2024,9,1,0,,78.1,73.8,75.5,78.1,73.8,75.5,1,0.115,100,0,29.17,0.0,0.0,14.9,98.4,9.6
2024-09-26,457106,457570,Thursday,2024,9,1,0,,81.9,71.8,75.5,86.3,71.8,76.2,1,0.505,100,0,16.67,0.0,0.0,7.8,92.8,9.6
2024-09-25,473620,473895,Wednesday,2024,9,1,0,,73.5,65.8,69.6,73.5,65.8,69.6,1,0.072,100,0,37.5,0.0,0.0,10.1,99.9,7.7
2024-09-24,470885,471245,Tuesday,2024,9,1,0,,69.1,63.5,65.9,69.1,63.5,65.9,1,0.44,100,0,29.17,0.0,0.0,8.0,99.4,9.0
2024-09-23,380610,381455,Monday,2024,9,1,0,,69.9,64.1,67.4,69.9,64.1,67.4,1,0.085,100,0,20.83,0.0,0.0,10.2,98.8,9.1
2024-09-22,193159,194127,Sunday,2024,9,0,0,,75.5,67.9,71.4,75.5,67.9,71.4,1,0.305,100,0,8.33,0.0,0.0,14.5,95.1,9.6
2024-09-21,291368,292521,Saturday,2024,9,0,0,,82.6,67.6,74.6,84.8,67.6,75.0,0,0.0,0,0,0.0,0.0,0.0,11.6,77.1,9.9
2024-09-20,396833,397277,Friday,2024,9,1,0,,85.7,64.8,74.8,85.5,64.8,75.0,0,0.0,0,0,0.0,0.0,0.0,8.2,43.8,9.9
2024-09-19,471539,472237,Thursday,2024,9,1,0,,83.7,69.9,76.1,84.7,69.9,76.5,0,0.0,0,0,0.0,0.0,0.0,10.1,84.8,9.9
