Date,Entries,Exits,Day_of_Week,Year,Month,Weekday,Holiday,HolidayName,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,has_rain,precip,precipprob,has_snow,precipcover,snow,snowdepth,windspeed,cloudcover,visibility
2022-08-25,245254,244136,Thursday,2022,8,1,0,,89.0,67.9,80.1,93.6,67.9,82.0,0,0.0,0,0,0.0,0.0,0.0,14.6,71.0,9.9
2022-08-24,248791,249040,Wednesday,2022,8,1,0,,89.0,69.7,79.7,90.3,69.7,80.1,0,0.0,0,0,0.0,0.0,0.0,12.4,25.5,9.9
2022-08-23,258344,255393,Tuesday,2022,8,1,0,,88.6,72.6,79.4,89.5,72.6,79.9,0,0.0,0,0,0.0,0.0,0.0,15.2,36.1,9.9
2022-08-22,205224,203091,Monday,2022,8,1,0,,84.7,72.9,77.5,89.2,72.9,78.5,1,0.028,100,0,4.17,0.0,0.0,10.2,86.1,9.9
2022-08-21,100184,99424,Sunday,2022,8,0,0,,80.8,72.5,76.0,84.2,72.5,76.2,1,0.08,100,0,12.5,0.0,0.0,12.0,66.3,9.9
2022-08-20,149404,148310,Saturday,2022,8,0,0,,88.6,71.2,79.4,91.6,71.2,80.6,0,0.0,0,0,0.0,0.0,0.0,11.1,59.1,9.9
2022-08-19,219027,216816,Friday,2022,8,1,0,,87.0,70.3,78.5,91.1,70.3,79.7,0,0.0,0,0,0.0,0.0,0.0,13.5,46.8,9.9
2022-08-18,240142,238806,Thursday,2022,8,1,0,,86.7,64.4,75.3,85.6,64.4,75.2,0,0.0,0,0,0.0,0.0,0.0,12.1,18.3,9.9
2022-08-17,253213,251277,Wednesday,2022,8,1,0,,84.5,65.3,73.4,84.2,65.3,73.4,1,0.022,100,0,12.5,0.0,0.0,13.0,63.3,9.9
2022-08-16,256607,255546,Tuesday,2022,8,1,0,,81.8,66.7,74.2,81.6,66.7,74.2,0,0.0,0,0,0.0,0.0,0.0,14.9,60.6,9.9
2022-08-15,213693,211236,Monday,2022,8,1,0,,75.8,67.9,71.2,75.8,67.9,71.2,1,0.107,100,0,12.5,0.0,0.0,10.6,93.5,9.7
2022-08-14,115682,114858,Sunday,2022,8,0,0,,82.8,69.7,74.5,82.2,69.7,74.4,1,0.03,100,0,20.83,0.0,0.0,12.2,85.4,9.8
2022-08-13,166984,165738,Saturday,2022,8,0,0,,83.5,63.4,74.0,81.5,63.4,73.7,0,0.0,0,0,0.0,0.0,0.0,12.0,28.0,9.9
2022-08-12,238288,236704,Friday,2022,8,1,0,,83.7,70.3,77.2,83.0,70.3,77.1,1,0.002,100,0,8.33,0.0,0.0,16.1,58.9,9.9
2022-08-11,242577,240727,Thursday,2022,8,1,0,,86.9,73.0,79.3,86.9,73.0,79.6,0,0.0,0,0,0.0,0.0,0.0,14.3,76.4,9.9
2022-08-10,236979,234409,Wednesday,2022,8,1,0,,90.9,73.8,81.3,102.2,73.8,84.8,1,0.538,100,0,25.0,0.0,0.0,11.2,77.6,9.2
2022-08-09,242363,241264,Tuesday,2022,8,1,0,,95.7,76.6,85.9,105.3,76.6,92.0,1,0.004,100,0,4.17,0.0,0.0,13.3,46.8,9.9
2022-08-08,219971,220146,Monday,2022,8,1,0,,91.9,77.8,83.4,103.7,77.8,89.4,0,0.0,0,0,0.0,0.0,0.0,14.7,41.4,9.9
2022-08-07,110853,110307,Sunday,2022,8,0,0,,89.1,75.5,82.2,97.7,75.5,86.2,0,0.0,0,0,0.0,0.0,0.0,15.7,67.4,9.9
2022-08-06,154848,153503,Saturday,2022,8,0,0,,87.9,73.6,80.3,95.8,73.6,83.5,0,0.0,0,0,0.0,0.0,0.0,16.2,82.2,9.9
2022-08-05,212063,209685,Friday,2022,8,1,0,,90.9,73.6,79.1,99.5,73.6,81.1,1,0.159,100,0,25.0,0.0,0.0,13.1,76.6,9.8
2022-08-04,249668,246371,Thursday,2022,8,1,0,,94.0,74.7,82.4,104.4,74.7,85.7,1,0.566,100,0,25.0,0.0,0.0,24.7,40.2,9.2
2022-08-03,268943,267188,Wednesday,2022,8,1,0,,91.0,74.3,82.9,93.5,74.3,83.9,0,0.0,0,0,0.0,0.0,0.0,12.0,24.3,9.9
2022-08-02,271710,269157,Tuesday,2022,8,1,0,,91.7,74.7,83.3,94.2,74.7,84.8,1,0.476,100,0,12.5,0.0,0.0,13.4,56.1,9.9
2022-08-01,221981,218228,Monday,2022,8,1,0,,88.6,72.8,79.1,91.2,72.8,80.6,0,0.0,0,0,0.0,0.0,0.0,10.9,79.3,9.8
2022-07-31,121158,117669,Sunday,2022,7,0,0,,84.7,71.7,76.9,86.5,71.7,77.5,1,0.454,100,0,20.83,0.0,0.0,9.8,82.2,9.5
2022-07-30,196557,192585,Saturday,2022,7,0,0,,87.0,73.0,80.1,86.4,73.0,79.9,1,0.018,100,0,4.17,0.0,0.0,11.1,78.7,9.9
2022-07-29,246475,243787,Friday,2022,7,1,0,,88.7,73.4,79.4,93.2,73.4,81.2,0,0.0,0,0,0.0,0.0,0.0,11.4,75.1,9.9
2022-07-28,266713,264870,Thursday,2022,7,1,0,,91.8,74.7,83.1,98.8,74.7,86.1,1,0.194,100,0,12.5,0.0,0.0,14.8,78.3,9.9
2022-07-27,264947,262707,Wednesday,2022,7,1,0,,87.1,74.5,81.0,93.6,74.5,84.0,0,0.0,0,0,0.0,0.0,0.0,12.1,87.0,9.9
2022-07-26,259655,257625,Tuesday,2022,7,1,0,,79.0,74.8,77.2,79.0,74.8,77.2,0,0.0,0,0,0.0,0.0,0.0,9.8,92.5,9.9
2022-07-25,212312,210787,Monday,2022,7,1,0,,89.8,76.6,82.3,98.3,76.6,85.9,1,0.12,100,0,4.17,0.0,0.0,14.4,84.0,9.9
2022-07-24,113664,112577,Sunday,2022,7,0,0,,93.8,76.0,84.4,101.7,76.0,88.1,0,0.0,0,0,0.0,0.0,0.0,15.2,70.8,9.7
2022-07-23,158742,157360,Saturday,2022,7,0,0,,94.8,77.5,85.6,99.5,77.5,88.1,0,0.0,0,0,0.0,0.0,0.0,16.2,48.5,9.9
2022-07-22,231297,228969,Friday,2022,7,1,0,,93.6,76.4,85.3,97.0,76.4,87.5,0,0.0,0,0,0.0,0.0,0.0,14.2,54.5,9.9
2022-07-21,254498,254150,Thursday,2022,7,1,0,,93.5,79.9,85.1,100.7,79.9,90.1,1,0.053,100,0,4.17,0.0,0.0,15.1,68.9,9.6
2022-07-20,271551,272642,Wednesday,2022,7,1,0,,91.1,74.6,83.4,97.0,74.6,86.8,0,0.0,0,0,0.0,0.0,0.0,13.7,19.8,9.9
2022-07-19,266847,267627,Tuesday,2022,7,1,0,,89.8,76.8,83.0,91.8,76.8,85.0,0,0.0,0,0,0.0,0.0,0.0,9.8,65.9,9.9
2022-07-18,220259,220781,Monday,2022,7,1,0,,91.0,75.5,81.5,99.7,75.5,84.9,0,0.0,0,0,0.0,0.0,0.0,16.5,84.5,9.9
2022-07-17,133220,131796,Sunday,2022,7,0,0,,85.7,72.7,78.2,93.6,72.7,80.3,1,0.014,100,0,16.67,0.0,0.0,8.8,82.2,9.8
2022-07-16,174638,173655,Saturday,2022,7,0,0,,86.8,71.7,77.8,91.0,71.7,78.7,1,1.298,100,0,20.83,0.0,0.0,17.8,79.8,9.4
2022-07-15,258663,255440,Friday,2022,7,1,0,,89.4,72.6,80.8,89.2,72.6,81.0,0,0.0,0,0,0.0,0.0,0.0,10.0,53.4,9.9
2022-07-14,277358,275151,Thursday,2022,7,1,0,,87.8,71.0,79.9,87.6,71.0,80.3,0,0.0,0,0,0.0,0.0,0.0,13.1,56.9,9.9
2022-07-13,286911,283050,Wednesday,2022,7,1,0,,89.8,70.9,80.2,91.8,70.9,81.6,0,0.0,0,0,0.0,0.0,0.0,15.8,81.0,9.9
2022-07-12,264175,261814,Tuesday,2022,7,1,0,,91.0,69.9,77.5,96.0,69.9,78.9,1,0.401,100,0,16.67,0.0,0.0,18.0,34.6,9.9
2022-07-11,228170,226547,Monday,2022,7,1,0,,82.9,67.1,75.2,82.5,67.1,75.1,0,0.0,0,0,0.0,0.0,0.0,13.3,17.6,9.9
2022-07-10,122971,122049,Sunday,2022,7,0,0,,80.7,70.7,75.3,81.4,70.7,75.4,0,0.0,0,0,0.0,0.0,0.0,9.5,80.0,9.9
2022-07-09,130068,128658,Saturday,2022,7,0,0,,78.7,70.8,72.7,78.7,70.8,72.7,1,2.167,100,0,54.17,0.0,0.0,17.6,98.3,7.9
2022-07-08,229705,227579,Friday,2022,7,1,0,,86.9,71.4,79.1,91.3,71.4,81.0,0,0.0,0,0,0.0,0.0,0.0,10.0,85.0,9.9
2022-07-07,247501,245113,Thursday,2022,7,1,0,,80.7,73.9,77.7,84.0,73.9,78.1,1,0.017,100,0,12.5,0.0,0.0,14.3,89.9,9.7
2022-07-06,254358,251925,Wednesday,2022,7,1,0,,92.7,74.6,83.9,98.1,74.6,86.9,0,0.0,0,0,0.0,0.0,0.0,10.0,74.7,9.9
2022-07-05,235493,234035,Tuesday,2022,7,1,0,,85.7,72.4,78.9,95.3,72.4,82.0,1,0.105,100,0,8.33,0.0,0.0,15.8,82.6,9.7
2022-07-04,253727,251394,Monday,2022,7,1,1,Independence Day,87.7,70.3,79.0,85.3,70.3,78.2,0,0.0,0,0,0.0,0.0,0.0,9.2,40.7,9.9
2022-07-03,153214,151873,Sunday,2022,7,0,0,,87.9,74.6,79.5,87.1,74.6,79.4,1,0.486,100,0,16.67,0.0,0.0,12.5,67.6,9.5
2022-07-02,156231,154795,Saturday,2022,7,0,0,,88.9,75.6,82.4,97.5,75.6,86.2,0,0.0,0,0,0.0,0.0,0.0,15.4,82.6,9.9
2022-07-01,230188,226979,Friday,2022,7,1,0,,90.0,73.6,82.3,97.1,73.6,85.5,0,0.0,0,0,0.0,0.0,0.0,14.6,58.6,9.9
2022-06-30,254517,251678,Thursday,2022,6,1,0,,88.9,72.4,81.0,89.3,72.4,81.5,0,0.0,0,0,0.0,0.0,0.0,9.8,28.2,9.9
2022-06-29,269125,266161,Wednesday,2022,6,1,0,,84.8,65.2,75.8,85.4,65.2,76.1,0,0.0,0,0,0.0,0.0,0.0,14.4,46.5,9.9
2022-06-28,274682,272276,Tuesday,2022,6,1,0,,80.8,64.1,73.6,80.1,64.1,73.5,0,0.0,0,0,0.0,0.0,0.0,12.6,47.5,9.9
2022-06-27,227090,225190,Monday,2022,6,1,0,,81.9,73.8,77.2,82.6,73.8,77.3,1,0.224,100,0,12.5,0.0,0.0,15.3,77.8,9.5
2022-06-26,122115,120749,Sunday,2022,6,0,0,,88.0,71.7,79.5,91.7,71.7,80.7,0,0.0,0,0,0.0,0.0,0.0,15.5,62.1,9.9
2022-06-25,185156,182308,Saturday,2022,6,0,0,,87.0,68.4,77.5,89.8,68.4,78.8,0,0.0,0,0,0.0,0.0,0.0,10.9,49.2,9.9
2022-06-24,265046,262623,Friday,2022,6,1,0,,80.7,58.4,71.5,82.4,58.4,71.7,0,0.0,0,0,0.0,0.0,0.0,8.8,36.5,9.0
2022-06-23,258213,256797,Thursday,2022,6,1,0,,71.8,66.2,69.0,71.8,66.2,69.0,1,0.898,100,0,37.5,0.0,0.0,12.7,94.2,8.4
2022-06-22,266478,265653,Wednesday,2022,6,1,0,,89.7,70.5,76.5,91.3,70.5,77.1,1,0.502,100,0,29.17,0.0,0.0,14.3,75.5,9.1
2022-06-21,266350,263404,Tuesday,2022,6,1,0,,83.7,66.0,75.0,82.6,66.0,74.9,0,0.0,0,0,0.0,0.0,0.0,12.5,84.8,9.9
2022-06-20,157037,155269,Monday,2022,6,1,1,Juneteenth National Independence Day (observed),82.8,59.2,72.3,80.5,59.2,71.9,0,0.0,0,0,0.0,0.0,0.0,14.6,61.5,9.9
2022-06-19,161728,159783,Sunday,2022,6,0,1,Juneteenth National Independence Day,79.8,59.8,70.1,79.8,59.8,70.1,0,0.0,0,0,0.0,0.0,0.0,21.1,29.0,9.9
2022-06-18,227070,224935,Saturday,2022,6,0,0,,78.8,70.0,74.3,78.8,70.0,74.3,0,0.0,0,0,0.0,0.0,0.0,27.2,28.7,9.9
2022-06-17,282679,279347,Friday,2022,6,1,0,,97.6,72.7,84.8,100.0,72.7,85.8,0,0.0,0,0,0.0,0.0,0.0,16.8,61.4,9.9
2022-06-16,275447,272669,Thursday,2022,6,1,0,,83.9,73.7,78.5,87.7,73.7,79.7,1,0.001,100,0,4.17,0.0,0.0,15.7,88.0,9.9
2022-06-15,280124,278702,Wednesday,2022,6,1,0,,88.7,69.4,79.8,91.2,69.4,81.0,0,0.0,0,0,0.0,0.0,0.0,12.3,52.3,9.8
2022-06-14,274150,271806,Tuesday,2022,6,1,0,,83.6,74.8,78.6,87.3,74.8,79.4,1,0.035,100,0,4.17,0.0,0.0,15.2,86.0,9.3
2022-06-13,238777,236791,Monday,2022,6,1,0,,91.8,71.8,81.1,95.2,71.8,83.1,1,0.018,100,0,12.5,0.0,0.0,10.1,69.1,9.8
2022-06-12,152859,151138,Sunday,2022,6,0,0,,80.0,66.4,72.4,82.6,66.4,72.5,1,0.01,100,0,25.0,0.0,0.0,12.3,70.9,9.8
2022-06-11,225793,223273,Saturday,2022,6,0,0,,73.4,65.8,68.9,73.4,65.8,68.9,1,0.076,100,0,33.33,0.0,0.0,10.0,93.3,9.7
2022-06-10,258356,255278,Friday,2022,6,1,0,,81.7,61.5,72.4,80.7,61.5,72.3,0,0.0,0,0,0.0,0.0,0.0,10.9,65.2,9.9
2022-06-09,263152,260341,Thursday,2022,6,1,0,,82.8,69.8,76.2,82.0,69.8,76.1,1,0.064,100,0,16.67,0.0,0.0,23.2,70.9,9.9
2022-06-08,267113,265952,Wednesday,2022,6,1,0,,86.9,69.4,76.9,90.2,69.4,77.9,1,0.045,100,0,12.5,0.0,0.0,11.3,72.8,9.8
2022-06-07,260823,259292,Tuesday,2022,6,1,0,,80.0,63.7,71.6,80.0,63.7,71.6,1,0.158,100,0,25.0,0.0,0.0,16.9,87.9,9.4
2022-06-06,229441,227492,Monday,2022,6,1,0,,80.8,61.0,71.6,80.1,61.0,71.5,0,0.0,0,0,0.0,0.0,0.0,15.9,41.1,9.9
2022-06-05,123957,122826,Sunday,2022,6,0,0,,79.6,64.2,71.4,79.6,64.2,71.4,0,0.0,0,0,0.0,0.0,0.0,14.5,37.9,9.9
2022-06-04,163365,161825,Saturday,2022,6,0,0,,84.6,62.1,74.4,81.7,62.1,73.7,0,0.0,0,0,0.0,0.0,0.0,13.4,38.5,9.9
2022-06-03,234766,231078,Friday,2022,6,1,0,,79.8,66.7,73.2,79.8,66.7,73.2,1,0.071,100,0,4.17,0.0,0.0,15.8,68.7,9.9
2022-06-02,231740,228632,Thursday,2022,6,1,0,,88.0,71.7,77.2,92.5,71.7,77.9,1,0.408,100,0,33.33,0.0,0.0,15.0,63.4,8.5
2022-06-01,247814,244409,Wednesday,2022,6,1,0,,93.6,75.3,84.6,94.6,75.3,85.8,0,0.0,0,0,0.0,0.0,0.0,14.2,63.7,9.9
2022-05-31,230242,226946,Tuesday,2022,5,1,0,,94.7,71.5,83.0,95.3,71.5,83.9,0,0.0,0,0,0.0,0.0,0.0,9.0,51.0,9.9
2022-05-30,128157,125639,Monday,2022,5,1,1,Memorial Day,87.3,67.2,77.2,89.1,67.2,78.0,0,0.0,0,0,0.0,0.0,0.0,13.0,41.8,9.9
2022-05-29,153994,152822,Sunday,2022,5,0,0,,82.1,63.4,73.5,81.8,63.4,73.5,0,0.0,0,0,0.0,0.0,0.0,8.0,52.3,9.9
2022-05-28,167013,165030,Saturday,2022,5,0,0,,78.7,63.9,71.0,78.7,63.9,71.0,1,0.024,100,0,8.33,0.0,0.0,17.5,63.9,9.9
2022-05-27,192881,190102,Friday,2022,5,1,0,,79.0,65.9,70.8,79.0,65.9,70.8,1,0.334,100,0,20.83,0.0,0.0,18.9,96.0,9.6
2022-05-26,238338,235821,Thursday,2022,5,1,0,,71.9,60.7,66.5,71.9,60.7,66.5,0,0.0,0,0,0.0,0.0,0.0,10.0,99.9,9.9
2022-05-25,249823,249398,Wednesday,2022,5,1,0,,70.9,57.3,64.6,70.9,57.3,64.6,0,0.0,0,0,0.0,0.0,0.0,14.3,90.5,9.9
2022-05-24,242033,240709,Tuesday,2022,5,1,0,,63.9,58.8,61.4,63.9,58.8,61.4,1,0.327,100,0,54.17,0.0,0.0,15.4,97.0,8.4
2022-05-23,223437,220444,Monday,2022,5,1,0,,74.6,62.9,68.3,74.6,62.9,68.3,0,0.0,0,0,0.0,0.0,0.0,16.7,84.8,9.9
2022-05-22,96780,95794,Sunday,2022,5,0,0,,88.1,70.9,77.9,93.2,70.9,78.9,1,1.595,100,0,20.83,0.0,0.0,28.9,63.0,9.1
2022-05-21,143253,141048,Saturday,2022,5,0,0,,91.8,74.6,83.1,95.2,74.6,84.8,0,0.0,0,0,0.0,0.0,0.0,14.3,62.2,9.9
2022-05-20,217055,214164,Friday,2022,5,1,0,,88.2,66.4,78.0,93.3,66.4,79.8,0,0.0,0,0,0.0,0.0,0.0,13.6,75.2,9.9
2022-05-19,236778,232574,Thursday,2022,5,1,0,,85.6,60.8,72.4,83.7,60.8,72.1,1,0.042,100,0,12.5,0.0,0.0,14.5,77.0,9.9
2022-05-18,245046,241436,Wednesday,2022,5,1,0,,73.9,57.4,66.1,73.9,57.4,66.1,0,0.0,0,0,0.0,0.0,0.0,9.7,57.1,9.9
2022-05-17,245598,243753,Tuesday,2022,5,1,0,,83.6,56.7,71.2,81.2,56.7,71.0,1,0.097,100,0,4.17,0.0,0.0,19.3,21.0,9.9
2022-05-16,199606,197862,Monday,2022,5,1,0,,80.7,64.8,68.9,82.1,64.8,69.0,1,0.247,100,0,20.83,0.0,0.0,19.4,72.4,9.3
2022-05-15,128326,127462,Sunday,2022,5,0,0,,80.9,64.0,69.4,82.6,64.0,69.6,1,0.043,100,0,8.33,0.0,0.0,17.1,86.6,6.3
2022-05-14,182218,179738,Saturday,2022,5,0,0,,70.8,65.7,68.1,70.8,65.7,68.1,1,0.004,100,0,12.5,0.0,0.0,8.8,99.2,8.9
2022-05-13,243075,239957,Friday,2022,5,1,0,,74.6,63.9,67.4,74.6,63.9,67.4,1,0.144,100,0,12.5,0.0,0.0,12.3,96.0,8.6
2022-05-12,259481,256943,Thursday,2022,5,1,0,,72.9,57.4,64.6,72.9,57.4,64.6,1,0.002,100,0,4.17,0.0,0.0,17.4,84.7,9.8
2022-05-11,253298,250842,Wednesday,2022,5,1,0,,72.8,52.2,63.4,72.8,52.2,63.4,0,0.0,0,0,0.0,0.0,0.0,17.6,46.1,9.9
2022-05-10,251591,249625,Tuesday,2022,5,1,0,,72.9,50.5,61.9,72.9,50.5,61.9,0,0.0,0,0,0.0,0.0,0.0,17.8,34.1,9.9
2022-05-09,212192,210220,Monday,2022,5,1,0,,69.9,43.6,57.1,69.9,38.2,56.1,0,0.0,0,0,0.0,0.0,0.0,14.4,10.3,9.9
2022-05-08,95458,94442,Sunday,2022,5,0,0,,56.7,44.7,50.3,56.7,37.2,47.0,1,0.021,100,0,12.5,0.0,0.0,19.0,93.1,9.1
2022-05-07,132759,131173,Saturday,2022,5,0,0,,54.9,46.9,52.0,54.9,40.7,50.7,1,1.392,100,0,87.5,0.0,0.0,20.9,99.8,4.7
2022-05-06,193516,192231,Friday,2022,5,1,0,,62.9,55.9,59.7,62.9,55.9,59.7,1,0.687,100,0,50.0,0.0,0.0,23.3,98.0,8.7
2022-05-05,236649,234632,Thursday,2022,5,1,0,,66.6,58.5,62.8,66.6,58.5,62.8,0,0.0,0,0,0.0,0.0,0.0,12.8,84.4,9.9
2022-05-04,235645,233904,Wednesday,2022,5,1,0,,73.1,56.7,63.7,73.1,56.7,63.7,1,0.836,100,0,25.0,0.0,0.0,14.8,92.6,8.5
2022-05-03,242625,241611,Tuesday,2022,5,1,0,,73.8,57.6,63.8,73.8,57.6,63.8,0,0.0,0,0,0.0,0.0,0.0,14.6,66.1,7.9
2022-05-02,208216,205945,Monday,2022,5,1,0,,79.0,54.6,66.3,79.0,54.6,66.3,0,0.0,0,0,0.0,0.0,0.0,11.0,47.4,9.9
2022-05-01,105444,104173,Sunday,2022,5,0,0,,65.9,53.4,58.2,65.9,53.4,58.2,1,0.132,100,0,8.33,0.0,0.0,8.8,94.9,9.5
2022-04-30,155580,153674,Saturday,2022,4,0,0,,66.9,46.0,56.5,66.9,42.7,55.7,0,0.0,0,0,0.0,0.0,0.0,9.9,63.1,9.9
2022-04-29,215374,212775,Friday,2022,4,1,0,,65.8,42.9,54.5,65.8,39.2,53.4,0,0.0,0,0,0.0,0.0,0.0,10.3,33.2,9.9
2022-04-28,231125,230299,Thursday,2022,4,1,0,,60.0,38.7,48.8,60.0,29.5,44.7,0,0.0,0,0,0.0,0.0,0.0,17.7,49.6,9.9
2022-04-27,237073,236600,Wednesday,2022,4,1,0,,61.8,46.8,54.6,61.8,40.4,53.4,0,0.0,0,0,0.0,0.0,0.0,21.0,53.8,9.9
2022-04-26,231149,233872,Tuesday,2022,4,1,0,,70.9,57.8,62.1,70.9,57.8,62.1,1,0.069,100,0,12.5,0.0,0.0,17.2,95.9,8.3
2022-04-25,201293,199601,Monday,2022,4,1,0,,71.0,53.7,60.7,71.0,53.7,60.7,0,0.0,0,0,0.0,0.0,0.0,12.2,69.7,9.7
2022-04-24,129660,128002,Sunday,2022,4,0,0,,81.6,54.6,66.1,81.3,54.6,66.1,0,0.0,0,0,0.0,0.0,0.0,13.7,46.4,9.9
2022-04-23,177765,175152,Saturday,2022,4,0,0,,76.9,52.6,64.7,76.9,52.6,64.7,0,0.0,0,0,0.0,0.0,0.0,10.3,63.8,9.8
2022-04-22,244921,241671,Friday,2022,4,1,0,,75.6,52.3,64.5,75.6,52.3,64.5,0,0.0,0,0,0.0,0.0,0.0,12.0,64.1,9.9
2022-04-21,248840,246309,Thursday,2022,4,1,0,,66.8,48.4,57.4,66.8,43.3,56.2,0,0.0,0,0,0.0,0.0,0.0,16.6,86.9,9.9
2022-04-20,247475,244340,Wednesday,2022,4,1,0,,61.0,40.5,51.3,61.0,36.0,49.6,0,0.0,0,0,0.0,0.0,0.0,11.2,36.7,9.9
2022-04-19,238687,236453,Tuesday,2022,4,1,0,,52.9,39.6,46.3,52.9,30.1,42.0,1,0.013,100,0,8.33,0.0,0.0,21.7,83.9,9.9
2022-04-18,181000,179626,Monday,2022,4,1,0,,47.7,40.9,44.9,43.1,31.8,39.6,1,0.825,100,0,41.67,0.0,0.0,19.3,91.4,8.1
2022-04-17,102314,101242,Sunday,2022,4,0,0,,60.7,48.4,53.9,60.7,42.6,53.2,0,0.0,0,0,0.0,0.0,0.0,19.3,56.7,9.9
2022-04-16,176589,174913,Saturday,2022,4,0,0,,78.8,58.8,66.4,78.8,58.8,66.4,1,0.005,100,0,8.33,0.0,0.0,18.0,77.7,9.9
2022-04-15,216442,214151,Friday,2022,4,1,0,,71.0,49.3,61.6,71.0,49.3,61.6,0,0.0,0,0,0.0,0.0,0.0,19.1,41.1,9.9
2022-04-14,224523,222261,Thursday,2022,4,1,0,,82.9,61.0,72.9,82.1,61.0,72.8,1,0.03,100,0,4.17,0.0,0.0,22.9,75.9,9.9
2022-04-13,236605,233573,Wednesday,2022,4,1,0,,85.8,55.8,70.5,84.3,55.8,70.2,0,0.0,0,0,0.0,0.0,0.0,19.0,71.2,9.9
2022-04-12,240786,237411,Tuesday,2022,4,1,0,,78.8,52.7,64.6,78.8,52.7,64.6,0,0.0,0,0,0.0,0.0,0.0,13.8,76.5,9.9
2022-04-11,206928,204096,Monday,2022,4,1,0,,66.2,39.4,52.4,66.2,34.7,51.7,0,0.0,0,0,0.0,0.0,0.0,11.4,39.5,9.9
2022-04-10,146042,144770,Sunday,2022,4,0,0,,54.9,40.8,47.7,54.9,36.4,43.9,0,0.0,0,0,0.0,0.0,0.0,22.6,56.2,9.9
2022-04-09,213266,212554,Saturday,2022,4,0,0,,55.9,43.8,50.3,55.9,40.6,48.9,1,0.124,100,0,20.83,0.0,0.0,15.8,84.5,9.7
2022-04-08,243648,241255,Friday,2022,4,1,0,,62.8,46.5,54.3,62.8,43.1,53.2,1,0.056,100,0,4.17,0.0,0.0,19.5,55.9,9.7
2022-04-07,228859,227145,Thursday,2022,4,1,0,,54.9,49.7,51.8,54.9,46.2,51.3,1,0.644,100,0,50.0,0.0,0.0,17.6,96.4,6.0
2022-04-06,237794,236188,Wednesday,2022,4,1,0,,60.9,53.0,56.2,60.9,53.0,56.2,1,1.008,100,0,45.83,0.0,0.0,14.7,99.4,7.6
2022-04-05,225483,223599,Tuesday,2022,4,1,0,,55.9,48.5,51.6,55.9,45.1,50.8,1,0.632,100,0,45.83,0.0,0.0,14.4,97.9,8.1
2022-04-04,215627,213208,Monday,2022,4,1,0,,55.8,38.5,48.6,55.8,33.0,46.3,0,0.0,0,0,0.0,0.0,0.0,14.0,53.7,9.9
2022-04-03,144226,143003,Sunday,2022,4,0,0,,60.4,46.8,51.3,60.4,41.4,49.3,0,0.0,0,0,0.0,0.0,0.0,22.8,81.9,9.9
2022-04-02,207986,205458,Saturday,2022,4,0,0,,56.9,39.5,48.1,56.9,32.8,44.9,0,0.0,0,0,0.0,0.0,0.0,16.3,55.6,9.9
2022-04-01,235911,232917,Friday,2022,4,1,0,,67.9,46.8,54.1,67.9,40.7,53.2,1,0.176,100,0,20.83,0.0,0.0,27.4,75.3,9.5
2022-03-31,217825,215104,Thursday,2022,3,1,0,,73.9,51.9,63.5,73.9,51.9,63.5,0,0.0,0,0,0.0,0.0,0.0,32.5,93.5,9.9
2022-03-30,229347,227825,Wednesday,2022,3,1,0,,57.8,36.3,47.0,57.8,32.8,46.4,1,0.022,100,0,8.33,0.0,0.0,15.0,91.8,9.9
2022-03-29,225174,221465,Tuesday,2022,3,1,0,,46.8,25.0,35.2,43.0,14.0,27.6,0,0.0,0,0,0.0,0.0,0.0,17.3,23.4,9.9
2022-03-28,202047,200751,Monday,2022,3,1,0,,40.8,29.7,34.0,31.8,18.2,24.5,1,0.001,100,1,4.17,0.0,0.0,23.8,66.7,9.9
2022-03-27,140254,139230,Sunday,2022,3,0,0,,44.9,33.9,40.7,36.4,24.2,32.5,0,0.0,0,0,0.0,0.0,0.0,23.9,79.3,9.9
2022-03-26,262505,263472,Saturday,2022,3,0,0,,53.7,42.1,48.7,53.7,36.5,44.7,1,0.002,100,0,4.17,0.0,0.0,18.5,81.6,9.8
2022-03-25,254128,250680,Friday,2022,3,1,0,,62.3,48.5,55.8,62.3,46.1,55.6,0,0.0,0,0,0.0,0.0,0.0,13.6,80.1,8.3
2022-03-24,221095,218707,Thursday,2022,3,1,0,,57.4,51.0,54.0,57.4,51.0,54.0,1,0.251,100,0,16.67,0.0,0.0,10.7,99.8,5.8
2022-03-23,213430,211309,Wednesday,2022,3,1,0,,54.7,48.6,51.7,54.7,43.7,50.9,1,0.27,100,0,33.33,0.0,0.0,12.6,93.8,9.2
2022-03-22,246312,243708,Tuesday,2022,3,1,0,,70.5,46.5,57.8,70.5,43.2,57.5,0,0.0,0,0,0.0,0.0,0.0,11.0,56.1,9.9
2022-03-21,202396,200957,Monday,2022,3,1,0,,69.0,43.7,57.6,69.0,40.5,56.8,0,0.0,0,0,0.0,0.0,0.0,14.8,20.7,9.9
2022-03-20,123754,122400,Sunday,2022,3,0,0,,64.8,51.0,56.1,64.8,51.0,56.1,0,0.0,0,0,0.0,0.0,0.0,25.2,62.3,9.9
2022-03-19,172858,170374,Saturday,2022,3,0,0,,75.7,57.9,65.6,75.7,57.9,65.6,0,0.0,0,0,0.0,0.0,0.0,21.5,62.6,9.9
