days__datetime,days_day_of_week,days__tempmax,days__tempmin,days__temp,days__feelslikemax,days__feelslikemin,days__feelslike,days_has_rain,days__precip,days__precipprob,days_has_snow,days__precipcover,days__snow,days__snowdepth,days__windspeed,days__cloudcover,days__visibility
2023-01-01,Sunday,61.4,43.5,51.8,61.4,41.7,51.2,1,0.004,100,0,4.17,,,8.8,47.7,9.1
2023-01-02,Monday,63.0,40.0,50.9,63.0,36.3,50.2,0,0.0,0,0,0.0,,,9.1,87.8,9.8
2023-01-03,Tuesday,68.0,50.1,59.3,68.0,50.1,59.3,0,0.0,0,0,0.0,,,17.7,90.8,9.7
2023-01-04,Wednesday,65.0,53.3,59.5,65.0,53.3,59.5,0,0.0,0,0,0.0,,,14.1,85.2,9.9
2023-01-05,Thursday,64.0,49.6,56.4,64.0,45.1,55.9,0,0.0,0,0,0.0,,,12.6,75.8,9.9
2023-01-06,Friday,51.9,43.7,48.1,51.9,39.3,44.7,0,0.0,0,0,0.0,,,21.2,88.5,9.9
2023-01-07,Saturday,50.9,37.8,43.9,50.9,31.7,39.1,0,0.0,0,0,0.0,,,15.4,61.0,9.9
2023-01-08,Sunday,43.8,31.5,38.0,42.0,25.2,33.4,1,0.011,100,0,4.17,,,16.6,59.7,9.8
2023-01-09,Monday,50.9,36.9,42.5,50.9,30.8,38.0,0,0.0,0,0,0.0,,,17.1,31.7,9.4
2023-01-10,Tuesday,46.9,34.2,40.3,46.9,27.0,37.2,0,0.0,0,0,0.0,,,9.8,60.5,9.9
2023-01-11,Wednesday,46.8,32.3,39.9,42.9,26.4,37.2,1,0.019,100,0,4.17,,,10.8,72.8,9.6
2023-01-12,Thursday,55.0,40.6,47.2,55.0,37.1,46.2,1,0.127,100,0,16.67,,,10.5,95.3,9.2
2023-01-13,Friday,54.9,39.7,48.3,54.9,31.1,43.9,1,0.25,100,0,25.0,,,22.7,83.5,9.7
2023-01-14,Saturday,39.6,31.8,35.9,31.0,20.8,25.5,0,0.0,0,0,0.0,,,24.4,98.8,9.9
2023-01-15,Sunday,45.9,29.0,36.3,39.2,17.8,27.5,0,0.0,0,0,0.0,,,20.3,17.9,9.9
2023-01-16,Monday,54.9,30.3,41.8,54.9,21.5,38.2,0,0.0,0,0,0.0,,,14.8,36.7,9.9
2023-01-17,Tuesday,45.0,37.7,41.3,44.9,35.7,39.1,1,0.056,100,0,20.83,,,8.0,90.5,8.6
2023-01-18,Wednesday,58.9,38.8,47.9,58.9,35.0,45.6,0,0.0,0,0,0.0,,,14.7,42.8,9.2
2023-01-19,Thursday,46.8,42.6,44.7,46.8,39.6,42.9,1,0.077,100,0,33.33,,,9.9,97.9,8.3
2023-01-20,Friday,51.8,40.9,46.1,51.8,35.6,42.0,0,0.0,0,0,0.0,,,23.4,75.8,8.3
2023-01-21,Saturday,43.9,35.1,41.1,40.5,33.0,36.7,0,0.0,0,0,0.0,,,13.5,78.7,9.9
2023-01-22,Sunday,42.8,33.4,37.8,39.2,29.6,34.3,1,0.234,100,0,33.33,,,13.3,89.3,8.0
2023-01-23,Monday,46.9,38.8,42.1,40.4,33.1,35.7,1,0.085,100,0,29.17,,,24.4,96.2,9.2
2023-01-24,Tuesday,51.0,32.7,41.2,51.0,27.6,37.6,0,0.0,0,0,0.0,,,10.3,62.4,9.9
2023-01-25,Wednesday,47.1,35.5,40.8,46.1,31.2,37.0,1,0.477,100,0,50.0,,,11.3,95.8,7.3
2023-01-26,Thursday,49.7,40.7,44.9,45.9,35.9,40.5,1,0.001,100,0,4.17,,,21.4,75.2,9.8
2023-01-27,Friday,45.7,32.3,39.0,40.9,27.2,34.5,0,0.0,0,0,0.0,,,14.6,46.9,9.9
2023-01-28,Saturday,57.6,34.5,44.0,57.6,27.5,40.7,0,0.0,0,0,0.0,,,13.2,59.2,9.9
2023-01-29,Sunday,49.8,40.6,44.8,44.8,35.9,40.3,1,0.035,100,0,12.5,,,13.5,80.2,9.8
2023-01-30,Monday,60.9,40.9,48.5,60.9,40.9,48.0,0,0.0,0,0,0.0,,,8.7,64.1,9.8
2023-01-31,Tuesday,47.0,36.9,41.4,46.0,30.0,36.6,1,0.165,100,0,25.0,,,14.4,85.5,8.8
2023-02-01,Wednesday,40.7,32.5,35.6,37.4,23.9,29.1,1,0.043,100,1,12.5,,,15.3,81.8,9.1
2023-02-02,Thursday,41.8,31.3,36.0,36.8,28.1,32.2,0,0.0,0,0,0.0,,,11.3,94.5,9.9
2023-02-03,Friday,40.7,19.8,31.7,34.1,4.3,20.7,0,0.0,0,0,0.0,,,28.1,54.6,9.9
2023-02-04,Saturday,31.9,16.9,24.5,23.0,2.6,15.1,0,0.0,0,0,0.0,,,16.9,27.8,9.9
2023-02-05,Sunday,58.8,33.0,44.2,58.8,22.9,39.9,0,0.0,0,0,0.0,,,17.9,79.7,9.9
2023-02-06,Monday,54.8,38.8,47.7,54.8,31.8,44.3,0,0.0,0,0,0.0,,,20.1,65.0,9.9
2023-02-07,Tuesday,48.9,31.3,41.3,46.7,30.0,38.0,0,0.0,0,0,0.0,,,11.5,66.2,9.6
2023-02-08,Wednesday,65.7,44.2,53.2,65.7,41.9,53.0,0,0.0,0,0,0.0,,,14.9,85.6,9.8
2023-02-09,Thursday,63.4,45.9,55.0,63.4,43.1,54.4,0,0.0,0,0,0.0,,,16.0,87.9,9.9
2023-02-10,Friday,64.0,48.6,57.5,64.0,43.8,56.7,0,0.0,0,0,0.0,,,21.2,70.4,9.9
2023-02-11,Saturday,50.0,39.7,45.1,49.4,32.9,41.0,0,0.0,0,0,0.0,,,17.7,80.9,9.9
2023-02-12,Sunday,41.7,37.8,39.6,41.7,28.2,34.6,1,0.807,100,0,62.5,,,18.1,91.3,8.3
2023-02-13,Monday,57.5,37.2,46.8,57.5,30.4,43.0,1,0.023,100,0,12.5,,,15.8,62.2,9.9
2023-02-14,Tuesday,59.1,37.2,48.1,59.1,33.8,46.6,0,0.0,0,0,0.0,,,10.2,56.6,9.9
2023-02-15,Wednesday,68.1,48.7,56.3,68.1,43.4,54.5,1,0.011,100,0,4.17,,,16.8,82.3,9.9
2023-02-16,Thursday,62.9,46.9,54.6,62.9,43.5,54.2,1,0.137,100,0,20.83,,,11.2,90.3,8.8
2023-02-17,Friday,62.9,35.9,51.4,62.9,24.0,48.3,1,0.679,100,0,29.17,,,25.2,88.9,8.6
2023-02-18,Saturday,46.8,28.8,36.8,43.4,17.8,29.7,0,0.0,0,0,0.0,,,21.1,31.6,9.9
2023-02-19,Sunday,60.8,37.5,48.7,60.8,32.3,46.1,0,0.0,0,0,0.0,,,20.1,64.6,9.9
2023-02-20,Monday,57.1,47.7,52.3,57.1,44.2,51.5,0,0.0,0,0,0.0,,,12.6,86.6,9.9
2023-02-21,Tuesday,63.8,45.6,54.2,63.8,44.7,53.9,1,0.011,100,0,4.17,,,15.7,72.6,9.9
2023-02-22,Wednesday,53.0,43.1,48.5,53.0,39.0,47.3,1,0.019,100,0,4.17,,,12.3,86.9,9.9
2023-02-23,Thursday,80.6,45.6,57.1,79.7,42.5,56.4,0,0.0,0,0,0.0,,,10.8,53.3,9.7
2023-02-24,Friday,65.5,41.8,54.6,65.5,34.6,52.8,0,0.0,0,0,0.0,,,27.6,44.2,9.9
2023-02-25,Saturday,39.3,33.4,36.5,36.8,26.8,31.3,1,0.011,100,0,4.17,,,12.0,92.2,9.2
2023-02-26,Sunday,52.9,36.9,44.2,52.9,32.0,41.0,0,0.0,0,0,0.0,,,13.5,67.3,9.5
2023-02-27,Monday,51.1,37.3,45.6,51.1,34.1,43.3,1,0.162,100,0,16.67,,,12.8,80.9,9.7
2023-02-28,Tuesday,62.7,40.9,48.7,62.7,37.0,46.5,1,0.108,100,0,8.33,,,14.7,70.5,9.0
2023-03-01,Wednesday,56.0,38.9,48.1,56.0,37.1,46.9,0,0.0,0,0,0.0,,,15.9,40.7,9.1
2023-03-02,Thursday,65.8,47.8,55.3,65.8,45.7,54.8,1,0.052,100,0,12.5,,0.0,12.5,86.1,9.8
2023-03-03,Friday,51.9,40.9,45.3,51.9,34.2,40.6,1,0.218,100,0,45.83,,,15.5,90.9,8.2
2023-03-04,Saturday,57.7,40.9,49.3,57.7,37.0,46.8,1,0.074,100,0,4.17,,,27.3,53.7,9.9
2023-03-05,Sunday,64.7,37.1,50.4,64.7,33.8,49.5,0,0.0,0,0,0.0,,,20.5,20.7,9.9
2023-03-06,Monday,57.8,39.9,48.6,57.8,37.6,47.5,0,0.0,0,0,0.0,,,9.8,53.6,9.9
2023-03-07,Tuesday,54.8,42.0,46.7,54.8,33.0,41.9,0,0.0,0,0,0.0,,,26.5,46.5,9.9
2023-03-08,Wednesday,52.9,34.9,43.8,52.9,24.9,37.7,0,0.0,0,0,0.0,,,21.5,15.3,9.9
2023-03-09,Thursday,55.8,36.9,45.9,55.8,28.8,42.4,0,0.0,0,0,0.0,,,12.6,35.5,9.9
2023-03-10,Friday,46.0,40.8,43.7,43.6,37.1,40.3,1,0.149,100,0,29.17,,,10.3,90.7,8.7
2023-03-11,Saturday,47.7,38.7,42.7,41.2,28.0,34.8,0,0.0,0,0,0.0,,,24.7,92.8,9.9
2023-03-12,Sunday,42.0,32.8,37.7,40.9,27.4,33.4,1,0.023,100,0,12.5,,,8.8,75.8,9.8
2023-03-13,Monday,49.8,38.7,43.2,45.5,34.8,40.4,1,0.042,100,0,16.67,,,17.8,96.2,8.1
2023-03-14,Tuesday,43.0,33.8,38.5,34.7,22.8,28.8,0,0.0,0,0,0.0,,,28.3,48.0,9.9
2023-03-15,Wednesday,51.8,32.9,41.2,51.8,20.8,33.3,0,0.0,0,0,0.0,,,26.2,21.7,9.9
2023-03-16,Thursday,64.1,34.7,48.9,64.1,29.7,47.0,0,0.0,0,0,0.0,,,15.6,54.8,9.9
2023-03-17,Friday,61.9,48.9,55.3,61.9,45.3,55.0,1,0.011,100,0,4.17,,,19.3,91.6,9.7
2023-03-18,Saturday,56.0,41.9,47.9,56.0,34.9,43.3,1,0.014,100,0,8.33,,,23.7,77.0,9.9
2023-03-19,Sunday,43.9,28.9,37.1,36.3,17.1,28.7,0,0.0,0,0,0.0,,,19.8,35.7,9.9
2023-03-20,Monday,51.9,29.1,40.4,51.9,24.3,36.8,0,0.0,0,0,0.0,,,11.4,19.9,9.9
2023-03-21,Tuesday,62.9,33.4,47.5,62.9,29.3,45.5,0,0.0,0,0,0.0,,,9.9,50.9,9.9
2023-03-22,Wednesday,66.7,47.7,55.7,66.7,43.4,54.1,0,0.0,0,0,0.0,,,17.9,84.1,9.9
2023-03-23,Thursday,82.8,51.0,64.1,81.8,51.0,64.0,0,0.0,0,0,0.0,,,16.1,81.4,9.9
2023-03-24,Friday,68.9,43.0,55.2,68.9,39.4,53.7,1,0.72,100,0,45.83,,,16.2,98.0,8.9
2023-03-25,Saturday,53.0,44.0,47.5,53.0,37.5,45.6,1,0.155,100,0,29.17,,,13.2,100.0,6.9
2023-03-26,Sunday,69.8,47.8,57.7,69.8,44.9,57.5,0,0.0,0,0,0.0,,,14.7,28.7,7.9
2023-03-27,Monday,60.8,46.7,54.3,60.8,43.3,53.7,1,0.02,100,0,8.33,,,11.0,70.9,9.5
2023-03-28,Tuesday,59.9,46.3,52.6,59.9,42.6,51.2,0,0.0,0,0,0.0,,,16.0,63.8,9.9
2023-03-29,Wednesday,59.8,43.3,52.0,59.8,38.9,50.8,0,0.0,0,0,0.0,,,13.2,56.4,9.9
2023-03-30,Thursday,53.8,37.0,46.5,53.8,28.2,42.8,0,0.0,0,0,0.0,,,22.2,13.5,9.9
2023-03-31,Friday,65.8,41.5,53.8,65.8,36.7,51.5,0,0.0,0,0,0.0,,,27.1,70.3,9.9
2023-04-01,Saturday,75.8,49.9,64.5,75.8,42.0,64.2,1,0.255,100,0,54.17,,,36.1,86.0,9.7
2023-04-02,Sunday,56.8,46.9,51.1,56.8,38.3,47.7,0,0.0,0,0,0.0,,,28.1,40.3,9.9
2023-04-03,Monday,70.9,41.2,55.9,70.9,39.5,55.4,0,0.0,0,0,0.0,,,22.3,58.5,9.9
2023-04-04,Tuesday,79.1,55.7,66.8,79.1,55.7,66.8,0,0.0,0,0,0.0,,,12.8,24.5,9.9
2023-04-05,Wednesday,85.8,60.7,72.5,85.3,60.7,72.6,0,0.0,0,0,0.0,,,20.3,78.4,9.9
2023-04-06,Thursday,84.9,62.8,74.0,85.3,62.8,74.1,1,0.032,100,0,8.33,,,27.9,85.5,9.7
2023-04-07,Friday,61.9,50.9,54.9,61.9,50.9,54.9,1,0.011,100,0,4.17,,,18.7,92.1,9.9
2023-04-08,Saturday,52.8,45.7,49.0,52.8,39.3,46.2,0,0.0,0,0,0.0,,,18.7,88.7,9.9
2023-04-09,Sunday,61.6,40.0,51.0,61.6,36.1,49.9,0,0.0,0,0,0.0,,,9.9,33.9,9.9
