days__datetime,days_day_of_week,days__tempmax,days__tempmin,days__temp,days__feelslikemax,days__feelslikemin,days__feelslike,days_has_rain,days__precip,days__precipprob,days_has_snow,days__precipcover,days__snow,days__snowdepth,days__windspeed,days__cloudcover,days__visibility
2020-03-05,Thursday,53.2,41.3,48.3,53.2,37.1,46.0,0,0.0,0,0,0.0,0,0,24.4,66.8,9.9
2020-03-06,Friday,51.8,38.2,44.1,51.8,33.5,40.6,1,0.002,100,0,8.33,0,0,16.7,64.9,9.9
2020-03-07,Saturday,52.7,38.8,45.2,52.7,29.7,39.0,0,0.0,0,0,0.0,0,0,27.6,43.8,9.9
2020-03-08,Sunday,61.0,37.4,48.5,61.0,33.8,46.6,0,0.0,0,0,0.0,0,0,13.4,27.9,9.9
2020-03-09,Monday,73.9,43.7,57.0,73.9,39.8,55.7,0,0.0,0,0,0.0,0,0,12.3,53.7,9.9
2020-03-10,Tuesday,71.0,54.3,62.2,71.0,54.3,62.2,1,0.011,100,0,4.17,0,0,22.7,75.9,9.9
2020-03-11,Wednesday,60.2,46.6,52.6,60.2,42.7,51.7,0,0.0,0,0,0.0,0,0,16.0,53.7,9.9
2020-03-12,Thursday,62.7,47.6,53.6,62.7,45.5,53.0,0,0.0,0,0,0.0,0,0,10.2,92.0,9.9
2020-03-13,Friday,75.7,51.0,61.6,75.7,51.0,61.6,1,0.222,100,0,20.83,0,0,20.4,81.1,9.3
2020-03-14,Saturday,58.8,44.8,52.2,58.8,38.7,50.5,1,0.067,100,0,12.5,0,0,18.9,66.3,9.9
2020-03-15,Sunday,50.0,40.8,44.8,50.0,33.8,40.8,1,0.097,100,0,33.33,0,0,14.4,75.7,9.6
2020-03-16,Monday,54.9,37.9,46.3,54.9,31.7,43.4,0,0.0,0,0,0.0,0,0,14.4,57.3,9.9
2020-03-17,Tuesday,63.0,43.9,52.0,63.0,40.0,50.2,1,0.011,100,0,4.17,0,0,15.4,78.1,9.9
2020-03-18,Wednesday,56.8,44.5,51.2,56.8,39.0,49.3,1,0.011,100,0,4.17,0,0,14.1,60.5,9.9
2020-03-19,Thursday,73.7,48.8,58.1,73.7,45.3,57.0,1,0.397,100,0,33.33,0,0,11.0,80.0,8.3
2020-03-20,Friday,81.9,57.8,70.3,81.6,57.8,70.3,1,0.023,100,0,8.33,0,0,24.9,64.9,9.2
2020-03-21,Saturday,71.1,48.6,54.7,71.1,42.5,53.8,1,0.097,100,0,25.0,0,0,18.3,87.2,9.8
2020-03-22,Sunday,52.0,39.7,46.6,52.0,32.1,41.9,0,0.0,0,0,0.0,0,0,19.3,77.0,9.9
2020-03-23,Monday,46.0,42.0,43.9,44.5,34.8,39.1,1,0.359,100,0,54.17,0,0,15.0,88.4,7.9
2020-03-24,Tuesday,55.0,43.7,48.8,55.0,41.3,47.2,0,0.0,0,0,0.0,0,0,14.7,72.7,9.9
2020-03-25,Wednesday,50.0,44.7,47.4,47.1,39.3,42.8,1,0.307,100,0,50.0,0,0,17.4,85.1,8.3
2020-03-26,Thursday,57.8,45.2,51.0,57.8,42.4,50.3,0,0.0,0,0,0.0,0,0,13.5,62.1,9.3
2020-03-27,Friday,69.0,51.6,59.7,69.0,51.6,59.7,0,0.0,0,0,0.0,0,0,11.1,70.6,9.9
2020-03-28,Saturday,58.9,51.9,55.6,58.9,51.9,55.6,1,0.469,100,0,33.33,0,0,16.4,90.9,8.8
2020-03-29,Sunday,70.1,51.0,56.3,70.1,51.0,56.3,0,0.0,0,0,0.0,0,0,13.9,79.9,7.7
2020-03-30,Monday,74.7,53.8,60.2,74.7,53.8,60.2,0,0.0,0,0,0.0,0,0,19.9,55.7,8.0
2020-03-31,Tuesday,55.7,44.7,51.1,55.7,38.7,49.8,1,0.096,100,0,20.83,0,0,16.1,69.4,9.6
2020-04-01,Wednesday,55.9,42.0,48.2,55.9,34.2,44.4,1,0.012,100,0,4.17,0,0,16.6,76.5,9.9
2020-04-02,Thursday,62.7,42.8,53.6,62.7,37.8,51.9,0,0.0,0,0,0.0,0,0,26.2,21.5,9.9
2020-04-03,Friday,66.7,47.8,56.5,66.7,42.2,55.4,0,0.0,0,0,0.0,0,0,26.5,38.3,9.9
2020-04-04,Saturday,58.8,49.9,54.3,58.8,45.9,54.2,0,0.0,0,0,0.0,0,0,14.1,91.3,9.9
2020-04-05,Sunday,68.0,46.4,56.8,68.0,43.1,56.0,0,0.0,0,0,0.0,0,0,10.8,61.3,9.9
2020-04-06,Monday,70.8,55.1,61.8,70.8,55.1,61.8,0,0.0,0,0,0.0,0,0,12.2,46.4,9.9
2020-04-07,Tuesday,71.4,53.3,60.3,71.4,53.3,60.3,1,0.352,100,0,8.33,0,0,10.9,63.9,9.6
2020-04-08,Wednesday,78.0,55.9,66.0,78.0,55.9,66.0,1,0.041,100,0,20.83,0,0,18.1,50.0,9.8
2020-04-09,Thursday,72.0,49.8,59.5,72.0,42.8,59.2,1,0.137,100,0,4.17,0,0,30.5,43.4,9.9
2020-04-10,Friday,52.7,42.9,47.3,52.7,33.9,41.8,0,0.0,0,0,0.0,0,0,28.1,42.4,9.9
2020-04-11,Saturday,62.8,38.2,51.0,62.8,34.0,49.6,0,0.0,0,0,0.0,0,0,17.9,35.9,9.9
2020-04-12,Sunday,71.8,45.7,58.0,71.8,43.1,57.6,1,0.018,100,0,8.33,0,0,18.2,72.7,9.9
2020-04-13,Monday,79.0,58.9,66.9,79.0,58.9,66.9,1,2.511,100,0,66.67,0,0,24.5,62.9,8.1
2020-04-14,Tuesday,58.7,43.0,52.3,58.7,34.4,50.0,1,0.024,100,0,4.17,0,0,20.8,72.6,9.6
2020-04-15,Wednesday,53.0,38.7,45.6,53.0,32.9,42.3,1,0.263,100,0,33.33,0,0,15.5,51.1,9.6
2020-04-16,Thursday,53.8,42.1,47.3,53.8,34.9,43.7,0,0.0,0,0,0.0,0,0,20.4,30.2,9.9
2020-04-17,Friday,57.7,38.1,49.3,57.7,34.5,49.0,0,0.0,0,0,0.0,0,0,15.6,63.4,9.9
2020-04-18,Saturday,54.9,46.3,50.3,54.9,43.5,49.2,1,0.063,100,0,25.0,0,0,27.3,56.7,9.7
2020-04-19,Sunday,65.8,38.1,52.8,65.8,35.0,51.6,0,0.0,0,0,0.0,0,0,17.8,43.9,9.9
2020-04-20,Monday,63.9,52.5,56.4,63.9,52.5,56.4,0,0.0,0,0,0.0,0,0,13.3,69.5,9.9
2020-04-21,Tuesday,67.8,47.8,55.8,67.8,40.9,54.6,1,0.02,100,0,4.17,0,0,26.4,47.7,9.9
2020-04-22,Wednesday,61.0,38.1,50.4,61.0,34.8,48.1,0,0.0,0,0,0.0,0,0,19.0,23.5,9.9
2020-04-23,Thursday,59.0,49.3,54.0,59.0,47.6,53.8,1,0.706,100,0,33.33,0,0,10.7,73.3,7.9
2020-04-24,Friday,58.8,52.0,55.0,58.8,52.0,55.0,1,0.642,100,0,41.67,0,0,13.0,95.6,8.5
2020-04-25,Saturday,64.0,47.4,55.3,64.0,47.4,55.3,1,0.05,100,0,12.5,0,0,13.5,78.2,9.4
2020-04-26,Sunday,56.8,49.9,53.1,56.8,45.5,52.4,1,0.246,100,0,41.67,0,0,13.0,95.8,8.2
2020-04-27,Monday,58.7,44.8,51.3,58.7,38.4,48.9,1,0.092,100,0,20.83,0,0,20.0,69.2,9.3
2020-04-28,Tuesday,56.0,44.5,51.1,56.0,43.5,50.6,1,0.024,100,0,16.67,0,0,11.2,78.2,9.9
2020-04-29,Wednesday,74.1,47.4,61.4,74.1,44.9,61.0,0,0.0,0,0,0.0,0,0,18.7,55.0,9.9
2020-04-30,Thursday,67.8,57.6,62.6,67.8,57.6,62.6,1,1.102,100,0,54.17,0,0,22.6,71.7,7.6
2020-05-01,Friday,65.8,52.9,58.8,65.8,52.9,58.8,1,0.102,100,0,29.17,0,0,15.9,66.7,9.9
2020-05-02,Saturday,71.8,51.9,61.4,71.8,51.9,61.4,0,0.0,0,0,0.0,0,0,16.2,30.2,9.9
2020-05-03,Sunday,76.9,60.1,65.4,76.9,60.1,65.4,1,0.403,100,0,16.67,0,0,13.3,71.7,9.4
2020-05-04,Monday,74.8,57.8,66.6,74.8,57.8,66.6,1,0.613,100,0,12.5,0,0,27.9,50.3,9.4
2020-05-05,Tuesday,57.7,48.8,54.1,57.7,46.4,53.8,1,0.177,100,0,16.67,0,0,14.9,81.0,9.4
2020-05-06,Wednesday,56.9,47.8,52.1,56.9,41.7,50.9,1,0.066,100,0,29.17,0,0,16.8,79.0,8.3
2020-05-07,Thursday,67.9,44.6,56.0,67.9,40.7,54.3,1,0.019,100,0,16.67,0,0,15.4,33.9,9.9
2020-05-08,Friday,67.9,44.1,57.1,67.9,34.9,56.3,1,0.129,100,0,20.83,0,0,24.9,62.9,9.8
2020-05-09,Saturday,51.0,37.0,44.2,51.0,28.9,38.4,0,0.0,0,0,0.0,0,0,25.4,40.6,9.9
2020-05-10,Sunday,64.9,37.6,52.0,64.9,32.3,50.3,0,0.0,0,0,0.0,0,0,18.9,22.4,9.9
2020-05-11,Monday,61.8,48.7,54.7,61.8,43.8,54.3,1,0.019,100,0,8.33,0,0,24.2,73.8,9.9
2020-05-12,Tuesday,62.8,43.7,53.2,62.8,38.9,51.4,0,0.0,0,0,0.0,0,0,16.4,62.9,9.9
2020-05-13,Wednesday,69.9,45.0,57.8,69.9,42.7,57.5,0,0.0,0,0,0.0,0,0,10.3,28.4,9.9
2020-05-14,Thursday,70.1,51.4,60.9,70.1,51.4,60.9,1,0.022,100,0,8.33,0,0,12.2,62.0,9.8
2020-05-15,Friday,84.8,62.1,73.1,84.1,62.1,73.0,1,0.001,100,0,4.17,0,0,20.1,53.0,9.9
2020-05-16,Saturday,82.8,65.8,74.0,81.5,65.8,73.9,0,0.0,0,0,0.0,0,0,12.6,55.3,9.9
2020-05-17,Sunday,67.9,60.7,64.3,67.9,60.7,64.3,0,0.0,0,0,0.0,0,0,12.2,71.1,9.9
2020-05-18,Monday,67.8,56.8,61.9,67.8,56.8,61.9,0,0.0,0,0,0.0,0,0,17.3,96.6,9.0
2020-05-19,Tuesday,68.9,56.7,61.9,68.9,56.7,61.9,0,0.0,0,0,0.0,0,0,25.1,62.5,9.9
2020-05-20,Wednesday,63.8,52.9,57.1,63.8,52.9,57.1,0,0.0,0,0,0.0,0,0,21.1,83.1,9.9
2020-05-21,Thursday,71.0,50.9,60.6,71.0,50.9,60.6,0,0.0,0,0,0.0,0,0,16.2,86.3,9.9
2020-05-22,Friday,76.9,60.0,67.1,76.9,60.0,67.1,1,0.547,100,0,45.83,0,0,12.1,83.7,8.1
2020-05-23,Saturday,82.8,63.8,73.0,83.2,63.8,73.1,1,0.305,100,0,20.83,0,0,14.2,61.5,9.7
2020-05-24,Sunday,71.5,60.0,64.5,71.5,60.0,64.5,0,0.0,0,0,0.0,0,0,13.0,94.2,9.8
2020-05-25,Monday,77.7,61.8,67.5,77.7,61.8,67.5,0,0.0,0,0,0.0,0,0,8.7,67.8,9.9
2020-05-26,Tuesday,78.9,61.3,70.1,78.9,61.3,70.1,0,0.0,0,0,0.0,0,0,10.0,53.8,9.8
2020-05-27,Wednesday,79.9,65.4,72.0,79.9,65.4,72.0,0,0.0,0,0,0.0,0,0,10.9,67.3,9.8
2020-05-28,Thursday,79.0,71.7,74.9,79.0,71.7,74.9,1,0.08,100,0,29.17,0,0,15.9,84.4,9.2
2020-05-29,Friday,85.7,73.9,78.8,91.3,73.9,80.5,0,0.0,0,0,0.0,0,0,18.8,75.5,9.4
2020-05-30,Saturday,83.0,68.9,75.7,81.3,68.9,75.3,1,0.011,100,0,4.17,0,0,20.3,49.2,9.9
2020-05-31,Sunday,74.7,60.7,68.8,74.7,60.7,68.8,0,0.0,0,0,0.0,0,0,18.0,36.8,9.9
2020-06-01,Monday,74.8,55.3,65.4,74.8,55.3,65.4,0,0.0,0,0,0.0,0,0,13.1,36.0,9.9
2020-06-02,Tuesday,76.9,57.4,66.7,76.9,57.4,66.7,0,0.0,0,0,0.0,0,0,13.5,69.2,9.9
2020-06-03,Wednesday,91.9,67.7,79.9,93.5,67.7,80.6,0,0.0,0,0,0.0,0,0,17.7,64.2,9.9
2020-06-04,Thursday,91.1,73.2,81.6,94.9,73.2,82.9,1,0.403,100,0,12.5,0,0,12.6,51.2,9.7
2020-06-05,Friday,87.1,70.8,76.6,92.7,70.8,78.2,1,1.433,100,0,29.17,0,0,15.0,64.4,9.6
2020-06-06,Saturday,90.9,71.8,80.9,94.8,71.8,82.3,1,0.001,100,0,4.17,0,0,15.9,57.8,9.9
2020-06-07,Sunday,80.8,67.7,75.7,80.4,67.7,75.6,1,0.001,100,0,4.17,0,0,14.4,40.5,9.9
2020-06-08,Monday,82.1,63.5,73.3,81.2,63.5,73.1,0,0.0,0,0,0.0,0,0,12.0,24.1,9.9
2020-06-09,Tuesday,88.1,66.0,77.8,95.7,66.0,80.6,0,0.0,0,0,0.0,0,0,14.2,55.6,9.9
2020-06-10,Wednesday,88.9,75.5,82.1,99.8,75.5,87.0,0,0.0,0,0,0.0,0,0,22.6,70.9,9.9
2020-06-11,Thursday,85.8,74.7,79.6,87.6,74.7,80.1,1,0.359,100,0,33.33,0,0,16.7,79.4,9.3
2020-06-12,Friday,87.0,69.0,79.2,85.0,69.0,78.5,0,0.0,0,0,0.0,0,0,12.3,40.5,9.9
2020-06-13,Saturday,79.0,64.6,72.6,79.0,64.6,72.6,0,0.0,0,0,0.0,0,0,14.1,34.3,9.9
2020-06-14,Sunday,77.8,62.7,70.0,77.8,62.7,70.0,0,0.0,0,0,0.0,0,0,14.3,56.8,9.9
2020-06-15,Monday,76.8,62.4,69.8,76.8,62.4,69.8,0,0.0,0,0,0.0,0,0,15.4,67.2,9.9
2020-06-16,Tuesday,77.8,64.7,69.9,77.8,64.7,69.9,0,0.0,0,0,0.0,0,0,17.4,67.3,9.9
2020-06-17,Wednesday,71.6,64.7,68.0,71.6,64.7,68.0,1,0.794,100,0,33.33,0,0,17.1,88.6,8.7
2020-06-18,Thursday,80.8,67.8,73.5,82.2,67.8,73.6,1,0.015,100,0,8.33,0,0,12.2,80.1,9.2
2020-06-19,Friday,82.1,68.6,74.9,84.6,68.6,75.1,1,0.011,100,0,4.17,0,0,12.6,62.4,9.9
2020-06-20,Saturday,78.7,68.7,72.5,78.7,68.7,72.5,1,0.565,100,0,25.0,0,0,9.6,52.6,9.5
2020-06-21,Sunday,84.5,70.5,76.3,86.7,70.5,77.3,0,0.0,0,0,0.0,0,0,12.2,56.6,9.4
2020-06-22,Monday,88.8,70.6,77.8,95.7,70.6,79.9,1,0.011,100,0,16.67,0,0,15.2,46.6,9.9
2020-06-23,Tuesday,87.8,70.4,79.0,95.4,70.4,81.9,0,0.0,0,0,0.0,0,0,14.7,56.4,9.8
2020-06-24,Wednesday,85.8,74.8,79.6,85.2,74.8,79.5,0,0.0,0,0,0.0,0,0,14.9,55.6,9.9
2020-06-25,Thursday,84.7,71.3,77.4,84.9,71.3,77.8,0,0.0,0,0,0.0,0,0,10.0,57.8,9.9
2020-06-26,Friday,88.9,66.6,78.7,88.1,66.6,78.5,0,0.0,0,0,0.0,0,0,18.4,43.3,9.9
2020-06-27,Saturday,91.7,74.5,81.4,94.6,74.5,82.9,1,0.022,100,0,8.33,0,0,15.5,62.3,9.8
2020-06-28,Sunday,89.7,75.6,82.3,93.3,75.6,84.4,0,0.0,0,0,0.0,0,0,12.2,56.1,9.9
2020-06-29,Monday,91.8,75.7,83.6,91.9,75.7,84.0,0,0.0,0,0,0.0,0,0,16.9,50.6,9.9
2020-06-30,Tuesday,90.8,72.7,82.2,90.1,72.7,82.4,0,0.0,0,0,0.0,0,0,12.7,53.4,9.9
2020-07-01,Wednesday,86.0,72.7,78.6,88.9,72.7,79.6,1,0.125,100,0,16.67,0,0,12.3,54.2,9.9
2020-07-02,Thursday,92.0,71.7,82.2,92.7,71.7,82.7,0,0.0,0,0,0.0,0,0,12.4,37.3,9.9
2020-07-03,Friday,96.0,75.4,86.6,98.5,75.4,87.8,0,0.0,0,0,0.0,0,0,12.6,20.4,9.9
2020-07-04,Saturday,92.5,77.6,84.5,96.0,77.6,87.3,1,0.021,100,0,4.17,0,0,11.0,40.9,9.7
2020-07-05,Sunday,92.5,75.6,83.0,101.7,75.6,87.2,0,0.0,0,0,0.0,0,0,15.4,44.3,8.4
2020-07-06,Monday,94.7,74.7,82.4,105.0,74.7,85.8,1,0.438,100,0,20.83,0,0,33.3,48.9,9.8
2020-07-07,Tuesday,89.5,71.0,78.8,97.9,71.0,82.1,1,2.272,100,0,20.83,0,0,21.9,64.5,9.3
2020-07-08,Wednesday,90.8,75.4,82.7,95.9,75.4,85.1,0,0.0,0,0,0.0,0,0,12.0,31.1,9.9
2020-07-09,Thursday,88.8,75.2,82.2,94.8,75.2,85.3,0,0.0,0,0,0.0,0,0,10.9,47.4,9.9
2020-07-10,Friday,89.7,76.7,82.3,96.0,76.7,85.5,0,0.0,0,0,0.0,0,0,15.7,53.5,9.9
2020-07-11,Saturday,91.9,75.6,83.2,95.6,75.6,85.0,0,0.0,0,0,0.0,0,0,16.7,56.7,9.8
2020-07-12,Sunday,89.0,73.1,81.1,91.3,73.1,82.5,1,0.023,100,0,8.33,0,0,12.1,43.9,9.9
2020-07-13,Monday,89.8,70.6,80.3,89.5,70.6,80.7,1,0.12,100,0,4.17,0,0,9.7,53.6,9.9
2020-07-14,Tuesday,89.0,72.7,80.8,86.9,72.7,80.4,1,0.011,100,0,4.17,0,0,13.0,38.5,9.9
2020-07-15,Wednesday,89.7,71.4,81.3,90.3,71.4,82.2,0,0.0,0,0,0.0,0,0,11.2,34.6,9.9
2020-07-16,Thursday,86.9,75.5,80.1,91.8,75.5,82.1,0,0.0,0,0,0.0,0,0,14.9,66.6,9.9
2020-07-17,Friday,94.7,75.5,84.3,102.0,75.5,88.9,0,0.0,0,0,0.0,0,0,12.6,58.4,9.9
2020-07-18,Saturday,96.8,79.5,87.8,97.9,79.5,90.7,0,0.0,0,0,0.0,0,0,8.8,38.1,9.9
2020-07-19,Sunday,98.7,79.3,88.2,105.6,79.3,94.5,0,0.0,0,0,0.0,0,0,12.2,42.3,9.8
2020-07-20,Monday,98.0,79.0,87.4,108.3,79.0,92.9,1,0.145,100,0,16.67,0,0,14.8,62.4,9.7
2020-07-21,Tuesday,95.9,76.0,85.1,102.8,76.0,87.8,1,0.442,100,0,20.83,0,0,8.9,44.9,9.6
2020-07-22,Wednesday,93.6,73.7,79.2,106.5,73.7,81.9,1,0.584,100,0,25.0,0,0,27.5,52.5,9.9
2020-07-23,Thursday,91.9,73.8,81.2,100.8,73.8,84.8,1,1.731,100,0,12.5,0,0,26.9,61.2,9.6
2020-07-24,Friday,84.1,74.0,78.9,90.5,74.0,81.4,1,0.461,100,0,29.17,0,0,10.2,62.5,9.6
2020-07-25,Saturday,92.4,73.6,82.2,99.6,73.6,86.8,0,0.0,0,0,0.0,0,0,9.0,35.6,9.9
2020-07-26,Sunday,93.8,77.8,86.4,96.5,77.8,89.8,0,0.0,0,0,0.0,0,0,14.4,43.1,9.9
