days__datetime,days_day_of_week,days__tempmax,days__tempmin,days__temp,days__feelslikemax,days__feelslikemin,days__feelslike,days_has_rain,days__precip,days__precipprob,days_has_snow,days__precipcover,days__snow,days__snowdepth,days__windspeed,days__cloudcover,days__visibility
2022-01-16,Sunday,37.2,16.7,23.8,26.5,5.0,13.0,1,0.82,100,1,37.5,0.3,0.1,21.6,86.0,7.2
2022-01-17,Monday,39.7,34.9,36.9,34.9,23.1,27.4,1,0.038,100,1,8.33,0.3,0.4,27.0,87.8,9.7
2022-01-18,Tuesday,40.8,30.3,36.0,36.2,23.8,29.2,0,0.0,0,0,0.0,0.0,0.1,17.4,67.6,9.9
2022-01-19,Wednesday,53.9,29.5,42.0,53.9,21.9,37.6,0,0.0,0,0,0.0,0.0,0.0,16.8,69.8,9.9
2022-01-20,Thursday,46.1,28.0,37.8,43.1,17.5,31.4,1,0.305,100,0,33.33,0.0,0.0,16.6,89.5,9.2
2022-01-21,Friday,26.8,18.9,23.5,16.6,4.6,11.7,0,0.0,0,0,0.0,0.0,0.0,18.7,85.5,9.9
2022-01-22,Saturday,33.9,16.8,25.2,30.1,4.3,17.5,0,0.0,0,0,0.0,0.0,0.0,12.2,46.5,9.9
2022-01-23,Sunday,38.9,24.5,31.8,35.5,18.6,27.3,0,0.0,0,0,0.0,0.0,0.0,10.2,86.2,9.9
2022-01-24,Monday,40.8,30.3,36.5,37.1,23.2,30.8,0,0.0,0,0,0.0,0.0,0.0,13.4,70.7,9.9
2022-01-25,Tuesday,48.8,30.7,38.1,43.8,19.3,32.7,0,0.0,0,0,0.0,0.0,0.0,21.1,87.0,9.9
2022-01-26,Wednesday,33.9,23.6,28.3,28.9,14.8,19.2,0,0.0,0,0,0.0,0.0,0.0,17.8,29.0,9.9
2022-01-27,Thursday,35.8,20.2,28.1,30.7,13.0,22.8,0,0.0,0,0,0.0,0.0,0.0,11.2,42.8,9.9
2022-01-28,Friday,40.7,31.6,34.4,36.0,22.6,30.0,1,0.122,100,1,33.33,0.1,0.1,15.6,97.2,6.9
2022-01-29,Saturday,32.9,21.7,25.7,23.4,7.7,12.1,1,0.003,100,1,12.5,0.2,0.3,25.6,58.0,9.1
2022-01-30,Sunday,30.6,18.5,25.2,30.6,7.0,18.0,0,0.0,0,0,0.0,0.0,0.1,18.1,58.5,9.9
2022-01-31,Monday,38.6,24.6,30.2,32.7,15.5,23.6,0,0.0,0,1,0.0,0.1,0.1,9.9,65.5,9.9
2022-02-01,Tuesday,42.0,24.6,32.8,42.0,16.8,28.6,1,0.0,0,1,0.0,0.0,0.1,9.0,26.0,9.9
2022-02-02,Wednesday,47.9,29.1,37.5,44.7,23.8,34.8,0,0.0,0,0,0.0,0.0,0.0,7.9,73.4,8.0
2022-02-03,Thursday,57.1,39.9,46.8,57.1,35.8,45.7,1,0.438,100,0,70.83,0.0,0.0,16.2,99.1,5.9
2022-02-04,Friday,59.1,35.0,46.6,59.1,25.4,42.1,1,1.038,100,0,70.83,0.0,0.0,19.3,99.9,7.0
2022-02-05,Saturday,34.9,26.6,31.2,24.7,17.2,20.8,0,0.0,0,0,0.0,0.0,0.0,23.7,45.2,9.9
2022-02-06,Sunday,38.5,23.6,30.2,38.5,16.6,25.4,0,0.0,0,0,0.0,0.0,0.0,10.4,31.6,9.9
2022-02-07,Monday,43.8,32.7,37.5,42.4,27.4,33.9,1,0.074,100,0,29.17,0.0,0.0,8.8,99.1,8.8
2022-02-08,Tuesday,48.7,31.7,39.5,46.4,24.7,35.6,0,0.0,0,0,0.0,0.0,0.0,12.6,36.6,9.9
2022-02-09,Wednesday,54.0,29.2,41.1,54.0,23.4,38.6,0,0.0,0,0,0.0,0.0,0.0,11.4,16.9,9.9
2022-02-10,Thursday,60.9,36.7,47.9,60.9,30.2,45.7,0,0.0,0,0,0.0,0.0,0.0,18.4,42.6,9.9
2022-02-11,Friday,66.7,33.8,49.2,66.7,30.7,48.4,0,0.0,0,0,0.0,0.0,0.0,19.0,32.0,9.9
2022-02-12,Saturday,60.9,47.9,53.8,60.9,43.4,52.9,0,0.0,0,0,0.0,0.0,0.0,15.4,73.7,9.9
2022-02-13,Sunday,45.0,28.5,34.7,37.6,19.7,26.9,1,0.058,100,1,29.17,0.0,0.0,17.6,84.5,8.0
2022-02-14,Monday,31.7,25.5,28.6,25.7,13.8,19.5,0,0.0,0,0,0.0,0.0,0.0,17.8,60.4,9.9
2022-02-15,Tuesday,38.1,21.5,30.2,32.4,11.5,24.3,0,0.0,0,0,0.0,0.0,0.0,10.1,32.1,9.9
2022-02-16,Wednesday,53.9,28.4,40.4,53.9,22.1,36.0,0,0.0,0,0,0.0,0.0,0.0,11.6,80.2,9.9
2022-02-17,Thursday,69.9,47.3,57.4,69.9,42.3,56.2,0,0.0,0,0,0.0,0.0,0.0,21.1,86.6,9.9
2022-02-18,Friday,66.8,32.9,48.6,66.8,25.7,43.6,1,0.015,100,0,16.67,0.0,0.0,32.4,62.5,9.9
2022-02-19,Saturday,49.8,26.4,35.1,43.8,14.4,27.2,0,0.0,0,0,0.0,0.0,0.0,29.2,25.6,9.9
2022-02-20,Sunday,42.2,22.2,32.2,35.8,13.3,25.0,0,0.0,0,0,0.0,0.0,0.0,14.4,9.0,9.9
2022-02-21,Monday,65.0,31.7,47.1,65.0,26.9,44.5,0,0.0,0,0,0.0,0.0,0.0,12.6,35.0,9.9
2022-02-22,Tuesday,65.9,44.4,55.6,65.9,44.4,55.5,1,0.058,100,0,16.67,0.0,0.0,26.4,91.5,9.2
2022-02-23,Wednesday,74.8,44.0,61.8,74.8,37.7,61.0,1,0.012,100,0,8.33,0.0,0.0,25.5,82.0,9.9
2022-02-24,Thursday,42.9,33.1,36.4,34.8,24.7,29.4,1,0.152,100,1,33.33,0.0,0.0,17.5,99.3,7.5
2022-02-25,Friday,57.6,33.0,41.0,57.6,26.4,35.8,1,0.368,100,1,16.67,0.0,0.0,20.8,84.9,7.2
2022-02-26,Saturday,42.8,33.8,37.6,39.6,24.5,31.1,0,0.0,0,0,0.0,0.0,0.0,19.9,89.4,9.9
2022-02-27,Sunday,55.8,35.4,44.8,55.8,31.8,43.2,0,0.0,0,0,0.0,0.0,0.0,16.7,53.6,9.9
2022-02-28,Monday,49.7,36.7,42.8,47.2,29.3,37.9,0,0.0,0,0,0.0,0.0,0.0,14.0,31.6,9.9
2022-03-01,Tuesday,55.1,33.2,43.3,55.1,27.9,40.2,0,0.0,0,0,0.0,0.0,0.0,14.6,80.6,9.9
2022-03-02,Wednesday,62.7,39.8,50.7,62.7,39.8,49.9,0,0.0,0,0,0.0,0.0,0.0,9.8,59.0,9.9
2022-03-03,Thursday,56.6,36.9,48.9,56.6,27.7,45.8,0,0.0,0,0,0.0,0.0,0.0,22.4,73.5,9.9
2022-03-04,Friday,46.8,28.5,37.0,43.8,19.1,31.1,0,0.0,0,0,0.0,0.0,0.0,16.2,35.1,9.9
2022-03-05,Saturday,60.0,36.6,47.4,60.0,32.0,45.8,0,0.0,0,0,0.0,0.0,0.0,15.8,78.0,9.9
2022-03-06,Sunday,78.0,49.5,66.4,78.0,46.3,66.1,1,0.005,100,0,8.33,0.0,0.0,20.3,83.0,9.9
2022-03-07,Monday,78.9,58.9,68.7,78.9,58.9,68.7,1,0.037,100,0,12.5,0.0,0.0,31.3,82.4,9.8
2022-03-08,Tuesday,55.0,43.9,48.6,55.0,36.8,44.8,0,0.0,0,0,0.0,0.0,0.0,21.5,83.3,9.9
2022-03-09,Wednesday,46.5,40.8,43.2,43.8,33.9,38.6,1,0.662,100,0,50.0,0.0,0.0,12.2,95.1,7.6
2022-03-10,Thursday,51.8,36.5,44.5,51.8,30.0,41.9,0,0.0,0,0,0.0,0.0,0.0,12.3,87.6,9.6
2022-03-11,Friday,61.9,37.3,49.2,61.9,34.0,47.4,0,0.0,0,0,0.0,0.0,0.0,14.8,40.3,9.8
2022-03-12,Saturday,48.7,24.9,35.6,48.7,10.8,26.0,1,0.472,100,1,37.5,0.3,0.1,26.2,83.8,7.2
2022-03-13,Sunday,43.0,21.7,32.0,36.6,11.0,23.3,0,0.0,0,1,0.0,0.2,0.3,22.0,38.7,9.9
2022-03-14,Monday,61.0,32.6,45.5,61.0,27.3,43.2,0,0.0,0,0,0.0,0.0,0.0,12.4,55.5,9.9
2022-03-15,Tuesday,71.0,42.4,54.5,71.0,38.4,53.3,0,0.0,0,0,0.0,0.0,0.0,15.3,49.2,9.9
2022-03-16,Wednesday,71.8,44.3,57.5,71.8,41.9,57.3,0,0.0,0,0,0.0,0.0,0.0,15.7,61.0,9.9
2022-03-17,Thursday,60.2,49.8,54.7,60.2,45.7,54.1,1,0.876,100,0,45.83,0.0,0.0,12.9,96.1,5.8
2022-03-18,Friday,73.2,47.5,58.5,73.2,45.9,58.0,0,0.0,0,0,0.0,0.0,0.0,15.9,63.2,5.7
2022-03-19,Saturday,75.7,57.9,65.6,75.7,57.9,65.6,0,0.0,0,0,0.0,0.0,0.0,21.5,62.6,9.9
2022-03-20,Sunday,64.8,51.0,56.1,64.8,51.0,56.1,0,0.0,0,0,0.0,0.0,0.0,25.2,62.3,9.9
2022-03-21,Monday,69.0,43.7,57.6,69.0,40.5,56.8,0,0.0,0,0,0.0,0.0,0.0,14.8,20.7,9.9
2022-03-22,Tuesday,70.5,46.5,57.8,70.5,43.2,57.5,0,0.0,0,0,0.0,0.0,0.0,11.0,56.1,9.9
2022-03-23,Wednesday,54.7,48.6,51.7,54.7,43.7,50.9,1,0.27,100,0,33.33,0.0,0.0,12.6,93.8,9.2
2022-03-24,Thursday,57.4,51.0,54.0,57.4,51.0,54.0,1,0.251,100,0,16.67,0.0,0.0,10.7,99.8,5.8
2022-03-25,Friday,62.3,48.5,55.8,62.3,46.1,55.6,0,0.0,0,0,0.0,0.0,0.0,13.6,80.1,8.3
2022-03-26,Saturday,53.7,42.1,48.7,53.7,36.5,44.7,1,0.002,100,0,4.17,0.0,0.0,18.5,81.6,9.8
2022-03-27,Sunday,44.9,33.9,40.7,36.4,24.2,32.5,0,0.0,0,0,0.0,0.0,0.0,23.9,79.3,9.9
2022-03-28,Monday,40.8,29.7,34.0,31.8,18.2,24.5,1,0.001,100,1,4.17,0.0,0.0,23.8,66.7,9.9
2022-03-29,Tuesday,46.8,25.0,35.2,43.0,14.0,27.6,0,0.0,0,0,0.0,0.0,0.0,17.3,23.4,9.9
2022-03-30,Wednesday,57.8,36.3,47.0,57.8,32.8,46.4,1,0.022,100,0,8.33,0.0,0.0,15.0,91.8,9.9
2022-03-31,Thursday,73.9,51.9,63.5,73.9,51.9,63.5,0,0.0,0,0,0.0,0.0,0.0,32.5,93.5,9.9
2022-04-01,Friday,67.9,46.8,54.1,67.9,40.7,53.2,1,0.176,100,0,20.83,0.0,0.0,27.4,75.3,9.5
2022-04-02,Saturday,56.9,39.5,48.1,56.9,32.8,44.9,0,0.0,0,0,0.0,0.0,0.0,16.3,55.6,9.9
2022-04-03,Sunday,60.4,46.8,51.3,60.4,41.4,49.3,0,0.0,0,0,0.0,0.0,0.0,22.8,81.9,9.9
2022-04-04,Monday,55.8,38.5,48.6,55.8,33.0,46.3,0,0.0,0,0,0.0,0.0,0.0,14.0,53.7,9.9
2022-04-05,Tuesday,55.9,48.5,51.6,55.9,45.1,50.8,1,0.632,100,0,45.83,0.0,0.0,14.4,97.9,8.1
2022-04-06,Wednesday,60.9,53.0,56.2,60.9,53.0,56.2,1,1.008,100,0,45.83,0.0,0.0,14.7,99.4,7.6
2022-04-07,Thursday,54.9,49.7,51.8,54.9,46.2,51.3,1,0.644,100,0,50.0,0.0,0.0,17.6,96.4,6.0
2022-04-08,Friday,62.8,46.5,54.3,62.8,43.1,53.2,1,0.056,100,0,4.17,0.0,0.0,19.5,55.9,9.7
2022-04-09,Saturday,55.9,43.8,50.3,55.9,40.6,48.9,1,0.124,100,0,20.83,0.0,0.0,15.8,84.5,9.7
2022-04-10,Sunday,54.9,40.8,47.7,54.9,36.4,43.9,0,0.0,0,0,0.0,0.0,0.0,22.6,56.2,9.9
2022-04-11,Monday,66.2,39.4,52.4,66.2,34.7,51.7,0,0.0,0,0,0.0,0.0,0.0,11.4,39.5,9.9
2022-04-12,Tuesday,78.8,52.7,64.6,78.8,52.7,64.6,0,0.0,0,0,0.0,0.0,0.0,13.8,76.5,9.9
2022-04-13,Wednesday,85.8,55.8,70.5,84.3,55.8,70.2,0,0.0,0,0,0.0,0.0,0.0,19.0,71.2,9.9
2022-04-14,Thursday,82.9,61.0,72.9,82.1,61.0,72.8,1,0.03,100,0,4.17,0.0,0.0,22.9,75.9,9.9
2022-04-15,Friday,71.0,49.3,61.6,71.0,49.3,61.6,0,0.0,0,0,0.0,0.0,0.0,19.1,41.1,9.9
2022-04-16,Saturday,78.8,58.8,66.4,78.8,58.8,66.4,1,0.005,100,0,8.33,0.0,0.0,18.0,77.7,9.9
2022-04-17,Sunday,60.7,48.4,53.9,60.7,42.6,53.2,0,0.0,0,0,0.0,0.0,0.0,19.3,56.7,9.9
2022-04-18,Monday,47.7,40.9,44.9,43.1,31.8,39.6,1,0.825,100,0,41.67,0.0,0.0,19.3,91.4,8.1
2022-04-19,Tuesday,52.9,39.6,46.3,52.9,30.1,42.0,1,0.013,100,0,8.33,0.0,0.0,21.7,83.9,9.9
2022-04-20,Wednesday,61.0,40.5,51.3,61.0,36.0,49.6,0,0.0,0,0,0.0,0.0,0.0,11.2,36.7,9.9
2022-04-21,Thursday,66.8,48.4,57.4,66.8,43.3,56.2,0,0.0,0,0,0.0,0.0,0.0,16.6,86.9,9.9
2022-04-22,Friday,75.6,52.3,64.5,75.6,52.3,64.5,0,0.0,0,0,0.0,0.0,0.0,12.0,64.1,9.9
2022-04-23,Saturday,76.9,52.6,64.7,76.9,52.6,64.7,0,0.0,0,0,0.0,0.0,0.0,10.3,63.8,9.8
2022-04-24,Sunday,81.6,54.6,66.1,81.3,54.6,66.1,0,0.0,0,0,0.0,0.0,0.0,13.7,46.4,9.9
2022-04-25,Monday,71.0,53.7,60.7,71.0,53.7,60.7,0,0.0,0,0,0.0,0.0,0.0,12.2,69.7,9.7
2022-04-26,Tuesday,70.9,57.8,62.1,70.9,57.8,62.1,1,0.069,100,0,12.5,0.0,0.0,17.2,95.9,8.3
2022-04-27,Wednesday,61.8,46.8,54.6,61.8,40.4,53.4,0,0.0,0,0,0.0,0.0,0.0,21.0,53.8,9.9
2022-04-28,Thursday,60.0,38.7,48.8,60.0,29.5,44.7,0,0.0,0,0,0.0,0.0,0.0,17.7,49.6,9.9
2022-04-29,Friday,65.8,42.9,54.5,65.8,39.2,53.4,0,0.0,0,0,0.0,0.0,0.0,10.3,33.2,9.9
2022-04-30,Saturday,66.9,46.0,56.5,66.9,42.7,55.7,0,0.0,0,0,0.0,0.0,0.0,9.9,63.1,9.9
2022-05-01,Sunday,65.9,53.4,58.2,65.9,53.4,58.2,1,0.132,100,0,8.33,0.0,0.0,8.8,94.9,9.5
2022-05-02,Monday,79.0,54.6,66.3,79.0,54.6,66.3,0,0.0,0,0,0.0,0.0,0.0,11.0,47.4,9.9
2022-05-03,Tuesday,73.8,57.6,63.8,73.8,57.6,63.8,0,0.0,0,0,0.0,0.0,0.0,14.6,66.1,7.9
2022-05-04,Wednesday,73.1,56.7,63.7,73.1,56.7,63.7,1,0.836,100,0,25.0,0.0,0.0,14.8,92.6,8.5
2022-05-05,Thursday,66.6,58.5,62.8,66.6,58.5,62.8,0,0.0,0,0,0.0,0.0,0.0,12.8,84.4,9.9
2022-05-06,Friday,62.9,55.9,59.7,62.9,55.9,59.7,1,0.687,100,0,50.0,0.0,0.0,23.3,98.0,8.7
2022-05-07,Saturday,54.9,46.9,52.0,54.9,40.7,50.7,1,1.392,100,0,87.5,0.0,0.0,20.9,99.8,4.7
2022-05-08,Sunday,56.7,44.7,50.3,56.7,37.2,47.0,1,0.021,100,0,12.5,0.0,0.0,19.0,93.1,9.1
2022-05-09,Monday,69.9,43.6,57.1,69.9,38.2,56.1,0,0.0,0,0,0.0,0.0,0.0,14.4,10.3,9.9
2022-05-10,Tuesday,72.9,50.5,61.9,72.9,50.5,61.9,0,0.0,0,0,0.0,0.0,0.0,17.8,34.1,9.9
2022-05-11,Wednesday,72.8,52.2,63.4,72.8,52.2,63.4,0,0.0,0,0,0.0,0.0,0.0,17.6,46.1,9.9
2022-05-12,Thursday,72.9,57.4,64.6,72.9,57.4,64.6,1,0.002,100,0,4.17,0.0,0.0,17.4,84.7,9.8
2022-05-13,Friday,74.6,63.9,67.4,74.6,63.9,67.4,1,0.144,100,0,12.5,0.0,0.0,12.3,96.0,8.6
2022-05-14,Saturday,70.8,65.7,68.1,70.8,65.7,68.1,1,0.004,100,0,12.5,0.0,0.0,8.8,99.2,8.9
2022-05-15,Sunday,80.9,64.0,69.4,82.6,64.0,69.6,1,0.043,100,0,8.33,0.0,0.0,17.1,86.6,6.3
2022-05-16,Monday,80.7,64.8,68.9,82.1,64.8,69.0,1,0.247,100,0,20.83,0.0,0.0,19.4,72.4,9.3
2022-05-17,Tuesday,83.6,56.7,71.2,81.2,56.7,71.0,1,0.097,100,0,4.17,0.0,0.0,19.3,21.0,9.9
2022-05-18,Wednesday,73.9,57.4,66.1,73.9,57.4,66.1,0,0.0,0,0,0.0,0.0,0.0,9.7,57.1,9.9
2022-05-19,Thursday,85.6,60.8,72.4,83.7,60.8,72.1,1,0.042,100,0,12.5,0.0,0.0,14.5,77.0,9.9
2022-05-20,Friday,88.2,66.4,78.0,93.3,66.4,79.8,0,0.0,0,0,0.0,0.0,0.0,13.6,75.2,9.9
2022-05-21,Saturday,91.8,74.6,83.1,95.2,74.6,84.8,0,0.0,0,0,0.0,0.0,0.0,14.3,62.2,9.9
2022-05-22,Sunday,88.1,70.9,77.9,93.2,70.9,78.9,1,1.595,100,0,20.83,0.0,0.0,28.9,63.0,9.1
2022-05-23,Monday,74.6,62.9,68.3,74.6,62.9,68.3,0,0.0,0,0,0.0,0.0,0.0,16.7,84.8,9.9
2022-05-24,Tuesday,63.9,58.8,61.4,63.9,58.8,61.4,1,0.327,100,0,54.17,0.0,0.0,15.4,97.0,8.4
2022-05-25,Wednesday,70.9,57.3,64.6,70.9,57.3,64.6,0,0.0,0,0,0.0,0.0,0.0,14.3,90.5,9.9
2022-05-26,Thursday,71.9,60.7,66.5,71.9,60.7,66.5,0,0.0,0,0,0.0,0.0,0.0,10.0,99.9,9.9
2022-05-27,Friday,79.0,65.9,70.8,79.0,65.9,70.8,1,0.334,100,0,20.83,0.0,0.0,18.9,96.0,9.6
2022-05-28,Saturday,78.7,63.9,71.0,78.7,63.9,71.0,1,0.024,100,0,8.33,0.0,0.0,17.5,63.9,9.9
2022-05-29,Sunday,82.1,63.4,73.5,81.8,63.4,73.5,0,0.0,0,0,0.0,0.0,0.0,8.0,52.3,9.9
2022-05-30,Monday,87.3,67.2,77.2,89.1,67.2,78.0,0,0.0,0,0,0.0,0.0,0.0,13.0,41.8,9.9
2022-05-31,Tuesday,94.7,71.5,83.0,95.3,71.5,83.9,0,0.0,0,0,0.0,0.0,0.0,9.0,51.0,9.9
2022-06-01,Wednesday,93.6,75.3,84.6,94.6,75.3,85.8,0,0.0,0,0,0.0,0.0,0.0,14.2,63.7,9.9
2022-06-02,Thursday,88.0,71.7,77.2,92.5,71.7,77.9,1,0.408,100,0,33.33,0.0,0.0,15.0,63.4,8.5
2022-06-03,Friday,79.8,66.7,73.2,79.8,66.7,73.2,1,0.071,100,0,4.17,0.0,0.0,15.8,68.7,9.9
2022-06-04,Saturday,84.6,62.1,74.4,81.7,62.1,73.7,0,0.0,0,0,0.0,0.0,0.0,13.4,38.5,9.9
2022-06-05,Sunday,79.6,64.2,71.4,79.6,64.2,71.4,0,0.0,0,0,0.0,0.0,0.0,14.5,37.9,9.9
2022-06-06,Monday,80.8,61.0,71.6,80.1,61.0,71.5,0,0.0,0,0,0.0,0.0,0.0,15.9,41.1,9.9
2022-06-07,Tuesday,80.0,63.7,71.6,80.0,63.7,71.6,1,0.158,100,0,25.0,0.0,0.0,16.9,87.9,9.4
2022-06-08,Wednesday,86.9,69.4,76.9,90.2,69.4,77.9,1,0.045,100,0,12.5,0.0,0.0,11.3,72.8,9.8
2022-06-09,Thursday,82.8,69.8,76.2,82.0,69.8,76.1,1,0.064,100,0,16.67,0.0,0.0,23.2,70.9,9.9
2022-06-10,Friday,81.7,61.5,72.4,80.7,61.5,72.3,0,0.0,0,0,0.0,0.0,0.0,10.9,65.2,9.9
2022-06-11,Saturday,73.4,65.8,68.9,73.4,65.8,68.9,1,0.076,100,0,33.33,0.0,0.0,10.0,93.3,9.7
2022-06-12,Sunday,80.0,66.4,72.4,82.6,66.4,72.5,1,0.01,100,0,25.0,0.0,0.0,12.3,70.9,9.8
2022-06-13,Monday,91.8,71.8,81.1,95.2,71.8,83.1,1,0.018,100,0,12.5,0.0,0.0,10.1,69.1,9.8
2022-06-14,Tuesday,83.6,74.8,78.6,87.3,74.8,79.4,1,0.035,100,0,4.17,0.0,0.0,15.2,86.0,9.3
2022-06-15,Wednesday,88.7,69.4,79.8,91.2,69.4,81.0,0,0.0,0,0,0.0,0.0,0.0,12.3,52.3,9.8
2022-06-16,Thursday,83.9,73.7,78.5,87.7,73.7,79.7,1,0.001,100,0,4.17,0.0,0.0,15.7,88.0,9.9
2022-06-17,Friday,97.6,72.7,84.8,100.0,72.7,85.8,0,0.0,0,0,0.0,0.0,0.0,16.8,61.4,9.9
2022-06-18,Saturday,78.8,70.0,74.3,78.8,70.0,74.3,0,0.0,0,0,0.0,0.0,0.0,27.2,28.7,9.9
2022-06-19,Sunday,79.8,59.8,70.1,79.8,59.8,70.1,0,0.0,0,0,0.0,0.0,0.0,21.1,29.0,9.9
2022-06-20,Monday,82.8,59.2,72.3,80.5,59.2,71.9,0,0.0,0,0,0.0,0.0,0.0,14.6,61.5,9.9
2022-06-21,Tuesday,83.7,66.0,75.0,82.6,66.0,74.9,0,0.0,0,0,0.0,0.0,0.0,12.5,84.8,9.9
2022-06-22,Wednesday,89.7,70.5,76.5,91.3,70.5,77.1,1,0.502,100,0,29.17,0.0,0.0,14.3,75.5,9.1
2022-06-23,Thursday,71.8,66.2,69.0,71.8,66.2,69.0,1,0.898,100,0,37.5,0.0,0.0,12.7,94.2,8.4
2022-06-24,Friday,80.7,58.4,71.5,82.4,58.4,71.7,0,0.0,0,0,0.0,0.0,0.0,8.8,36.5,9.0
2022-06-25,Saturday,87.0,68.4,77.5,89.8,68.4,78.8,0,0.0,0,0,0.0,0.0,0.0,10.9,49.2,9.9
2022-06-26,Sunday,88.0,71.7,79.5,91.7,71.7,80.7,0,0.0,0,0,0.0,0.0,0.0,15.5,62.1,9.9
2022-06-27,Monday,81.9,73.8,77.2,82.6,73.8,77.3,1,0.224,100,0,12.5,0.0,0.0,15.3,77.8,9.5
2022-06-28,Tuesday,80.8,64.1,73.6,80.1,64.1,73.5,0,0.0,0,0,0.0,0.0,0.0,12.6,47.5,9.9
2022-06-29,Wednesday,84.8,65.2,75.8,85.4,65.2,76.1,0,0.0,0,0,0.0,0.0,0.0,14.4,46.5,9.9
2022-06-30,Thursday,88.9,72.4,81.0,89.3,72.4,81.5,0,0.0,0,0,0.0,0.0,0.0,9.8,28.2,9.9
2022-07-01,Friday,90.0,73.6,82.3,97.1,73.6,85.5,0,0.0,0,0,0.0,0.0,0.0,14.6,58.6,9.9
2022-07-02,Saturday,88.9,75.6,82.4,97.5,75.6,86.2,0,0.0,0,0,0.0,0.0,0.0,15.4,82.6,9.9
2022-07-03,Sunday,87.9,74.6,79.5,87.1,74.6,79.4,1,0.486,100,0,16.67,0.0,0.0,12.5,67.6,9.5
2022-07-04,Monday,87.7,70.3,79.0,85.3,70.3,78.2,0,0.0,0,0,0.0,0.0,0.0,9.2,40.7,9.9
2022-07-05,Tuesday,85.7,72.4,78.9,95.3,72.4,82.0,1,0.105,100,0,8.33,0.0,0.0,15.8,82.6,9.7
2022-07-06,Wednesday,92.7,74.6,83.9,98.1,74.6,86.9,0,0.0,0,0,0.0,0.0,0.0,10.0,74.7,9.9
2022-07-07,Thursday,80.7,73.9,77.7,84.0,73.9,78.1,1,0.017,100,0,12.5,0.0,0.0,14.3,89.9,9.7
2022-07-08,Friday,86.9,71.4,79.1,91.3,71.4,81.0,0,0.0,0,0,0.0,0.0,0.0,10.0,85.0,9.9
2022-07-09,Saturday,78.7,70.8,72.7,78.7,70.8,72.7,1,2.167,100,0,54.17,0.0,0.0,17.6,98.3,7.9
2022-07-10,Sunday,80.7,70.7,75.3,81.4,70.7,75.4,0,0.0,0,0,0.0,0.0,0.0,9.5,80.0,9.9
2022-07-11,Monday,82.9,67.1,75.2,82.5,67.1,75.1,0,0.0,0,0,0.0,0.0,0.0,13.3,17.6,9.9
2022-07-12,Tuesday,91.0,69.9,77.5,96.0,69.9,78.9,1,0.401,100,0,16.67,0.0,0.0,18.0,34.6,9.9
2022-07-13,Wednesday,89.8,70.9,80.2,91.8,70.9,81.6,0,0.0,0,0,0.0,0.0,0.0,15.8,81.0,9.9
2022-07-14,Thursday,87.8,71.0,79.9,87.6,71.0,80.3,0,0.0,0,0,0.0,0.0,0.0,13.1,56.9,9.9
2022-07-15,Friday,89.4,72.6,80.8,89.2,72.6,81.0,0,0.0,0,0,0.0,0.0,0.0,10.0,53.4,9.9
