"queryCost","latitude","longitude","resolvedAddress","address","timezone","tzoffset","days__datetime","days__tempmax","days__tempmin","days__temp","days__feelslikemax","days__feelslikemin","days__feelslike","days__precip","days__precipprob","days__precipcover","days__preciptype__001","days__preciptype__002","days__preciptype","days__snow","days__snowdepth","days__windgust","days__windspeed","days__cloudcover","days__visibility","days__uvindex"
"","","","","","","","2014-02-27","42.1","22.7","31.3","35.1","7.2","22.1","0","0","0","","","null","0","0.1","35.8","27.7","27.5","9.9","null"
"","","","","","","","2014-02-28","28.5","15","21.9","28.5","0","13.7","0","0","0","","","null","0","0","31.4","23.1","29.3","9.9","null"
"","","","","","","","2014-03-01","44.6","22.5","33.6","43.6","16.9","30.4","0","0","0","","","null","0","0","null","9.9","58.4","9.9","null"
"","","","","","","","2014-03-02","52.2","35.5","42","52.2","30.6","39.2","0.154","100","29.17","rain","","","0","0.1","null","13.4","96.1","7.8","null"
"","","","","","","","2014-03-03","37.5","16.2","24.7","30.1","1.4","12.6","0.549","100","66.67","rain","snow","","1","0.7","31.5","25.1","88.3","5.2","null"
"","","","","","","","2014-03-04","30.2","14.8","23","30.2","3.5","17.4","0","0","0","snow","","","0.6","1.6","null","14.2","62.8","9.9","null"
"","","","","","","","2014-03-05","45.9","23.8","33.8","42.5","18.5","29.8","0","0","0","","","null","0","0.9","25.3","16.4","67.8","9.9","null"
"","","","","","","","2014-03-06","35.3","25.9","31.4","29.4","14.6","22.3","0","0","0","","","null","0","0.4","23","17.8","87","9.9","null"
"","","","","","","","2014-03-07","45.8","30.3","37.6","41.1","20.4","29.5","0","0","0","","","null","0","0.1","23","15.6","88.6","9.9","null"
"","","","","","","","2014-03-08","64.4","32.9","47.3","64.4","28.1","45.2","0","0","0","","","null","0","0","16.1","10.8","52.6","9.8","null"
"","","","","","","","2014-03-09","51.1","43.8","47.2","51.1","37.9","43.7","0","0","0","","","null","0","0","29.7","18.9","70","9.9","null"
"","","","","","","","2014-03-10","60.6","40.6","47.7","60.6","35.4","45.1","0","0","0","","","null","0","0","26.4","19.9","69.9","9.9","null"
"","","","","","","","2014-03-11","69.9","44.8","55","69.9","41.6","53.7","0","0","0","","","null","0","0","null","8.8","67.9","9.9","null"
"","","","","","","","2014-03-12","69.1","38.8","53.6","69.1","29.2","52.2","0.208","100","20.83","rain","","","0","0","47","26.3","87.6","9.7","null"
"","","","","","","","2014-03-13","35.5","24.1","30.7","24.9","8.1","18.4","0.302","100","66.67","rain","snow","","0","0","45.2","29.6","22.1","9.9","null"
"","","","","","","","2014-03-14","58.7","27.9","42.9","58.7","22.7","39.7","0","0","0","","","null","0","0","26.4","20","78","9.9","null"
"","","","","","","","2014-03-15","69","49.9","57.7","69","45.2","57.5","0","0","0","","","null","0","0","28.5","19.4","56.3","9.9","null"
"","","","","","","","2014-03-16","48","30.3","42.2","43.9","20.2","36.5","0.127","100","12.5","rain","snow","","0.5","0.5","25","16.7","62.7","8.4","null"
"","","","","","","","2014-03-17","31.7","26.4","29","30.2","13.8","19.3","0.48","100","70.83","rain","snow","","2.4","2.9","23","17.7","100","6","null"
"","","","","","","","2014-03-18","42.6","31.6","37","39.3","23.2","30.3","0","0","0","","","null","0","2.2","21.9","14.7","99","9.9","null"
"","","","","","","","2014-03-19","42.7","37.3","40.1","42.7","30.5","36.2","0.344","100","33.33","rain","","","0","0.2","null","9.6","98.9","7.4","null"
"","","","","","","","2014-03-20","60.2","42.7","50.6","60.2","38","49.4","0.016","100","12.5","rain","","","0","0","30.4","20.8","56.5","6.8","null"
"","","","","","","","2014-03-21","55.6","45.2","49.1","55.6","42.4","47.6","0","0","0","","","null","0","0","null","13.6","68.4","9.9","null"
"","","","","","","","2014-03-22","72.8","43.9","55","72.8","40","54.1","0","0","0","","","null","0","0","20.8","14.7","64.8","9.8","null"
"","","","","","","","2014-03-23","52.5","37.5","45.2","52.5","28.2","39.7","0","0","0","","","null","0","0","29.2","20.1","63.2","9.9","null"
"","","","","","","","2014-03-24","42","26","33.9","38.4","14.3","26.4","0","0","0","","","null","0","0","28.7","20.8","17.6","9.9","null"
"","","","","","","","2014-03-25","35.5","32.6","34","33.3","26.5","28.5","0.264","100","45.83","rain","snow","","0.2","0.1","null","12.1","95.4","5.6","null"
"","","","","","","","2014-03-26","37.4","29.8","33.7","27.5","17.9","23.4","0.024","100","16.67","rain","snow","","0.1","0.2","39.5","26.7","35.8","9.4","null"
"","","","","","","","2014-03-27","51.7","27.5","39","51.7","22.4","35.4","0","0","0","","","null","0","0","24.2","14.9","54.9","9.9","null"
"","","","","","","","2014-03-28","67.8","44.2","55.8","67.8","38.3","53.9","0.047","100","16.67","rain","","","0","0","34.8","22.7","95.1","9.8","null"
"","","","","","","","2014-03-29","62.4","54","58.2","62.4","54","58.2","0.992","100","75","rain","","","0","0","23","11.3","99.9","5.8","null"
"","","","","","","","2014-03-30","57.2","35.4","45","57.2","27.7","38.6","1.062","100","100","rain","snow","","0","0","34.5","25.7","99.9","7.6","null"
"","","","","","","","2014-03-31","66.2","42.7","53.8","66.2","34.7","50.6","0.002","100","8.33","rain","","","0","0","33.7","20.5","53","9.9","null"
"","","","","","","","2014-04-01","64.7","43.9","53.6","64.7","39.6","52.8","0","0","0","","","null","0","0","null","10.4","39.2","9.9","null"
"","","","","","","","2014-04-02","67.6","44.1","54.3","67.6","41.1","53.4","0","0","0","","","null","0","0","null","7.5","67.6","9.9","null"
"","","","","","","","2014-04-03","67.7","53.3","59.3","67.7","53.3","59.3","0","0","0","","","null","0","0","null","11.1","95.5","9.8","null"
"","","","","","","","2014-04-04","60.8","50","54.9","60.8","46","54.8","0","0","0","","","null","0","0","20.8","15.4","95.3","9.8","null"
"","","","","","","","2014-04-05","58.8","47.5","53.1","58.8","42.2","52.4","0.059","100","12.5","rain","","","0","0","33.2","20.3","65.3","8.3","null"
"","","","","","","","2014-04-06","60.4","38.2","49.5","60.4","33.3","47.5","0","0","0","","","null","0","0","21.9","13.4","43.2","9.9","null"
"","","","","","","","2014-04-07","53.5","42.6","48.4","53.5","36.5","46.4","0.383","100","54.17","rain","","","0","0","29.1","12.1","98.3","7.1","null"
"","","","","","","","2014-04-08","65.8","53","58.3","65.8","53","58.3","0.041","100","12.5","rain","","","0","0","30.4","20.5","87.9","8.3","null"
"","","","","","","","2014-04-09","67.7","43.7","56.8","67.7","40.2","56","0.004","100","4.17","rain","","","0","0","31","20.7","52.2","9.9","null"
"","","","","","","","2014-04-10","71.5","45.6","59.3","71.5","45.6","59.3","0","0","0","","","null","0","0","29.6","21.2","24.9","9.9","null"
"","","","","","","","2014-04-11","80.1","60.7","68","79","60.7","67.9","0","0","0","","","null","0","0","32","19.2","85.1","9.9","null"
"","","","","","","","2014-04-12","75.3","57","66.6","75.3","57","66.6","0","0","0","","","null","0","0","null","12.6","62.6","9.9","null"
"","","","","","","","2014-04-13","84.3","56.2","69.6","82.8","56.2","69.3","0","0","0","","","null","0","0","27.1","18.1","67.8","9.9","null"
"","","","","","","","2014-04-14","79.9","64.5","71.8","79.9","64.5","71.8","0","0","0","","","null","0","0","34.7","25.5","86.9","9.9","null"
"","","","","","","","2014-04-15","69.7","37.6","58.4","69.7","29.2","55.7","1.555","100","70.83","rain","","","0","0","36.2","24.4","99.2","8.1","null"
"","","","","","","","2014-04-16","51.1","33.7","41.7","51.1","22.4","34.5","0.001","100","4.17","rain","","","0","0","36.2","27","23.5","9.9","null"
"","","","","","","","2014-04-17","55","38.1","46.4","55","33","43.4","0","0","0","","","null","0","0","18.3","14.6","47","9.9","null"
"","","","","","","","2014-04-18","55.2","39","46.6","55.2","34.8","44.8","0","0","0","","","null","0","0","null","8.7","88.5","9.9","null"
"","","","","","","","2014-04-19","70.8","45.9","57.1","70.8","44","56.5","0","0","0","","","null","0","0","null","10.1","84.6","9.9","null"
"","","","","","","","2014-04-20","63.9","49.4","56.2","63.9","48.3","56.2","0","0","0","","","null","0","0","19.5","13.8","72.5","9.9","null"
"","","","","","","","2014-04-21","69.5","43.4","55.6","69.5","40.6","54.5","0","0","0","","","null","0","0","null","8.9","46.4","9.9","null"
"","","","","","","","2014-04-22","70.3","52.8","61","70.3","52.8","61","0.036","100","12.5","rain","","","0","0","23","11.2","84.9","9.8","null"
"","","","","","","","2014-04-23","62.2","49.9","56","62.2","45.1","55.8","0","0","0","","","null","0","0","35.9","23.7","41","9.9","null"
"","","","","","","","2014-04-24","65.8","45.9","54.8","65.8","40.9","52.8","0","0","0","","","null","0","0","23","15.9","34","9.9","null"
"","","","","","","","2014-04-25","66.5","49.3","57.3","66.5","46.5","57.1","0.393","100","12.5","rain","","","0","0","25.2","18","87","9.5","null"
"","","","","","","","2014-04-26","76.8","51.4","63.7","76.8","51.4","63.7","0.02","100","12.5","rain","","","0","0","35.7","18.8","53.3","9.4","null"
"","","","","","","","2014-04-27","69.1","49.9","59.6","69.1","45.9","59.5","0","0","0","","","null","0","0","23","18.6","43.1","9.9","null"
"","","","","","","","2014-04-28","62","51.1","55.5","62","51.1","55.5","0.121","100","29.17","rain","","","0","0","null","11.1","92.1","9.5","null"
"","","","","","","","2014-04-29","51.6","48.3","50.5","51.6","44.2","49.2","1.143","100","70.83","rain","","","0","0","27","15.7","100","5.8","null"
"","","","","","","","2014-04-30","66","51.6","57.8","66","51.6","57.8","2.716","100","87.5","rain","","","0","0","31.6","14.1","99.7","6.6","null"
"","","","","","","","2014-05-01","77","60.4","67.6","77","60.4","67.6","0.158","100","20.83","rain","","","0","0","20.8","15.9","80.5","9.5","null"
"","","","","","","","2014-05-02","71.1","55","63.7","71.1","55","63.7","0.001","100","4.17","rain","","","0","0","23.7","16.4","81.5","9.9","null"
"","","","","","","","2014-05-03","73.5","56.6","64.9","73.5","56.6","64.9","0","0","0","","","null","0","0","19.5","13.6","79.2","9.9","null"
"","","","","","","","2014-05-04","80.3","54.5","65.2","79","54.5","65.1","0","0","0","","","null","0","0","40.3","24.8","47.1","9.9","null"
"","","","","","","","2014-05-05","64.7","49.7","57.4","64.7","45.8","57.1","0.358","100","16.67","rain","","","0","0","23.9","15.9","64","9.4","null"
"","","","","","","","2014-05-06","73.1","52.9","61.3","73.1","52.9","61.3","0.017","100","16.67","rain","","","0","0","16.1","13.2","73.2","9.9","null"
"","","","","","","","2014-05-07","64.1","55.1","59.4","64.1","55.1","59.4","0.138","100","20.83","rain","","","0","0","null","8.9","80.9","9.8","null"
"","","","","","","","2014-05-08","86","57.2","68.4","85.4","57.2","68.6","0","0","0","","","null","0","0","null","7.6","80.6","8.9","null"
"","","","","","","","2014-05-09","75.2","60.7","67.5","75.2","60.7","67.5","0","0","0","","","null","0","0","null","9.7","90","8.6","null"
"","","","","","","","2014-05-10","78.3","68","71.1","78.3","68","71.1","0.083","100","12.5","rain","","","0","0","30.3","17.1","88.5","9.9","null"
"","","","","","","","2014-05-11","80.5","62.4","71","80","62.4","70.9","0","0","0","","","null","0","0","16.2","11.5","47.8","9.9","null"
"","","","","","","","2014-05-12","86.1","62.3","73.1","86.9","62.3","73.3","0.072","100","4.17","rain","","","0","0","21.9","13.5","69.5","9.9","null"
"","","","","","","","2014-05-13","89.4","67.7","76.7","92.4","67.7","77.6","0","0","0","","","null","0","0","20.8","12.5","57.4","9.3","null"
"","","","","","","","2014-05-14","66","60.3","63.6","66","60.3","63.6","0","0","0","","","null","0","0","20.8","13.7","99.6","7","null"
"","","","","","","","2014-05-15","80.3","65.9","72.2","82.4","65.9","72.3","0.186","100","20.83","rain","","","0","0","31","18","93.8","7.4","null"
"","","","","","","","2014-05-16","71.1","55.5","65.3","71.1","55.5","65.3","1.892","100","54.17","rain","","","0","0","47.7","21.6","87.1","8.3","null"
"","","","","","","","2014-05-17","69","52.9","60.9","69","52.9","60.9","0","0","0","","","null","0","0","19.4","14.5","66.5","9.9","null"
"","","","","","","","2014-05-18","69","53.1","60.7","69","53.1","60.7","0","0","0","","","null","0","0","19.5","15.1","65","9.9","null"
"","","","","","","","2014-05-19","73.4","50.8","62.5","73.4","50.8","62.5","0","0","0","","","null","0","0","18.3","9.8","24.7","9.9","null"
"","","","","","","","2014-05-20","75.5","56.5","66.1","75.5","56.5","66.1","0","0","0","","","null","0","0","null","11.8","72.6","9.9","null"
"","","","","","","","2014-05-21","78.6","63.6","69.4","78.6","63.6","69.4","0.164","100","16.67","rain","","","0","0","null","8.8","90","9.7","null"
"","","","","","","","2014-05-22","87.6","65.7","76.3","87.8","65.7","76.3","0.003","100","4.17","rain","","","0","0","29.5","15.6","77.6","7.5","null"
"","","","","","","","2014-05-23","80","60.5","70.9","79.2","60.5","70.8","0","0","0","","","null","0","0","27.3","20.5","32.9","9.9","null"
"","","","","","","","2014-05-24","76.7","56.9","67.6","76.7","56.9","67.6","0","0","0","","","null","0","0","20.6","13.5","41.3","9.9","null"
"","","","","","","","2014-05-25","82.5","59.7","72.3","80.7","59.7","72","0","0","0","","","null","0","0","17.2","10","56.5","9.9","null"
"","","","","","","","2014-05-26","87.7","63.6","74.9","85.7","63.6","74.6","0","0","0","","","null","0","0","19.5","12.3","64.5","9.9","null"
"","","","","","","","2014-05-27","91.5","68.7","77.2","93.1","68.7","77.6","0.557","100","12.5","rain","","","0","0","41.5","13.4","81.8","9.6","null"
"","","","","","","","2014-05-28","87.5","62.6","76.2","89.3","62.6","77.1","0.366","100","8.33","rain","","","0","0","23","17.6","89.9","9.9","null"
"","","","","","","","2014-05-29","62.3","57.2","59.6","62.3","57.2","59.6","0.313","100","50","rain","","","0","0","null","11","100","6.3","null"
"","","","","","","","2014-05-30","75.1","58.8","65.8","75.1","58.8","65.8","0.002","100","8.33","rain","","","0","0","null","10.9","87.6","8.5","null"
"","","","","","","","2014-05-31","80.3","61.9","71.4","80","61.9","71.3","0","0","0","","","null","0","0","24.5","13.9","42.9","9.9","null"
"","","","","","","","2014-06-01","76.8","58.4","67.9","76.8","58.4","67.9","0","0","0","","","null","0","0","null","12.1","48.8","9.9","null"
"","","","","","","","2014-06-02","80.6","57.3","70.2","80.8","57.3","70.3","0","0","0","","","null","0","0","20.8","14.3","63.5","9.9","null"
"","","","","","","","2014-06-03","85.7","67.7","76.2","86.7","67.7","76.9","0.013","100","4.17","rain","","","0","0","31.1","9.8","70.1","9.9","null"
"","","","","","","","2014-06-04","88.9","70","79.1","87.6","70","79","0.335","100","8.33","rain","","","0","0","30.3","12.2","72.9","9.5","null"
"","","","","","","","2014-06-05","80.4","65.9","73.2","80.4","65.9","73.2","0.072","100","8.33","rain","","","0","0","26.6","19.1","71.9","9.6","null"
"","","","","","","","2014-06-06","79.9","62.3","71.8","79.9","62.3","71.8","0","0","0","","","null","0","0","19.5","14.1","34.4","9.9","null"
"","","","","","","","2014-06-07","84.1","63.6","75","82.7","63.6","74.6","0","0","0","","","null","0","0","null","10.6","31.7","9.9","null"
"","","","","","","","2014-06-08","83.8","66","75.9","85.2","66","76.3","0.007","100","4.17","rain","","","0","0","20.7","14.5","74.6","9.8","null"
"","","","","","","","2014-06-09","83.8","71","77.2","87.9","71","78.5","0.411","100","20.83","rain","","","0","0","null","10.2","82","9.1","null"
"","","","","","","","2014-06-10","87","75.2","79.4","89.9","75.2","80.5","0.698","100","12.5","rain","","","0","0","null","10.3","84.4","9.5","null"
"","","","","","","","2014-06-11","85.9","71.6","77.8","91.6","71.6","79.1","0.746","100","29.17","rain","","","0","0","19.5","14.7","89.2","8.7","null"
"","","","","","","","2014-06-12","78.6","71.4","74.8","78.6","71.4","74.8","0.098","100","33.33","rain","","","0","0","18.3","12.6","96.2","9.5","null"
"","","","","","","","2014-06-13","82.2","72.9","75.7","85.2","72.9","76.1","0.202","100","12.5","rain","","","0","0","21.9","15.5","92.4","9.9","null"
"","","","","","","","2014-06-14","76.8","67.8","72.3","76.8","67.8","72.3","0.008","100","4.17","rain","","","0","0","26.9","19","52.7","9.9","null"
"","","","","","","","2014-06-15","82.5","61.7","72","82.2","61.7","72","0","0","0","","","null","0","0","16.1","10.6","46.2","9.9","null"
"","","","","","","","2014-06-16","89.1","67.2","79.2","91.7","67.2","80.3","0","0","0","","","null","0","0","null","10.1","41.3","9.9","null"
"","","","","","","","2014-06-17","94.7","73.1","83.6","98.3","73.1","86.7","0","0","0","","","null","0","0","20.8","12.1","54.4","9.9","null"
"","","","","","","","2014-06-18","94.8","78.6","87","101.1","78.6","91.4","0","0","0","","","null","0","0","26.4","17.1","53.1","9.9","null"
"","","","","","","","2014-06-19","85.7","74.5","79.7","88.3","74.5","80.9","0.006","100","4.17","rain","","","0","0","39.1","14.6","84.9","9.9","null"
"","","","","","","","2014-06-20","84.3","69.4","76.8","82.8","69.4","76.4","0","0","0","","","null","0","0","null","9.8","57.8","9.9","null"
"","","","","","","","2014-06-21","74.4","69.5","72","74.4","69.5","72","0.022","100","16.67","rain","","","0","0","null","10.9","98.2","9.9","null"
"","","","","","","","2014-06-22","81.9","67.8","74.2","82.1","67.8","74.3","0.085","100","25","rain","","","0","0","null","8.8","80.5","8.8","null"
"","","","","","","","2014-06-23","84.1","67.1","76.1","83.6","67.1","76","0","0","0","","","null","0","0","20.8","13.6","55","9.9","null"
"","","","","","","","2014-06-24","87.3","68.8","77.4","90","68.8","78.2","0","0","0","","","null","0","0","17.2","13.6","58.2","9.9","null"
"","","","","","","","2014-06-25","89.2","74.6","81.2","96.1","74.6","84.4","0.455","100","8.33","rain","","","0","0","31.1","13.6","85.5","9.6","null"
"","","","","","","","2014-06-26","87.9","74.5","81.6","89.4","74.5","82.1","0","0","0","","","null","0","0","25.3","17","57.3","9.9","null"
"","","","","","","","2014-06-27","85.9","71.5","79.6","90.2","71.5","80.7","0.004","100","4.17","rain","","","0","0","null","13.4","52.2","9.9","null"
"","","","","","","","2014-06-28","85.7","68.6","77.5","85.2","68.6","77.4","0","0","0","","","null","0","0","19.5","13.2","60","9.9","null"
"","","","","","","","2014-06-29","85.8","68.5","77.7","85.2","68.5","77.4","0","0","0","","","null","0","0","18.3","12.4","74.4","9.9","null"
"","","","","","","","2014-06-30","87.3","71.3","79.6","90","71.3","80.9","0","0","0","","","null","0","0","null","12.4","76.6","9.9","null"
"","","","","","","","2014-07-01","92.9","74.8","83.6","100.3","74.8","87.4","0.001","100","4.17","rain","","","0","0","23","17.7","61.3","9.9","null"
"","","","","","","","2014-07-02","97.9","79.7","86.2","108.8","79.7","92","0.01","100","4.17","rain","","","0","0","21.9","15.6","52.7","9.9","null"
"","","","","","","","2014-07-03","91.1","74.5","79.7","101.9","74.5","82.2","0.326","100","33.33","rain","","","0","0","32.4","15.5","79.1","9.3","null"
"","","","","","","","2014-07-04","82","71.1","76.3","81.4","71.1","76.2","0.195","100","20.83","rain","","","0","0","36.6","23.4","68","9.4","null"
"","","","","","","","2014-07-05","83.8","64","74.5","81.8","64","73.9","0","0","0","","","null","0","0","null","14.6","16.9","9.9","null"
"","","","","","","","2014-07-06","87.7","64","77.3","86.6","64","77.1","0","0","0","","","null","0","0","23.2","15","72.7","9.9","null"
