"queryCost","latitude","longitude","resolvedAddress","address","timezone","tzoffset","days__datetime","days__tempmax","days__tempmin","days__temp","days__feelslikemax","days__feelslikemin","days__feelslike","days__precip","days__precipprob","days__precipcover","days__preciptype__001","days__preciptype__002","days__preciptype","days__snow","days__snowdepth","days__windgust","days__windspeed","days__cloudcover","days__visibility","days__uvindex"
"","","","","","","","2024-01-30","43.8","38.9","41.1","39.7","33.4","36.5","0","0","0","","","null","null","null","null","11.1","100","9.9","2"
"","","","","","","","2024-01-31","44","38.1","40.9","44","32.8","38.5","0","0","0","","","null","null","null","null","8.8","89","9.9","2"
"","","","","","","","2024-02-01","53","31.7","42.4","53","26.4","39.3","0","0","0","","","null","null","null","null","12","43.3","8.4","5"
"","","","","","","","2024-02-02","51.8","44","47.1","51.8","36.6","44.4","0.012","100","8.33","rain","","","null","null","27.4","19.1","97.3","9.8","2"
"","","","","","","","2024-02-03","51","35.8","42.2","51","28","37.6","0","0","0","","","null","null","null","17.2","14.7","11","9.9","6"
"","","","","","","","2024-02-04","51.2","32.7","41.7","51.2","27.4","40.7","0","0","0","","","null","null","null","null","9.2","9","9.9","6"
"","","","","","","","2024-02-05","51.8","32.5","41","51.8","26","37.8","0","0","0","","","null","null","null","null","12.2","21.4","9.9","6"
"","","","","","","","2024-02-06","45.9","33.5","38.8","40.5","25.8","33","0","0","0","","","null","null","null","33.3","13.6","9.3","9.9","6"
"","","","","","","","2024-02-07","51.1","30.4","39.9","51.1","24.8","37.2","0","0","0","","","null","null","null","null","6.5","37.5","9.9","6"
"","","","","","","","2024-02-08","55.1","34.3","43.6","55.1","30.7","41.3","0","0","0","","","null","null","null","null","10.1","73.3","9.9","6"
"","","","","","","","2024-02-09","63","42.8","50","63","39.2","48.4","0","0","0","","","null","null","null","null","11.2","75.7","9.9","6"
"","","","","","","","2024-02-10","62.9","46.3","53.3","62.9","45.9","53.1","0","0","0","","","null","null","null","18.3","14.7","83.4","9.9","2"
"","","","","","","","2024-02-11","54","48.8","51.6","54","48.5","51.6","0.121","100","25","rain","","","null","null","null","9.9","96.3","8.7","2"
"","","","","","","","2024-02-12","48.8","44.8","47.5","48.8","39.8","45.7","0.079","100","25","rain","","","null","null","null","9.7","99.9","4.7","1"
"","","","","","","","2024-02-13","48.6","36","42.9","42","26.7","36.5","0.687","100","50","rain","","","null","null","38.5","24.8","82","7.7","7"
"","","","","","","","2024-02-14","46.1","35.6","41.2","39.7","30.2","34.8","0","0","0","","","null","null","null","30.9","20.8","45.3","9.9","6"
"","","","","","","","2024-02-15","48.8","31.4","39.8","45.3","24.7","35.6","0","0","0","","","null","null","null","27.7","17.2","57.6","9.9","6"
"","","","","","","","2024-02-16","49.9","39.9","44.6","47.4","34.7","39.6","0","0","0","","","null","null","null","38.4","17.7","56","9.9","5"
"","","","","","","","2024-02-17","40.9","31.8","36.3","38.8","22.6","28.3","0.064","100","20.83","rain","snow","","null","null","37.6","22.1","74.6","9.3","6"
"","","","","","","","2024-02-18","49.8","26.5","36.9","45","20","31.4","0","0","0","","","null","null","null","26.4","15.9","31.9","9.9","7"
"","","","","","","","2024-02-19","48.7","33.4","41.1","47.8","27","38","0","0","0","","","null","null","null","19.7","11.2","18.5","9.9","7"
"","","","","","","","2024-02-20","49.7","30.4","39.3","49.1","23.8","36","0","0","0","","","null","null","null","null","12.2","42.2","9.9","6"
"","","","","","","","2024-02-21","48.7","30.3","39.1","48.1","24.4","35.4","0","0","0","","","null","null","null","null","9.9","35.2","9.9","6"
"","","","","","","","2024-02-22","51.4","32.7","41.8","51.4","28.4","38.5","0","0","0","","","null","null","null","16.1","13.6","80.3","9.9","2"
"","","","","","","","2024-02-23","51","41.1","46.4","51","37.5","44.6","0.013","100","12.5","rain","","","null","null","null","9.7","89.5","9.4","2"
"","","","","","","","2024-02-24","52.9","34.7","45.6","52.9","28.2","41.5","0.014","100","8.33","rain","","","null","null","24","17.7","82.7","9.7","5"
"","","","","","","","2024-02-25","46.1","28.8","37.2","41.4","21.2","32","0","0","0","","","null","null","null","null","13.2","27.9","9.9","6"
"","","","","","","","2024-02-26","66","38.6","50.2","66","31.5","48.1","0","0","0","","","null","null","null","null","11","65.3","9.9","7"
"","","","","","","","2024-02-27","61.4","44","53.1","61.4","44","53","0.013","100","8.33","rain","","","null","null","24.4","15.9","86.3","9.5","5"
"","","","","","","","2024-02-28","65.1","44.9","58.5","65.1","37.5","57.9","0.284","100","45.83","rain","","","null","null","46.1","23.6","95.7","9.5","1"
"","","","","","","","2024-02-29","49.8","33.1","41.1","45.7","23.3","34.3","0","0","0","","","null","null","null","34.6","19.7","18.3","9.9","7"
"","","","","","","","2024-03-01","53","32.5","43.4","53","29.3","40.9","0.03","100","8.33","rain","","","null","null","19.7","15.6","57.8","9.9","7"
"","","","","","","","2024-03-02","55","42","47.6","55","35.7","45.1","0.742","100","50","rain","","","null","null","null","12.3","92.4","7.5","2"
"","","","","","","","2024-03-03","65","42.9","53.3","65","41.4","53","0","0","0","","","null","null","null","null","8.7","45.8","9.5","7"
"","","","","","","","2024-03-04","67.9","48.8","56.4","67.9","47.4","56.2","0.019","100","12.5","rain","","","null","null","22.8","14","90.1","9.8","6"
"","","","","","","","2024-03-05","56.9","47.8","51.8","56.9","42.7","50.1","0.572","100","45.83","rain","","","null","null","23","18.7","89.6","8.1","4"
"","","","","","","","2024-03-06","54","49.6","52.5","54","47.4","52.2","0.187","100","37.5","rain","","","null","null","null","14.3","98.2","7.8","1"
"","","","","","","","2024-03-07","64.8","51.4","57.5","64.8","51.4","57.5","0.016","100","8.33","rain","","","null","null","25.3","17.5","75.2","9.8","7"
"","","","","","","","2024-03-08","60.8","45.9","52","60.8","42.1","50.4","0","0","0","","","null","null","null","null","14.3","78.4","9.9","6"
"","","","","","","","2024-03-09","54","44","47.3","54","38.5","43.8","0.57","100","45.83","rain","","","null","null","20.8","17.1","99.1","7.4","1"
"","","","","","","","2024-03-10","49.8","40.9","45.8","45.6","31","39.2","0.069","100","16.67","rain","","","null","null","43.4","24.4","82.2","9.9","6"
"","","","","","","","2024-03-11","56.9","39.8","47.4","56.9","29.7","42.7","0","0","0","","","null","null","null","41.9","27.9","35.2","9.9","8"
"","","","","","","","2024-03-12","74.8","41.8","57.5","74.8","38","56.1","0","0","0","","","null","null","null","31.6","18.8","41","9.9","7"
"","","","","","","","2024-03-13","73.1","45.9","58.4","73.1","43.2","58.1","0","0","0","","","null","null","null","20.8","10.6","75.4","9.8","8"
"","","","","","","","2024-03-14","76.1","47.7","60.7","76.1","45.8","60.5","0","0","0","","","null","null","null","null","12.2","54.3","9.8","7"
"","","","","","","","2024-03-15","74.9","58.8","65.7","74.9","58.8","65.7","0.023","100","8.33","rain","","","null","null","21.7","16.8","87.6","9.9","3"
"","","","","","","","2024-03-16","65.1","47.9","56.6","65.1","44.1","56.2","0","0","0","","","null","null","null","27.4","18.8","50.5","9.9","8"
"","","","","","","","2024-03-17","71.9","50.7","58.8","71.9","50.7","58.8","0","0","0","","","null","null","null","28.9","15.5","73.8","9.9","7"
"","","","","","","","2024-03-18","55.9","38.9","47","55.9","30.5","42","0","0","0","","","null","null","null","36.6","21.7","69","9.9","8"
"","","","","","","","2024-03-19","52","37","44","52","28.2","39","0","0","0","","","null","null","null","34","17.3","58.9","9.9","9"
"","","","","","","","2024-03-20","70","41.6","52.9","70","35.4","50.1","0","0","0","","","null","null","null","43.2","29.1","45.2","9.9","8"
"","","","","","","","2024-03-21","48.7","33.1","41.7","44.9","24.7","35.4","0","0","0","","","null","null","null","44.4","21","26.7","9.9","8"
"","","","","","","","2024-03-22","51.9","35.5","44.2","51.9","29.9","40.8","0.011","100","4.17","rain","","","null","null","null","13.4","73.4","9.9","4"
"","","","","","","","2024-03-23","54.9","40.9","47","54.9","32.7","42.4","1.614","100","58.33","rain","","","null","null","41.4","28.7","92","7.8","4"
"","","","","","","","2024-03-24","51.9","33","41.9","51.9","23.5","35.9","0","0","0","","","null","null","null","34.6","22.3","4.1","9.9","8"
"","","","","","","","2024-03-25","55.8","36.6","45.9","55.8","31.3","43.2","0","0","0","","","null","null","null","19.7","12.3","13","9.9","8"
"","","","","","","","2024-03-26","59.9","38.4","48.1","59.9","34.2","46.5","0","0","0","","","null","null","null","null","12.5","81.9","9.9","7"
"","","","","","","","2024-03-27","50","45.9","47.7","48.7","41.9","45.5","0.53","100","41.67","rain","","","null","null","null","9.1","99.8","8","1"
"","","","","","","","2024-03-28","53","48.7","50.3","53","44.9","49","0.155","100","25","rain","","","null","null","25.2","15.8","92.5","9.5","7"
"","","","","","","","2024-03-29","64.1","41.7","53.1","64.1","38.1","51.5","0","0","0","","","null","null","null","40.7","26.3","26.7","9.9","8"
"","","","","","","","2024-03-30","66.6","39.3","52.4","66.6","35.3","51.9","0","0","0","","","null","null","null","25.3","14.7","55.1","9.9","4"
"","","","","","","","2024-03-31","66.6","48.7","56.7","66.6","48","56.7","0.012","100","8.33","rain","","","null","null","17.2","12.2","79","9.7","4"
"","","","","","","","2024-04-01","56","51.9","53.9","56","51.9","53.9","0.235","100","20.83","rain","","","null","null","null","13.1","99.5","9.1","4"
"","","","","","","","2024-04-02","53.9","49.9","51.3","53.9","44.5","50.3","0.363","100","33.33","rain","","","null","null","20.8","15","100","8.2","1"
"","","","","","","","2024-04-03","53","48.7","50.3","53","43.7","48.1","0.892","100","54.17","rain","","","null","null","30.6","13.5","99.3","6.7","1"
"","","","","","","","2024-04-04","56","40.5","48.1","56","37.2","46.1","0.028","100","8.33","rain","","","null","null","46","27.2","62.1","9.9","8"
"","","","","","","","2024-04-05","56.7","39.7","47.8","56.7","34.3","44.7","0","0","0","","","null","null","null","37.3","20.2","62.6","9.9","7"
"","","","","","","","2024-04-06","55.9","42","48.8","55.9","35.2","45.8","0","0","0","","","null","null","null","35.5","24.2","66.9","9.9","7"
"","","","","","","","2024-04-07","64.9","42.7","54.7","64.9","38","53","0","0","0","","","null","null","null","25.3","15.4","33.4","9.9","9"
"","","","","","","","2024-04-08","71","44.2","57.1","71","42.3","57","0","0","0","","","null","null","null","17.2","11.5","60.3","9.9","8"
"","","","","","","","2024-04-09","75.8","51.6","63.5","75.8","51.6","63.5","0","0","0","","","null","null","null","null","13.1","81.7","9.9","7"
"","","","","","","","2024-04-10","75.9","60.4","67.5","75.9","60.4","67.5","0","0","0","","","null","null","null","17.2","10.1","86","9.9","7"
"","","","","","","","2024-04-11","71.9","61.2","66.4","71.9","61.2","66.4","0","0","0","","","null","null","null","28","18","93.7","9.8","3"
"","","","","","","","2024-04-12","67.8","60.9","64.5","67.8","60.9","64.5","0.107","100","20.83","rain","","","null","null","43.9","26","84.7","9.8","7"
"","","","","","","","2024-04-13","67.9","55","61.1","67.9","55","61.1","0","0","0","","","null","null","null","45.4","28.9","52.6","9.9","10"
"","","","","","","","2024-04-14","81","48.1","66","80","45.9","65.7","0","0","0","","","null","null","null","37","22.5","25.3","9.9","8"
"","","","","","","","2024-04-15","82.3","62.9","71.7","81.8","62.9","71.7","0.135","100","8.33","rain","","","null","null","null","9.9","75","9.9","7"
"","","","","","","","2024-04-16","74.1","56.9","66.9","74.1","56.9","66.9","0","0","0","","","null","null","null","25.3","16.2","49.1","9.9","9"
"","","","","","","","2024-04-17","73.1","58.7","64.7","73.1","58.7","64.7","0","0","0","","","null","null","null","null","12.3","88.4","9.9","3"
"","","","","","","","2024-04-18","78.1","58.5","66.5","78.1","58.5","66.5","0","0","0","","","null","null","null","24.2","13.7","70.3","9.1","9"
"","","","","","","","2024-04-19","57.6","51.9","54.9","57.6","51.9","54.9","0.012","100","4.17","rain","","","null","null","null","10.1","99.9","9.9","2"
"","","","","","","","2024-04-20","73.8","55.9","62.8","73.8","55.9","62.8","0.014","100","8.33","rain","","","null","null","28","18.7","79.4","9.9","8"
"","","","","","","","2024-04-21","61","44.2","51.9","61","38.5","50.4","0","0","0","","","null","null","null","27.7","15.3","81.4","9.9","4"
"","","","","","","","2024-04-22","64","42","53.5","64","36.6","51.5","0","0","0","","","null","null","null","24.2","13.3","27.2","9.9","9"
"","","","","","","","2024-04-23","71.9","43.7","58.5","71.9","41.4","58.1","0","0","0","","","null","null","null","25.9","15.7","43","9.9","9"
"","","","","","","","2024-04-24","74","60","65.9","74","60","65.9","0","0","0","","","null","null","null","27.3","18.1","75","9.9","9"
"","","","","","","","2024-04-25","60.7","51.8","56.5","60.7","51.8","56.5","0","0","0","","","null","null","null","null","14","84.2","9.9","4"
"","","","","","","","2024-04-26","64.9","45.5","55.2","64.9","41.5","54.2","0","0","0","","","null","null","null","20.8","15.4","69.1","9.9","9"
"","","","","","","","2024-04-27","60.1","51.9","55.7","60.1","51.9","55.7","0.032","100","8.33","rain","","","null","null","null","10","97.3","9.7","2"
"","","","","","","","2024-04-28","83.1","55.8","67","83.3","55.8","67.1","0","0","0","","","null","null","null","null","10","62.1","9.8","9"
"","","","","","","","2024-04-29","88.3","62.7","75.2","88.9","62.7","75.3","0","0","0","","","null","null","null","18.3","13","35.8","9.9","9"
"","","","","","","","2024-04-30","82.4","65","73.9","82.6","65","73.9","0","0","0","","","null","null","0","27.4","15.5","68.3","9.9","10"
"","","","","","","","2024-05-01","83.8","65","73.9","82.1","65","73.5","0","0","0","","","null","null","null","18.3","12","47.1","9.9","9"
"","","","","","","","2024-05-02","89.8","63.6","75.8","88.3","63.6","75.5","0","0","0","","","null","null","null","19.6","11.1","33.7","9.9","9"
"","","","","","","","2024-05-03","74.7","56","68.2","74.7","56","68.2","0","0","0","","","null","null","null","28","15.6","69.6","9.9","8"
"","","","","","","","2024-05-04","55","52.9","54.1","55","52.9","54.1","0.776","100","41.67","rain","","","null","null","null","10.7","100","6.8","1"
"","","","","","","","2024-05-05","71.8","53.9","62.6","71.8","53.9","62.6","0.57","100","54.17","rain","","","null","null","null","7.9","98.8","8.3","2"
"","","","","","","","2024-05-06","75.7","67.7","71","75.7","67.7","71","0.011","100","4.17","rain","","","null","null","null","7.9","97.4","9.4","4"
"","","","","","","","2024-05-07","78.7","67.8","72.3","78.7","67.8","72.3","0.022","100","8.33","rain","","","null","null","null","11.1","86.7","8.8","7"
"","","","","","","","2024-05-08","87.1","67.8","77.5","86.4","67.8","77.6","0","0","0","","","null","null","null","26.4","14.9","83.4","9.8","9"
"","","","","","","","2024-05-09","74.2","63.8","69.9","74.2","63.8","69.9","0.041","100","8.33","rain","","","null","null","null","12.3","89.1","9.9","3"
"","","","","","","","2024-05-10","62.7","51.9","57.2","62.7","51.9","57.2","0.149","100","37.5","rain","","","null","null","24.2","14","98.6","7.6","1"
"","","","","","","","2024-05-11","65.8","48.4","56.4","65.8","46","55.9","0.101","100","16.67","rain","","","null","null","18.3","12.3","76.6","9.6","10"
"","","","","","","","2024-05-12","66.8","50.9","59.2","66.8","50.9","59.2","0.566","100","16.67","rain","","","null","null","34.4","14.5","77.1","9.7","8"
"","","","","","","","2024-05-13","75.8","51.8","64","75.8","51.8","64","0","0","0","","","null","null","null","23.7","14.4","38.3","9.8","9"
"","","","","","","","2024-05-14","69.1","61.6","65","69.1","61.6","65","0.209","100","33.33","rain","","","null","null","33.3","10.7","91.9","9.4","2"
"","","","","","","","2024-05-15","66.8","60.9","63.7","66.8","60.9","63.7","0.119","100","45.83","rain","","","null","null","null","12.3","98.7","8.4","3"
"","","","","","","","2024-05-16","80.7","58.7","69.9","80.8","58.7","69.9","0","0","0","","","null","null","null","25.4","17","56.8","9.9","10"
"","","","","","","","2024-05-17","69","64","66.2","69","64","66.2","0","0","0","","","null","null","null","null","10.8","89.2","9.9","2"
"","","","","","","","2024-05-18","64.8","61.9","63.3","64.8","61.9","63.3","0.555","100","58.33","rain","","","null","null","null","8.1","97.7","7.9","2"
"","","","","","","","2024-05-19","75.6","62.8","68.1","75.6","62.8","68.1","0","0","0","","","null","null","null","null","6.9","87","8.6","4"
"","","","","","","","2024-05-20","79.7","60","68.2","79.7","60","68.2","0","0","0","","","null","null","null","null","8.8","82.4","9.7","7"
"","","","","","","","2024-05-21","82.1","62.3","72.2","83","62.3","72.3","0","0","0","","","null","null","null","null","12.3","49.5","9.7","10"
"","","","","","","","2024-05-22","86.1","64.5","75.6","90.8","64.5","77.1","0","0","0","","","null","null","null","null","12.4","56","9.9","9"
"","","","","","","","2024-05-23","85.6","72.7","77.3","88.2","72.7","77.9","0.022","100","8.33","rain","","","null","null","null","10.9","82.7","9.6","8"
"","","","","","","","2024-05-24","86.7","69.8","77.6","85.8","69.8","77.6","0.011","100","4.17","rain","","","null","null","null","10.7","79.4","9.9","10"
"","","","","","","","2024-05-25","87","68.7","78","87.3","68.7","78.6","0.017","100","8.33","rain","","","null","null","null","12.5","73.2","9.8","8"
"","","","","","","","2024-05-26","85.8","68.8","77.5","88.8","68.8","78.8","0.032","100","16.67","rain","","","null","null","36.9","18.6","72.4","9.8","8"
"","","","","","","","2024-05-27","81","69","73.9","85.2","69","74.2","0.033","100","16.67","rain","","","null","null","36.7","17.7","84.2","9.7","2"
"","","","","","","","2024-05-28","81.9","64.6","72.9","81.2","64.6","72.8","0.014","100","12.5","rain","","","null","null","43.4","22.2","53.4","9.6","10"
"","","","","","","","2024-05-29","77.9","60","66.3","77.9","60","66.3","0.018","100","12.5","rain","","","null","null","37.8","10.5","55.1","9.6","8"
"","","","","","","","2024-05-30","74.9","57.7","67","74.9","57.7","67","0","0","0","","","null","null","null","23.9","16","47.5","9.9","9"
"","","","","","","","2024-05-31","75.7","56.4","67.4","75.7","56.4","67.4","0","0","0","","","null","null","null","25.6","14.6","19.9","9.9","9"
"","","","","","","","2024-06-01","81","58.5","70.4","80.1","58.5","70.3","0","0","0","","","null","null","null","null","13.8","48.7","9.9","9"
"","","","","","","","2024-06-02","81.1","64.3","73.1","81.9","64.3","73.2","0","0","0","","","null","null","null","26.4","18.1","84.6","9.9","7"
"","","","","","","","2024-06-03","84.5","70","77.5","85.9","70","77.9","0.011","100","4.17","rain","","","null","null","null","8.9","71.1","9.9","6"
"","","","","","","","2024-06-04","87.9","69.5","78.8","89.7","69.5","79.7","0","0","0","","","null","null","null","27.7","19","50","9.7","10"
"","","","","","","","2024-06-05","82.1","71.8","76.2","86.4","71.8","76.8","0.425","100","12.5","rain","","","null","null","17.2","14.4","92.1","9.1","5"
"","","","","","","","2024-06-06","85.8","74.9","79.7","91.3","74.9","81.4","0","0","0","","","null","null","null","33.3","16.8","79.2","9.9","6"
"","","","","","","","2024-06-07","86.9","72.7","79.3","84.6","72.7","78.5","0","0","0","","","null","null","null","32.2","22.2","60.1","9.9","10"
"","","","","","","","2024-06-08","83.9","64.7","75.9","82.3","64.7","75.5","0","0","0","","","null","null","null","23","15.9","39.3","9.9","9"
"","","","","","","","2024-06-09","83","70.6","76.7","83.2","70.6","76.6","0","0","0","","","null","null","null","30.8","20.8","76.5","9.9","8"
"","","","","","","","2024-06-10","82.1","64.6","74.3","80.6","64.6","74.1","0","0","0","","","null","null","null","27","17.9","64.5","9.9","10"
"","","","","","","","2024-06-11","74.9","64","69.4","74.9","64","69.4","0.011","100","4.17","rain","","","null","null","27.2","15.5","65","9.9","10"
"","","","","","","","2024-06-12","82.7","60.4","72.4","82","60.4","72.4","0","0","0","","","null","null","null","null","11.1","46.1","9.9","10"
"","","","","","","","2024-06-13","89.2","68.4","78.6","92.6","68.4","79.9","0","0","0","","","null","null","null","19.7","14.4","39.1","9.9","10"
"","","","","","","","2024-06-14","90.1","72.8","81.4","91.8","72.8","82.2","0.003","100","8.33","rain","","","null","null","31.1","19.9","62.9","9.8","10"
"","","","","","","","2024-06-15","86.9","67.9","77.4","84.9","67.9","76.8","0","0","0","","","null","null","null","20.4","15.5","35.6","9.9","9"
"","","","","","","","2024-06-16","87.8","65.9","77.8","86.5","65.9","77.5","0","0","0","","","null","null","null","24.2","13.2","48.2","9.9","9"
"","","","","","","","2024-06-17","89.8","70.6","80.4","95.1","70.6","82.6","0","0","0","","","null","null","null","21.9","14.4","45.7","9.9","9"
"","","","","","","","2024-06-18","92.6","74.6","82.3","98.4","74.6","84.1","0","0","0","","","null","null","null","25.3","13.7","51.1","9.9","9"
"","","","","","","","2024-06-19","90.9","71.4","80.7","91.6","71.4","81.2","0","0","0","","","null","null","null","null","12.5","71.1","9.9","9"
"","","","","","","","2024-06-20","90.8","72.3","81.1","92.4","72.3","81.9","0","0","0","","","null","null","null","null","11","74.7","9.9","10"
"","","","","","","","2024-06-21","94.9","72.5","83.6","98.3","72.5","85.9","0","0","0","","","null","null","null","17.2","14.3","33.3","9.8","10"
"","","","","","","","2024-06-22","98.9","76.6","87.4","105.2","76.6","91.4","0","0","0","","","null","null","null","21.6","13.5","15.3","9.8","9"
"","","","","","","","2024-06-23","97.8","80.9","89.1","103.2","84","93.8","0","0","0","","","null","null","null","29.9","17.6","66.7","9.9","6"
"","","","","","","","2024-06-24","89.9","78.1","85","90.6","78.1","85.3","0","0","0","","","null","null","null","32.6","22.4","51","9.9","10"
"","","","","","","","2024-06-25","92","69.3","81.8","90.2","69.3","81.1","0","0","0","","","null","null","null","24.2","15","44.2","9.9","9"
"","","","","","","","2024-06-26","97.9","71.9","85.4","100.3","71.9","87.4","0.39","100","8.33","rain","","","null","null","47.1","28.6","74.1","9.7","9"
"","","","","","","","2024-06-27","91","72.9","80.4","89.7","72.9","80.4","0.12","100","16.67","rain","","","null","null","19.6","11","70.1","9.8","10"
"","","","","","","","2024-06-28","84.6","70.9","77.6","84.2","70.9","77.6","0","0","0","","","null","null","null","18.3","15.5","52.2","9.9","10"
"","","","","","","","2024-06-29","91.3","71.7","82","99.7","71.7","86.1","0","0","0","","","null","null","null","23","16","76.2","9.9","8"
"","","","","","","","2024-06-30","93.1","81.6","85.8","102.9","83.9","93.9","0.145","100","16.67","rain","","","null","null","27.3","16.9","83.7","9.9","9"
"","","","","","","","2024-07-01","81.9","65.1","74.4","81.4","65.1","74.3","0","0","0","","","null","null","null","34.8","21.4","60.9","9.8","10"
"","","","","","","","2024-07-02","86","65.8","76.6","84.3","65.8","76.1","0","0","0","","","null","null","null","null","12.6","46.6","9.9","10"
"","","","","","","","2024-07-03","87.9","69.9","78.5","88.3","69.9","78.9","0","0","0","","","null","null","null","19.7","13.7","56.8","9.9","9"
"","","","","","","","2024-07-04","92","73.9","81","98.1","73.9","83.4","0.244","100","12.5","rain","","","null","null","33.3","12.2","83.6","9.3","8"
"","","","","","","","2024-07-05","97.2","76.9","85.5","108.2","76.9","91.4","0","0","0","","","null","null","null","21.9","12.8","73.6","8.7","8"
"","","","","","","","2024-07-06","97.8","80.9","89.9","103.1","84.9","96.3","0","0","0","","","null","null","null","26.4","14.5","61.5","9.9","10"
"","","","","","","","2024-07-07","95.1","80.9","88.9","95.8","82","89.6","0","0","0","","","null","null","null","23","13.6","79.8","9.9","9"
"","","","","","","","2024-07-08","96.9","79.5","88","104.6","79.5","92.6","0","0","0","","","null","null","null","18.3","14.7","74.9","9.9","9"
"","","","","","","","2024-07-09","97.9","78.7","88.1","110","78.7","95.4","0","0","0","","","null","null","null","null","12.3","67.5","9.9","9"
