"queryCost","latitude","longitude","resolvedAddress","address","timezone","tzoffset","days__datetime","days__tempmax","days__tempmin","days__temp","days__feelslikemax","days__feelslikemin","days__feelslike","days__precip","days__precipprob","days__precipcover","days__preciptype","days__preciptype__001","days__preciptype__002","days__snow","days__snowdepth","days__windgust","days__windspeed","days__cloudcover","days__visibility","days__uvindex"
"","","","","","","","2021-02-24","59.3","32.7","47.3","59.3","28.4","46.6","0","0","0","null","","","0","0","25.3","16.9","43.7","9.9","5"
"","","","","","","","2021-02-25","57.6","39","49.9","57.6","39","47.9","0","0","0","null","","","0","0","38.3","25.1","15.9","9.9","5"
"","","","","","","","2021-02-26","50.9","37.8","43.3","50.9","32.2","39.6","0.147","100","16.67","","rain","","0","0","22.2","14.3","86","9.5","4"
"","","","","","","","2021-02-27","52.8","37.9","43.8","52.8","32.7","40.6","0.244","100","45.83","","rain","","0","0","19.7","10.7","93.2","7.9","3"
"","","","","","","","2021-02-28","47.7","44","45.9","46.9","41","44.3","0.733","100","62.5","","rain","","0","0","null","10.1","97","6.7","0"
"","","","","","","","2021-03-01","51","40.9","46.7","51","32.8","43.6","0.386","100","45.83","","rain","","0","0","36.9","21.8","85.2","7.5","1"
"","","","","","","","2021-03-02","45.7","30.7","37.8","43.2","20.3","30.9","0","0","0","null","","","0","0","38.7","20.6","28.3","9.9","6"
"","","","","","","","2021-03-03","59.9","30.6","44.8","59.9","24.9","42.2","0","0","0","null","","","0","0","23.8","16.9","14.3","9.9","6"
"","","","","","","","2021-03-04","55","35.9","45.9","55","25.5","41.3","0","0","0","null","","","0","0","37.3","21.5","32.2","9.9","5"
"","","","","","","","2021-03-05","42.9","28","35.4","34.5","17","26.7","0","0","0","null","","","0","0","34","20.8","5.1","9.9","6"
"","","","","","","","2021-03-06","46.9","30.5","38.9","41.9","26.7","32.7","0","0","0","null","","","0","0","31.1","15","36.9","9.9","5"
"","","","","","","","2021-03-07","46.8","27.8","37.9","41.6","20.9","32.7","0","0","0","null","","","0","0","27.3","17.1","4.1","9.9","6"
"","","","","","","","2021-03-08","53","29.2","41.6","53","29.2","39.8","0","0","0","null","","","0","0","18.3","13.7","42.3","9.9","6"
"","","","","","","","2021-03-09","70.9","37.5","52.6","70.9","32.3","50.6","0","0","0","null","","","0","0","21.9","12.3","67.5","9.9","5"
"","","","","","","","2021-03-10","71.8","44.3","56.3","71.8","40.2","55.4","0","0","0","null","","","0","0","null","11.2","57.2","9.9","6"
"","","","","","","","2021-03-11","78.1","52.7","63.6","78.1","52.7","63.6","0","0","0","null","","","0","0","30.7","17.4","69.3","9.9","6"
"","","","","","","","2021-03-12","69.9","56.4","62.8","69.9","56.4","62.8","0","0","0","null","","","0","0","31.1","13.9","78.6","9.9","4"
"","","","","","","","2021-03-13","58.8","46.9","52.7","58.8","40.3","51.2","0","0","0","null","","","0","0","29.5","18.2","70.6","9.9","6"
"","","","","","","","2021-03-14","64.9","46.1","54.4","64.9","41.4","52.8","0","0","0","null","","","0","0","53.9","36.4","40.8","9.9","6"
"","","","","","","","2021-03-15","47.7","33.7","41.1","46","24.4","35.2","0","0","0","null","","","0","0","34.3","22.5","65.4","9.9","6"
"","","","","","","","2021-03-16","44.8","40.8","42.3","40.4","34.2","37.1","0","0","0","null","","","0","0","null","12.3","99.7","9.8","2"
"","","","","","","","2021-03-17","50","41.9","46.2","49.3","37.8","44.1","0","0","0","null","","","0","0","null","6.6","99.6","8.1","2"
"","","","","","","","2021-03-18","53.1","47","49.7","53.1","41","47.9","0.38","100","66.67","","rain","","0","0","31.6","19.2","100","6.7","1"
"","","","","","","","2021-03-19","50.9","39.8","45.5","50.9","29.7","38.8","0.001","100","4.17","","rain","","0","0","35.1","24.3","54.9","9.9","6"
"","","","","","","","2021-03-20","58.6","31.4","44.9","58.6","24.3","41.6","0","0","0","null","","","0","0","null","14.9","14.2","9.9","6"
"","","","","","","","2021-03-21","62.8","35.2","49.5","62.8","31.6","48.7","0","0","0","null","","","0","0","null","9.8","24.5","9.9","7"
"","","","","","","","2021-03-22","65.7","38.1","51.9","65.7","33.9","50.7","0","0","0","null","","","0","0","null","9","5.1","9.9","7"
"","","","","","","","2021-03-23","67.9","45.6","56.3","67.9","42.1","55.3","0","0","0","null","","","0","0","18.3","12.2","72.4","9.9","5"
"","","","","","","","2021-03-24","60","53.8","56.6","60","53.8","56.6","1.615","100","58.33","","rain","","0","0","null","8.9","99.9","6.3","1"
"","","","","","","","2021-03-25","65.3","55","59.4","65.3","55","59.4","0","0","0","null","","","0","0","null","7.9","95.4","6.6","3"
"","","","","","","","2021-03-26","83","61","71","80.6","61","70.7","0","0","0","null","","","0","0","45.7","24.8","52.2","9.9","7"
"","","","","","","","2021-03-27","70","51.4","61.4","70","51.4","61.4","0","0","0","null","","","0","0","21.9","14.4","49.8","9.9","6"
"","","","","","","","2021-03-28","73","53.1","60.5","73","53.1","60.5","0.518","100","25","","rain","","0","0","41.4","22.9","93.2","8.9","3"
"","","","","","","","2021-03-29","60","44","51.2","60","36.3","48","0","0","0","null","","","0","0","45.5","26.9","21.4","9.7","7"
"","","","","","","","2021-03-30","69","45.3","56.2","69","42.4","55.5","0","0","0","null","","","0","0","25","15.8","25.5","9.9","7"
"","","","","","","","2021-03-31","65","55.7","60.6","65","55.7","60.6","0.837","100","29.17","","rain","","0","0","26.2","19.4","92.5","8.4","2"
"","","","","","","","2021-04-01","60.8","35.8","45.2","60.8","24.3","38.2","0.305","100","37.5","","rain","","0","0","41","29.2","83.5","9.5","2"
"","","","","","","","2021-04-02","46","30.7","38.3","37.8","17.6","29","0","0","0","null","","","0","0","36.4","23.5","40.9","9.9","7"
"","","","","","","","2021-04-03","56.6","33.6","44.4","56.6","26.4","40.6","0","0","0","null","","","0","0","16.1","12","32.4","9.9","7"
"","","","","","","","2021-04-04","71.9","43.4","58.1","71.9","40.8","56.9","0","0","0","null","","","0","0","29.5","16.8","49.9","9.9","7"
"","","","","","","","2021-04-05","71.9","47.2","60.5","71.9","46.2","60.3","0","0","0","null","","","0","0","23","13.1","42.7","9.9","7"
"","","","","","","","2021-04-06","76.7","55","63.9","76.7","55","63.9","0","0","0","null","","","0","0","null","11.9","46.9","9.9","7"
"","","","","","","","2021-04-07","82","54.4","65.7","80.7","54.4","65.7","0","0","0","null","","","0","0","null","11","47.2","9.9","7"
"","","","","","","","2021-04-08","71.8","53.6","62.4","71.8","53.6","62.4","0","0","0","null","","","0","0","23","16.9","68.5","9.9","7"
"","","","","","","","2021-04-09","61","52.9","57.1","61","52.9","57.1","0.581","100","16.67","","rain","","0","0","null","11.9","99.7","9.3","2"
"","","","","","","","2021-04-10","73.1","55","61.8","73.1","55","61.8","0","0","0","null","","","0","0","null","10.9","93.8","8.1","6"
"","","","","","","","2021-04-11","78.8","60.9","68.8","78.8","60.9","68.8","0.155","100","41.67","","rain","","0","0","31.1","17.5","79.4","9.7","7"
"","","","","","","","2021-04-12","64","51","57.8","64","51","57.8","0.078","100","16.67","","rain","","0","0","null","11","93.1","9.9","3"
"","","","","","","","2021-04-13","66.7","50.9","57.1","66.7","50.9","57.1","0.001","100","4.17","","rain","","0","0","null","10.5","84.5","9.8","5"
"","","","","","","","2021-04-14","62.1","51.4","56.8","62.1","51.4","56.8","0.299","100","50","","rain","","0","0","null","11","75.1","8.9","2"
"","","","","","","","2021-04-15","64.8","49.9","58","64.8","45.8","57.8","0.012","100","4.17","","rain","","0","0","35.9","20.3","76.4","9.8","6"
"","","","","","","","2021-04-16","61.7","43.8","51.9","61.7","39.9","50.5","0","0","0","null","","","0","0","34.4","19.8","47.1","9.9","4"
"","","","","","","","2021-04-17","60.8","42.6","53","60.8","39.2","52.2","0","0","0","null","","","0","0","17.2","12.7","59","9.9","7"
"","","","","","","","2021-04-18","65.8","47.3","56.8","65.8","43.6","56.1","0","0","0","null","","","0","0","18.3","11.2","69.2","9.9","7"
"","","","","","","","2021-04-19","61.8","52.3","55.6","61.8","52.3","55.6","0.012","100","8.33","","rain","","0","0","null","10.8","66","9.8","5"
"","","","","","","","2021-04-20","74.8","46.6","61.2","74.8","43.8","60.6","0","0","0","null","","","0","0","29.1","16.2","22.1","9.9","7"
"","","","","","","","2021-04-21","65.2","42.9","56.3","65.2","36.9","55","0.006","100","8.33","","rain","","0","0","46.5","31.6","48.8","9.9","6"
"","","","","","","","2021-04-22","52.3","36.5","44.9","52.3","31.8","41.1","0","0","0","null","","","0","0","34.9","21.4","66.9","9.9","5"
"","","","","","","","2021-04-23","62.8","37.7","52.1","62.8","33.3","51.2","0","0","0","null","","","0","0","29.6","14.7","36.6","9.9","7"
"","","","","","","","2021-04-24","64.9","42.3","54.1","64.9","39.8","53.7","0.259","100","20.83","","rain","","0","0","31.1","13","65.6","9.4","5"
"","","","","","","","2021-04-25","66.6","51","57","66.6","51","57","0.616","100","37.5","","rain","","0","0","30.8","22.8","90.9","7.8","6"
"","","","","","","","2021-04-26","67.9","46","56.9","67.9","40.6","55.8","0","0","0","null","","","0","0","26.4","16.8","28.8","9.9","7"
"","","","","","","","2021-04-27","83.8","50.6","65.8","82","50.6","65.6","0","0","0","null","","","0","0","25.3","19","67.1","9.9","7"
"","","","","","","","2021-04-28","85.8","63.9","73.2","85.3","63.9","73.2","0","0","0","null","","","0","0","24.2","14.1","82.6","9.9","7"
"","","","","","","","2021-04-29","85.7","66.9","75.8","86","66.9","76.1","0","0","0","null","","","0","0","29.9","18.7","90","9.9","5"
"","","","","","","","2021-04-30","72.9","53.8","64.8","72.9","53.8","64.8","0.016","100","16.67","","rain","","0","0","53.7","30.9","57.5","9.7","7"
"","","","","","","","2021-05-01","69","47","57.3","69","41","55.9","0","0","0","null","","","0","0","42.1","22","20.5","9.9","7"
"","","","","","","","2021-05-02","83","54.7","68.3","81.4","54.7","68","0","0","0","null","","","0","0","28.5","19.1","64.1","9.9","7"
"","","","","","","","2021-05-03","74.8","65.8","69.9","74.8","65.8","69.9","0.022","100","8.33","","rain","","0","0","26.4","15.8","92.9","9.8","4"
"","","","","","","","2021-05-04","83.2","65.7","71.9","84.6","65.7","72.1","0.52","100","25","","rain","","0","0","45.3","13.2","66.9","9.8","8"
"","","","","","","","2021-05-05","78.9","57.8","67.4","78.9","57.8","67.4","0.058","100","25","","rain","","0","0","38.5","23.5","72","9.3","5"
"","","","","","","","2021-05-06","64.9","48.7","57.9","64.9","46.1","57.5","0","0","0","null","","","0","0","29.7","17.8","45.5","9.9","7"
"","","","","","","","2021-05-07","63.6","49","55.2","63.6","49","55.2","0.103","100","25","","rain","","0","0","31.1","12.2","86.8","9.8","4"
"","","","","","","","2021-05-08","60","44.4","52.7","60","43.3","52","0.041","100","8.33","","rain","","0","0","35.8","21.1","65.9","9.8","7"
"","","","","","","","2021-05-09","67.8","47.1","57.3","67.8","44.2","56.6","0","0","0","null","","","0","0","26.2","16.4","84.1","9.9","6"
"","","","","","","","2021-05-10","70.1","53","61.6","70.1","53","61.6","0","0","0","null","","","0","0","30.3","19.5","59.9","9.9","7"
"","","","","","","","2021-05-11","68.9","52.6","60.6","68.9","52.6","60.6","0","0","0","null","","","0","0","23","14.7","71.8","9.8","8"
"","","","","","","","2021-05-12","66.6","49.8","57.7","66.6","45.9","57.4","0","0","0","null","","","0","0","21.9","14.8","79.1","9.9","7"
"","","","","","","","2021-05-13","71.5","48.3","61.2","71.5","45.9","61.1","0","0","0","null","","","0","0","19.7","12","40.4","9.9","8"
"","","","","","","","2021-05-14","72.8","52.2","62.2","72.8","52.2","62.2","0","0","0","null","","","0","0","null","8.9","58.1","9.9","8"
"","","","","","","","2021-05-15","77.9","51.2","64.8","77.9","51.2","64.8","0","0","0","null","","","0","0","null","9.7","52.3","9.9","7"
"","","","","","","","2021-05-16","72","53","61.4","72","53","61.4","0","0","0","null","","","0","0","25.3","10.9","86.6","9.9","7"
"","","","","","","","2021-05-17","73.8","53.4","64.5","73.8","53.4","64.5","0","0","0","null","","","0","0","null","7.5","70.6","9.9","6"
"","","","","","","","2021-05-18","78.2","55.2","67.3","78.2","55.2","67.3","0","0","0","null","","","0","0","null","10.9","44.3","9.9","8"
"","","","","","","","2021-05-19","83.9","58.4","71.5","81.9","58.4","71.2","0","0","0","null","","","0","0","null","12","24.5","9.6","8"
"","","","","","","","2021-05-20","89.5","62.2","74.3","87.1","62.2","73.8","0","0","0","null","","","0","0","23","15.4","43.3","9.9","7"
"","","","","","","","2021-05-21","82.8","59","70.8","81.4","59","70.6","0","0","0","null","","","0","0","null","11","51.1","9.9","8"
"","","","","","","","2021-05-22","89.8","62.2","76.8","87.8","62.2","76.2","0","0","0","null","","","0","0","22.5","14.5","83","9.9","7"
"","","","","","","","2021-05-23","92.7","74.3","84","92.5","74.3","83.9","0","0","0","null","","","0","0","30.2","19","58.8","9.9","7"
"","","","","","","","2021-05-24","83.5","60.7","68.4","83.9","60.7","68.4","0.348","100","37.5","","rain","","0","0","21.9","15.5","96.7","8.9","2"
"","","","","","","","2021-05-25","78","58.7","66.9","78","58.7","66.9","0","0","0","null","","","0","0","null","11","86.9","9.9","7"
"","","","","","","","2021-05-26","90.1","68.8","76.2","93.8","68.8","77.2","0.874","100","20.83","","rain","","0","0","39.1","16.3","71.5","9.7","7"
"","","","","","","","2021-05-27","84.7","69.7","77.1","82.9","69.7","76.8","0","0","0","null","","","0","0","20.8","16.5","59.1","9.9","8"
"","","","","","","","2021-05-28","74.8","62","70.2","74.8","62","70.2","0.686","100","20.83","","rain","","0","0","19.7","14.1","89","9.6","6"
"","","","","","","","2021-05-29","60.9","51.9","54.4","60.9","51.9","54.4","0.941","100","75","","rain","","0","0","27.7","16.8","99.9","6.9","2"
"","","","","","","","2021-05-30","56.6","49.7","53.2","56.6","44.1","52.6","0.172","100","33.33","","rain","","0","0","21.9","16","97.9","9.5","2"
"","","","","","","","2021-05-31","74.7","49.7","62.5","74.7","47.6","62.4","0","0","0","null","","","0","0","20.8","13.8","43.5","9.9","7"
"","","","","","","","2021-06-01","77","57.2","67.7","77","57.2","67.7","0","0","0","null","","","0","0","17.2","14.6","75.6","9.9","8"
"","","","","","","","2021-06-02","80.7","64.4","71.4","81.4","64.4","71.5","0","0","0","null","","","0","0","21.9","13.9","89.6","9.9","7"
"","","","","","","","2021-06-03","82.1","66.7","72.7","85","66.7","73.3","0.115","100","29.17","","rain","","0","0","21.9","18","94","8.9","6"
"","","","","","","","2021-06-04","84.7","70","74.7","84.8","70","74.8","0.09","100","8.33","","rain","","0","0","24.2","16.1","77.1","9.9","7"
"","","","","","","","2021-06-05","91","68.6","79.7","91.6","68.6","80.1","0","0","0","null","","","0","0","23","14.8","29.9","9.9","8"
"","","","","","","","2021-06-06","91.9","71.3","81.2","95.3","71.3","83.3","0","0","0","null","","","0","0","null","12.4","45.3","9.9","8"
"","","","","","","","2021-06-07","89.9","75.3","82.3","97.9","75.3","86.2","0","0","0","null","","","0","0","null","13.3","70.9","9.9","8"
"","","","","","","","2021-06-08","88.1","75.6","81.6","96.6","75.6","85.2","0.015","100","12.5","","rain","","0","0","null","13.1","81.3","9.9","6"
"","","","","","","","2021-06-09","87.9","75.5","81.5","93.8","75.5","83.9","0","0","0","null","","","0","0","null","12.1","82.8","9.9","4"
"","","","","","","","2021-06-10","87.2","71.7","77.8","91.6","71.7","78.9","0.934","100","33.33","","rain","","0","0","17.2","14.1","88.4","9.1","6"
"","","","","","","","2021-06-11","70.8","66.7","68.9","70.8","66.7","68.9","1.748","100","79.17","","rain","","0","0","17.2","14.9","100","6.7","1"
"","","","","","","","2021-06-12","78.7","64.9","70.8","78.7","64.9","70.8","0","0","0","null","","","0","0","21.9","13.1","89.6","9.8","6"
"","","","","","","","2021-06-13","81.9","67.5","74.1","83.7","67.5","74.2","0","0","0","null","","","0","0","null","12.3","83.5","9.9","7"
"","","","","","","","2021-06-14","87.8","67.6","77","89.7","67.6","77.9","0.143","100","8.33","","rain","","0","0","38.6","19.3","67.9","9.6","8"
"","","","","","","","2021-06-15","80.8","65.9","73.6","80.6","65.9","73.6","1.575","100","16.67","","rain","","0","0","29.8","18.9","58.7","9.5","8"
"","","","","","","","2021-06-16","80","65.8","73","80","65.8","73","0","0","0","null","","","0","0","22.9","13.7","48.1","9.9","8"
"","","","","","","","2021-06-17","79","60.1","71.3","79","60.1","71.3","0","0","0","null","","","0","0","19.7","11.9","40.5","9.9","8"
"","","","","","","","2021-06-18","84.7","60.2","73.7","83.8","60.2","73.6","0","0","0","null","","","0","0","21.9","14.6","42.4","9.9","8"
"","","","","","","","2021-06-19","87.2","73","78.9","89.1","73","79.7","0","0","0","null","","","0","0","24.2","13.9","86.6","9.9","5"
"","","","","","","","2021-06-20","88.1","72.6","80.4","94.1","72.6","83.1","0.159","100","12.5","","rain","","0","0","null","14.9","79.5","9.3","8"
"","","","","","","","2021-06-21","89.9","74.6","80.4","99.1","74.6","83","0.051","100","4.17","","rain","","0","0","31.5","14.6","80.1","9.9","8"
"","","","","","","","2021-06-22","75.5","64.3","70.2","75.5","64.3","70.2","0.331","100","25","","rain","","0","0","21.9","12.8","82.5","9.3","2"
"","","","","","","","2021-06-23","77.6","56.2","67.2","77.6","56.2","67.2","0","0","0","null","","","0","0","null","12.4","34.4","9.9","8"
"","","","","","","","2021-06-24","77.9","59.4","70.4","77.9","59.4","70.4","0","0","0","null","","","0","0","17.2","9.7","40.4","9.9","7"
"","","","","","","","2021-06-25","80","62.2","71.8","80.7","62.2","71.8","0","0","0","null","","","0","0","null","12.3","56.3","9.9","8"
"","","","","","","","2021-06-26","84.7","72.9","78.3","88.8","72.9","80.1","0.131","100","12.5","","rain","","0","0","null","15","89.7","9.7","9"
"","","","","","","","2021-06-27","88.1","73.8","80.9","95.6","73.8","84.2","0","0","0","null","","","0","0","27.3","17.8","77.7","9.9","7"
"","","","","","","","2021-06-28","90","75.5","83","99.1","75.5","86.9","0","0","0","null","","","0","0","null","13.6","30.7","9.9","8"
"","","","","","","","2021-06-29","92.8","76.5","83.9","98.9","76.5","88.1","0","0","0","null","","","0","0","20.8","15.4","38.5","9.9","8"
"","","","","","","","2021-06-30","93.9","75.4","84.9","102.9","75.4","88.8","0.029","100","8.33","","rain","","0","0","33.3","14.9","41.5","9.9","8"
"","","","","","","","2021-07-01","90.1","71.6","79.2","96.3","71.6","80.7","1.181","100","12.5","","rain","","0","0","57.2","8.8","79.1","9.9","6"
"","","","","","","","2021-07-02","80.9","70.8","74.6","81.5","70.8","74.7","0.117","100","37.5","","rain","","0","0","27.7","16.6","81.2","9.9","6"
"","","","","","","","2021-07-03","80.6","62.9","72","80.6","62.9","72","0.009","100","8.33","","rain","","0","0","32.6","15.5","70.3","9.9","7"
"","","","","","","","2021-07-04","83.8","64.5","75.4","84.1","64.5","75.5","0","0","0","null","","","0","0","null","11","58.5","9.8","7"
"","","","","","","","2021-07-05","88","70.4","79.5","91.5","70.4","80.9","0","0","0","null","","","0","0","null","13.7","68.1","9.1","7"
"","","","","","","","2021-07-06","92.8","73.6","83.1","101.5","73.6","87.3","0","0","0","null","","","0","0","27.4","15.5","35.9","9.9","7"
"","","","","","","","2021-07-07","92.8","76.5","84.8","103.7","76.5","89.8","0","0","0","null","","","0","0","16.1","15.4","46.6","9.1","7"
"","","","","","","","2021-07-08","84.9","72.9","79.6","92.2","72.9","81.7","0.229","100","29.17","","rain","","0","0","32.2","17.8","88.4","9.9","5"
"","","","","","","","2021-07-09","89.7","70.9","77.3","95.3","70.9","78.7","0.828","100","20.83","","rain","","0","0","29.9","16.9","69.8","9.4","7"
