"queryCost","latitude","longitude","resolvedAddress","address","timezone","tzoffset","days__datetime","days__tempmax","days__tempmin","days__temp","days__feelslikemax","days__feelslikemin","days__feelslike","days__precip","days__precipprob","days__precipcover","days__preciptype","days__preciptype__001","days__preciptype__002","days__snow","days__snowdepth","days__windgust","days__windspeed","days__cloudcover","days__visibility","days__uvindex"
"365","38.8904","-77.032","Washington, DC, United States","Washington DC","America/New_York","-5","2022-01-01","63.5","54.1","58.3","63.5","54.1","58.3","0.448","100","33.33","","rain","","0","0","null","11.4","99.5","6.2","0"
"","","","","","","","2022-01-02","62.7","47.8","57.5","62.7","42","57","0.124","100","29.17","","rain","","0","0","36.6","18.9","91.6","9.6","1"
"","","","","","","","2022-01-03","46","26.1","32.7","39.4","14.3","23","0.889","100","62.5","","rain","snow","2.8","1","34.9","22.5","77.2","6.2","0"
"","","","","","","","2022-01-04","34","25.3","29.4","33.7","16","24","0","0","0","","snow","","1.4","3.5","19.7","14.1","18.7","9.9","6"
"","","","","","","","2022-01-05","40.8","28.1","35.8","37.2","19.8","29.5","0","0","0","null","","","0","2.4","null","13.6","82.6","9.9","1"
"","","","","","","","2022-01-06","42.9","36.9","39.8","40.6","29.5","35.3","0","0","0","","rain","","0.2","1.7","19.7","12.9","88.1","9.9","4"
"","","","","","","","2022-01-07","35.8","24.9","29.8","26.4","16.7","20","0.118","100","20.83","","rain","snow","0.3","2","32.2","21.3","58.4","8.4","5"
"","","","","","","","2022-01-08","33.1","22.8","27.5","29.9","13","20.3","0","0","0","null","","","0","1.2","null","13.3","20.5","9.9","5"
"","","","","","","","2022-01-09","46.6","30.4","37.8","43.1","21.2","30.8","0.543","100","45.83","","rain","","0","0.6","31.1","15.4","90","8.4","1"
"","","","","","","","2022-01-10","44","28.9","34.8","36.2","17.1","25.5","0.005","100","4.17","","rain","snow","0","0.1","34.9","21","58.5","9.9","5"
"","","","","","","","2022-01-11","28.8","22.9","25.8","22.4","9.2","16.6","0","0","0","null","","","0","0","28.4","19.7","42.6","9.9","5"
"","","","","","","","2022-01-12","46.9","22.8","34.5","41.7","13","27.4","0","0","0","null","","","0","0","25.3","15.7","53.8","9.9","5"
"","","","","","","","2022-01-13","50.7","31.5","39.7","50.7","31.5","38.3","0","0","0","null","","","0","0","null","6.5","86.6","9.9","2"
"","","","","","","","2022-01-14","48.6","35.6","41.8","41.5","25.8","34.8","0","0","0","null","","","0","0","34.3","21.6","81.5","9.9","3"
"","","","","","","","2022-01-15","33.8","20.5","25.8","23.1","9.2","14.8","0","0","0","null","","","0","0","26.4","19.1","61.7","9.9","2"
"","","","","","","","2022-01-16","37.2","16.7","23.8","26.5","5","13","0.82","100","37.5","","rain","snow","0.3","0.1","34","21.6","86","7.2","1"
"","","","","","","","2022-01-17","39.7","34.9","36.9","34.9","23.1","27.4","0.038","100","8.33","","rain","snow","0.3","0.4","43.3","27","87.8","9.7","2"
"","","","","","","","2022-01-18","40.8","30.3","36","36.2","23.8","29.2","0","0","0","null","","","0","0.1","31.9","17.4","67.6","9.9","3"
"","","","","","","","2022-01-19","53.9","29.5","42","53.9","21.9","37.6","0","0","0","null","","","0","0","29.8","16.8","69.8","9.9","4"
"","","","","","","","2022-01-20","46.1","28","37.8","43.1","17.5","31.4","0.305","100","33.33","","rain","","0","0","19.7","16.6","89.5","9.2","1"
"","","","","","","","2022-01-21","26.8","18.9","23.5","16.6","4.6","11.7","0","0","0","null","","","0","0","29","18.7","85.5","9.9","4"
"","","","","","","","2022-01-22","33.9","16.8","25.2","30.1","4.3","17.5","0","0","0","null","","","0","0","null","12.2","46.5","9.9","6"
"","","","","","","","2022-01-23","38.9","24.5","31.8","35.5","18.6","27.3","0","0","0","null","","","0","0","null","10.2","86.2","9.9","2"
"","","","","","","","2022-01-24","40.8","30.3","36.5","37.1","23.2","30.8","0","0","0","null","","","0","0","null","13.4","70.7","9.9","4"
"","","","","","","","2022-01-25","48.8","30.7","38.1","43.8","19.3","32.7","0","0","0","null","","","0","0","30.8","21.1","87","9.9","4"
"","","","","","","","2022-01-26","33.9","23.6","28.3","28.9","14.8","19.2","0","0","0","null","","","0","0","20.8","17.8","29","9.9","6"
"","","","","","","","2022-01-27","35.8","20.2","28.1","30.7","13","22.8","0","0","0","null","","","0","0","null","11.2","42.8","9.9","6"
"","","","","","","","2022-01-28","40.7","31.6","34.4","36","22.6","30","0.122","100","33.33","","rain","snow","0.1","0.1","null","15.6","97.2","6.9","2"
"","","","","","","","2022-01-29","32.9","21.7","25.7","23.4","7.7","12.1","0.003","100","12.5","","rain","snow","0.2","0.3","38.7","25.6","58","9.1","4"
"","","","","","","","2022-01-30","30.6","18.5","25.2","30.6","7","18","0","0","0","null","","","0","0.1","30.2","18.1","58.5","9.9","4"
"","","","","","","","2022-01-31","38.6","24.6","30.2","32.7","15.5","23.6","0","0","0","","snow","","0.1","0.1","null","9.9","65.5","9.9","4"
"","","","","","","","2022-02-01","42","24.6","32.8","42","16.8","28.6","0","0","0","","rain","snow","0","0.1","null","9","26","9.9","5"
"","","","","","","","2022-02-02","47.9","29.1","37.5","44.7","23.8","34.8","0","0","0","null","","","0","0","null","7.9","73.4","8","5"
"","","","","","","","2022-02-03","57.1","39.9","46.8","57.1","35.8","45.7","0.438","100","70.83","","rain","","0","0","30","16.2","99.1","5.9","0"
"","","","","","","","2022-02-04","59.1","35","46.6","59.1","25.4","42.1","1.038","100","70.83","","rain","","0","0","28.9","19.3","99.9","7","0"
"","","","","","","","2022-02-05","34.9","26.6","31.2","24.7","17.2","20.8","0","0","0","null","","","0","0","36.2","23.7","45.2","9.9","6"
"","","","","","","","2022-02-06","38.5","23.6","30.2","38.5","16.6","25.4","0","0","0","null","","","0","0","null","10.4","31.6","9.9","6"
"","","","","","","","2022-02-07","43.8","32.7","37.5","42.4","27.4","33.9","0.074","100","29.17","","rain","","0","0","null","8.8","99.1","8.8","2"
"","","","","","","","2022-02-08","48.7","31.7","39.5","46.4","24.7","35.6","0","0","0","null","","","0","0","18.3","12.6","36.6","9.9","6"
"","","","","","","","2022-02-09","54","29.2","41.1","54","23.4","38.6","0","0","0","null","","","0","0","null","11.4","16.9","9.9","6"
"","","","","","","","2022-02-10","60.9","36.7","47.9","60.9","30.2","45.7","0","0","0","null","","","0","0","33.7","18.4","42.6","9.9","5"
"","","","","","","","2022-02-11","66.7","33.8","49.2","66.7","30.7","48.4","0","0","0","null","","","0","0","30.2","19","32","9.9","6"
"","","","","","","","2022-02-12","60.9","47.9","53.8","60.9","43.4","52.9","0","0","0","null","","","0","0","21.9","15.4","73.7","9.9","3"
"","","","","","","","2022-02-13","45","28.5","34.7","37.6","19.7","26.9","0.058","100","29.17","","rain","snow","0","0","20.8","17.6","84.5","8","1"
"","","","","","","","2022-02-14","31.7","25.5","28.6","25.7","13.8","19.5","0","0","0","null","","","0","0","26.4","17.8","60.4","9.9","7"
"","","","","","","","2022-02-15","38.1","21.5","30.2","32.4","11.5","24.3","0","0","0","null","","","0","0","null","10.1","32.1","9.9","7"
"","","","","","","","2022-02-16","53.9","28.4","40.4","53.9","22.1","36","0","0","0","null","","","0","0","21.9","11.6","80.2","9.9","4"
"","","","","","","","2022-02-17","69.9","47.3","57.4","69.9","42.3","56.2","0","0","0","null","","","0","0","33.9","21.1","86.6","9.9","3"
"","","","","","","","2022-02-18","66.8","32.9","48.6","66.8","25.7","43.6","0.015","100","16.67","","rain","","0","0","48.9","32.4","62.5","9.9","5"
"","","","","","","","2022-02-19","49.8","26.4","35.1","43.8","14.4","27.2","0","0","0","null","","","0","0","48.3","29.2","25.6","9.9","7"
"","","","","","","","2022-02-20","42.2","22.2","32.2","35.8","13.3","25","0","0","0","null","","","0","0","24.2","14.4","9","9.9","7"
"","","","","","","","2022-02-21","65","31.7","47.1","65","26.9","44.5","0","0","0","null","","","0","0","null","12.6","35","9.9","7"
"","","","","","","","2022-02-22","65.9","44.4","55.6","65.9","44.4","55.5","0.058","100","16.67","","rain","","0","0","40.3","26.4","91.5","9.2","1"
"","","","","","","","2022-02-23","74.8","44","61.8","74.8","37.7","61","0.012","100","8.33","","rain","","0","0","33.1","25.5","82","9.9","6"
"","","","","","","","2022-02-24","42.9","33.1","36.4","34.8","24.7","29.4","0.152","100","33.33","","rain","snow","0","0","null","17.5","99.3","7.5","0"
"","","","","","","","2022-02-25","57.6","33","41","57.6","26.4","35.8","0.368","100","16.67","","rain","snow","0","0","35.4","20.8","84.9","7.2","6"
"","","","","","","","2022-02-26","42.8","33.8","37.6","39.6","24.5","31.1","0","0","0","null","","","0","0","31.6","19.9","89.4","9.9","6"
"","","","","","","","2022-02-27","55.8","35.4","44.8","55.8","31.8","43.2","0","0","0","null","","","0","0","28.9","16.7","53.6","9.9","7"
"","","","","","","","2022-02-28","49.7","36.7","42.8","47.2","29.3","37.9","0","0","0","null","","","0","0","25.3","14","31.6","9.9","7"
"","","","","","","","2022-03-01","55.1","33.2","43.3","55.1","27.9","40.2","0","0","0","null","","","0","0","20.8","14.6","80.6","9.9","3"
"","","","","","","","2022-03-02","62.7","39.8","50.7","62.7","39.8","49.9","0","0","0","null","","","0","0","null","9.8","59","9.9","7"
"","","","","","","","2022-03-03","56.6","36.9","48.9","56.6","27.7","45.8","0","0","0","null","","","0","0","35.1","22.4","73.5","9.9","7"
"","","","","","","","2022-03-04","46.8","28.5","37","43.8","19.1","31.1","0","0","0","null","","","0","0","18.3","16.2","35.1","9.9","7"
"","","","","","","","2022-03-05","60","36.6","47.4","60","32","45.8","0","0","0","null","","","0","0","16.1","15.8","78","9.9","7"
"","","","","","","","2022-03-06","78","49.5","66.4","78","46.3","66.1","0.005","100","8.33","","rain","","0","0","33","20.3","83","9.9","4"
"","","","","","","","2022-03-07","78.9","58.9","68.7","78.9","58.9","68.7","0.037","100","12.5","","rain","","0","0","47.1","31.3","82.4","9.8","3"
"","","","","","","","2022-03-08","55","43.9","48.6","55","36.8","44.8","0","0","0","null","","","0","0","43.7","21.5","83.3","9.9","6"
"","","","","","","","2022-03-09","46.5","40.8","43.2","43.8","33.9","38.6","0.662","100","50","","rain","","0","0","23","12.2","95.1","7.6","1"
"","","","","","","","2022-03-10","51.8","36.5","44.5","51.8","30","41.9","0","0","0","null","","","0","0","null","12.3","87.6","9.6","5"
"","","","","","","","2022-03-11","61.9","37.3","49.2","61.9","34","47.4","0","0","0","null","","","0","0","23","14.8","40.3","9.8","8"
"","","","","","","","2022-03-12","48.7","24.9","35.6","48.7","10.8","26","0.472","100","37.5","","rain","snow","0.3","0.1","45.5","26.2","83.8","7.2","0"
"","","","","","","","2022-03-13","43","21.7","32","36.6","11","23.3","0","0","0","","snow","","0.2","0.3","32.1","22","38.7","9.9","7"
"","","","","","","","2022-03-14","61","32.6","45.5","61","27.3","43.2","0","0","0","null","","","0","0","17.2","12.4","55.5","9.9","8"
"","","","","","","","2022-03-15","71","42.4","54.5","71","38.4","53.3","0","0","0","null","","","0","0","null","15.3","49.2","9.9","8"
"","","","","","","","2022-03-16","71.8","44.3","57.5","71.8","41.9","57.3","0","0","0","null","","","0","0","21.9","15.7","61","9.9","8"
"","","","","","","","2022-03-17","60.2","49.8","54.7","60.2","45.7","54.1","0.876","100","45.83","","rain","","0","0","null","12.9","96.1","5.8","1"
"","","","","","","","2022-03-18","73.2","47.5","58.5","73.2","45.9","58","0","0","0","null","","","0","0","27.9","15.9","63.2","5.7","7"
"","","","","","","","2022-03-19","75.7","57.9","65.6","75.7","57.9","65.6","0","0","0","null","","","0","0","38.4","21.5","62.6","9.9","5"
"","","","","","","","2022-03-20","64.8","51","56.1","64.8","51","56.1","0","0","0","null","","","0","0","40.1","25.2","62.3","9.9","4"
"","","","","","","","2022-03-21","69","43.7","57.6","69","40.5","56.8","0","0","0","null","","","0","0","29.5","14.8","20.7","9.9","7"
"","","","","","","","2022-03-22","70.5","46.5","57.8","70.5","43.2","57.5","0","0","0","null","","","0","0","null","11","56.1","9.9","6"
"","","","","","","","2022-03-23","54.7","48.6","51.7","54.7","43.7","50.9","0.27","100","33.33","","rain","","0","0","20.8","12.6","93.8","9.2","1"
"","","","","","","","2022-03-24","57.4","51","54","57.4","51","54","0.251","100","16.67","","rain","","0","0","18.3","10.7","99.8","5.8","2"
"","","","","","","","2022-03-25","62.3","48.5","55.8","62.3","46.1","55.6","0","0","0","null","","","0","0","21.9","13.6","80.1","8.3","5"
"","","","","","","","2022-03-26","53.7","42.1","48.7","53.7","36.5","44.7","0.002","100","4.17","","rain","","0","0","42.5","18.5","81.6","9.8","4"
"","","","","","","","2022-03-27","44.9","33.9","40.7","36.4","24.2","32.5","0","0","0","null","","","0","0","40.9","23.9","79.3","9.9","5"
"","","","","","","","2022-03-28","40.8","29.7","34","31.8","18.2","24.5","0.001","100","4.17","","rain","snow","0","0","45.4","23.8","66.7","9.9","6"
"","","","","","","","2022-03-29","46.8","25","35.2","43","14","27.6","0","0","0","null","","","0","0","31.2","17.3","23.4","9.9","8"
"","","","","","","","2022-03-30","57.8","36.3","47","57.8","32.8","46.4","0.022","100","8.33","","rain","","0","0","25.3","15","91.8","9.9","5"
"","","","","","","","2022-03-31","73.9","51.9","63.5","73.9","51.9","63.5","0","0","0","null","","","0","0","48.8","32.5","93.5","9.9","2"
"","","","","","","","2022-04-01","67.9","46.8","54.1","67.9","40.7","53.2","0.176","100","20.83","","rain","","0","0","46.2","27.4","75.3","9.5","7"
"","","","","","","","2022-04-02","56.9","39.5","48.1","56.9","32.8","44.9","0","0","0","null","","","0","0","28.7","16.3","55.6","9.9","9"
"","","","","","","","2022-04-03","60.4","46.8","51.3","60.4","41.4","49.3","0","0","0","null","","","0","0","40.8","22.8","81.9","9.9","7"
"","","","","","","","2022-04-04","55.8","38.5","48.6","55.8","33","46.3","0","0","0","null","","","0","0","28.7","14","53.7","9.9","4"
"","","","","","","","2022-04-05","55.9","48.5","51.6","55.9","45.1","50.8","0.632","100","45.83","","rain","","0","0","null","14.4","97.9","8.1","1"
"","","","","","","","2022-04-06","60.9","53","56.2","60.9","53","56.2","1.008","100","45.83","","rain","","0","0","18.3","14.7","99.4","7.6","1"
"","","","","","","","2022-04-07","54.9","49.7","51.8","54.9","46.2","51.3","0.644","100","50","","rain","","0","0","27.2","17.6","96.4","6","1"
"","","","","","","","2022-04-08","62.8","46.5","54.3","62.8","43.1","53.2","0.056","100","4.17","","rain","","0","0","28.7","19.5","55.9","9.7","5"
"","","","","","","","2022-04-09","55.9","43.8","50.3","55.9","40.6","48.9","0.124","100","20.83","","rain","","0","0","29.3","15.8","84.5","9.7","6"
"","","","","","","","2022-04-10","54.9","40.8","47.7","54.9","36.4","43.9","0","0","0","null","","","0","0","34.3","22.6","56.2","9.9","5"
"","","","","","","","2022-04-11","66.2","39.4","52.4","66.2","34.7","51.7","0","0","0","null","","","0","0","16.1","11.4","39.5","9.9","8"
"","","","","","","","2022-04-12","78.8","52.7","64.6","78.8","52.7","64.6","0","0","0","null","","","0","0","19.7","13.8","76.5","9.9","9"
"","","","","","","","2022-04-13","85.8","55.8","70.5","84.3","55.8","70.2","0","0","0","null","","","0","0","29.6","19","71.2","9.9","6"
"","","","","","","","2022-04-14","82.9","61","72.9","82.1","61","72.8","0.03","100","4.17","","rain","","0","0","38.7","22.9","75.9","9.9","6"
"","","","","","","","2022-04-15","71","49.3","61.6","71","49.3","61.6","0","0","0","null","","","0","0","27.7","19.1","41.1","9.9","9"
"","","","","","","","2022-04-16","78.8","58.8","66.4","78.8","58.8","66.4","0.005","100","8.33","","rain","","0","0","35","18","77.7","9.9","9"
"","","","","","","","2022-04-17","60.7","48.4","53.9","60.7","42.6","53.2","0","0","0","null","","","0","0","31.9","19.3","56.7","9.9","9"
"","","","","","","","2022-04-18","47.7","40.9","44.9","43.1","31.8","39.6","0.825","100","41.67","","rain","","0","0","31.9","19.3","91.4","8.1","1"
"","","","","","","","2022-04-19","52.9","39.6","46.3","52.9","30.1","42","0.013","100","8.33","","rain","","0","0","38.2","21.7","83.9","9.9","6"
"","","","","","","","2022-04-20","61","40.5","51.3","61","36","49.6","0","0","0","null","","","0","0","19.7","11.2","36.7","9.9","9"
"","","","","","","","2022-04-21","66.8","48.4","57.4","66.8","43.3","56.2","0","0","0","null","","","0","0","25.3","16.6","86.9","9.9","5"
"","","","","","","","2022-04-22","75.6","52.3","64.5","75.6","52.3","64.5","0","0","0","null","","","0","0","19.7","12","64.1","9.9","8"
"","","","","","","","2022-04-23","76.9","52.6","64.7","76.9","52.6","64.7","0","0","0","null","","","0","0","null","10.3","63.8","9.8","7"
"","","","","","","","2022-04-24","81.6","54.6","66.1","81.3","54.6","66.1","0","0","0","null","","","0","0","21.9","13.7","46.4","9.9","8"
"","","","","","","","2022-04-25","71","53.7","60.7","71","53.7","60.7","0","0","0","null","","","0","0","null","12.2","69.7","9.7","6"
"","","","","","","","2022-04-26","70.9","57.8","62.1","70.9","57.8","62.1","0.069","100","12.5","","rain","","0","0","null","17.2","95.9","8.3","2"
"","","","","","","","2022-04-27","61.8","46.8","54.6","61.8","40.4","53.4","0","0","0","null","","","0","0","39","21","53.8","9.9","5"
"","","","","","","","2022-04-28","60","38.7","48.8","60","29.5","44.7","0","0","0","null","","","0","0","32.2","17.7","49.6","9.9","8"
"","","","","","","","2022-04-29","65.8","42.9","54.5","65.8","39.2","53.4","0","0","0","null","","","0","0","31.1","10.3","33.2","9.9","8"
"","","","","","","","2022-04-30","66.9","46","56.5","66.9","42.7","55.7","0","0","0","null","","","0","0","null","9.9","63.1","9.9","7"
"","","","","","","","2022-05-01","65.9","53.4","58.2","65.9","53.4","58.2","0.132","100","8.33","","rain","","0","0","null","8.8","94.9","9.5","1"
"","","","","","","","2022-05-02","79","54.6","66.3","79","54.6","66.3","0","0","0","null","","","0","0","null","11","47.4","9.9","8"
"","","","","","","","2022-05-03","73.8","57.6","63.8","73.8","57.6","63.8","0","0","0","null","","","0","0","25.3","14.6","66.1","7.9","2"
"","","","","","","","2022-05-04","73.1","56.7","63.7","73.1","56.7","63.7","0.836","100","25","","rain","","0","0","20.8","14.8","92.6","8.5","2"
"","","","","","","","2022-05-05","66.6","58.5","62.8","66.6","58.5","62.8","0","0","0","null","","","0","0","null","12.8","84.4","9.9","2"
"","","","","","","","2022-05-06","62.9","55.9","59.7","62.9","55.9","59.7","0.687","100","50","","rain","","0","0","31.5","23.3","98","8.7","1"
"","","","","","","","2022-05-07","54.9","46.9","52","54.9","40.7","50.7","1.392","100","87.5","","rain","","0","0","35.6","20.9","99.8","4.7","1"
"","","","","","","","2022-05-08","56.7","44.7","50.3","56.7","37.2","47","0.021","100","12.5","","rain","","0","0","32.2","19","93.1","9.1","2"
"","","","","","","","2022-05-09","69.9","43.6","57.1","69.9","38.2","56.1","0","0","0","null","","","0","0","23","14.4","10.3","9.9","8"
"","","","","","","","2022-05-10","72.9","50.5","61.9","72.9","50.5","61.9","0","0","0","null","","","0","0","26.4","17.8","34.1","9.9","8"
"","","","","","","","2022-05-11","72.8","52.2","63.4","72.8","52.2","63.4","0","0","0","null","","","0","0","25.3","17.6","46.1","9.9","4"
"","","","","","","","2022-05-12","72.9","57.4","64.6","72.9","57.4","64.6","0.002","100","4.17","","rain","","0","0","null","17.4","84.7","9.8","3"
"","","","","","","","2022-05-13","74.6","63.9","67.4","74.6","63.9","67.4","0.144","100","12.5","","rain","","0","0","null","12.3","96","8.6","1"
"","","","","","","","2022-05-14","70.8","65.7","68.1","70.8","65.7","68.1","0.004","100","12.5","","rain","","0","0","null","8.8","99.2","8.9","1"
"","","","","","","","2022-05-15","80.9","64","69.4","82.6","64","69.6","0.043","100","8.33","","rain","","0","0","29.3","17.1","86.6","6.3","7"
"","","","","","","","2022-05-16","80.7","64.8","68.9","82.1","64.8","69","0.247","100","20.83","","rain","","0","0","43.3","19.4","72.4","9.3","4"
"","","","","","","","2022-05-17","83.6","56.7","71.2","81.2","56.7","71","0.097","100","4.17","","rain","","0","0","26","19.3","21","9.9","5"
"","","","","","","","2022-05-18","73.9","57.4","66.1","73.9","57.4","66.1","0","0","0","null","","","0","0","null","9.7","57.1","9.9","6"
"","","","","","","","2022-05-19","85.6","60.8","72.4","83.7","60.8","72.1","0.042","100","12.5","","rain","","0","0","28.4","14.5","77","9.9","5"
"","","","","","","","2022-05-20","88.2","66.4","78","93.3","66.4","79.8","0","0","0","null","","","0","0","23","13.6","75.2","9.9","5"
"","","","","","","","2022-05-21","91.8","74.6","83.1","95.2","74.6","84.8","0","0","0","null","","","0","0","21.9","14.3","62.2","9.9","3"
"","","","","","","","2022-05-22","88.1","70.9","77.9","93.2","70.9","78.9","1.595","100","20.83","","rain","","0","0","58.6","28.9","63","9.1","6"
"","","","","","","","2022-05-23","74.6","62.9","68.3","74.6","62.9","68.3","0","0","0","null","","","0","0","null","16.7","84.8","9.9","3"
"","","","","","","","2022-05-24","63.9","58.8","61.4","63.9","58.8","61.4","0.327","100","54.17","","rain","","0","0","23","15.4","97","8.4","1"
"","","","","","","","2022-05-25","70.9","57.3","64.6","70.9","57.3","64.6","0","0","0","null","","","0","0","20.7","14.3","90.5","9.9","3"
"","","","","","","","2022-05-26","71.9","60.7","66.5","71.9","60.7","66.5","0","0","0","null","","","0","0","null","10","99.9","9.9","1"
"","","","","","","","2022-05-27","79","65.9","70.8","79","65.9","70.8","0.334","100","20.83","","rain","","0","0","44.7","18.9","96","9.6","1"
"","","","","","","","2022-05-28","78.7","63.9","71","78.7","63.9","71","0.024","100","8.33","","rain","","0","0","26.1","17.5","63.9","9.9","4"
"","","","","","","","2022-05-29","82.1","63.4","73.5","81.8","63.4","73.5","0","0","0","null","","","0","0","null","8","52.3","9.9","6"
"","","","","","","","2022-05-30","87.3","67.2","77.2","89.1","67.2","78","0","0","0","null","","","0","0","null","13","41.8","9.9","7"
"","","","","","","","2022-05-31","94.7","71.5","83","95.3","71.5","83.9","0","0","0","null","","","0","0","17.2","9","51","9.9","7"
"","","","","","","","2022-06-01","93.6","75.3","84.6","94.6","75.3","85.8","0","0","0","null","","","0","0","18.3","14.2","63.7","9.9","6"
"","","","","","","","2022-06-02","88","71.7","77.2","92.5","71.7","77.9","0.408","100","33.33","","rain","","0","0","32.7","15","63.4","8.5","7"
"","","","","","","","2022-06-03","79.8","66.7","73.2","79.8","66.7","73.2","0.071","100","4.17","","rain","","0","0","23.7","15.8","68.7","9.9","4"
"","","","","","","","2022-06-04","84.6","62.1","74.4","81.7","62.1","73.7","0","0","0","null","","","0","0","18.3","13.4","38.5","9.9","6"
"","","","","","","","2022-06-05","79.6","64.2","71.4","79.6","64.2","71.4","0","0","0","null","","","0","0","21.9","14.5","37.9","9.9","7"
"","","","","","","","2022-06-06","80.8","61","71.6","80.1","61","71.5","0","0","0","null","","","0","0","20.8","15.9","41.1","9.9","7"
"","","","","","","","2022-06-07","80","63.7","71.6","80","63.7","71.6","0.158","100","25","","rain","","0","0","25.8","16.9","87.9","9.4","1"
"","","","","","","","2022-06-08","86.9","69.4","76.9","90.2","69.4","77.9","0.045","100","12.5","","rain","","0","0","17.2","11.3","72.8","9.8","7"
"","","","","","","","2022-06-09","82.8","69.8","76.2","82","69.8","76.1","0.064","100","16.67","","rain","","0","0","33.1","23.2","70.9","9.9","8"
"","","","","","","","2022-06-10","81.7","61.5","72.4","80.7","61.5","72.3","0","0","0","null","","","0","0","16.1","10.9","65.2","9.9","5"
"","","","","","","","2022-06-11","73.4","65.8","68.9","73.4","65.8","68.9","0.076","100","33.33","","rain","","0","0","null","10","93.3","9.7","1"
"","","","","","","","2022-06-12","80","66.4","72.4","82.6","66.4","72.5","0.01","100","25","","rain","","0","0","null","12.3","70.9","9.8","4"
