"queryCost","latitude","longitude","resolvedAddress","address","timezone","tzoffset","days__datetime","days__tempmax","days__tempmin","days__temp","days__feelslikemax","days__feelslikemin","days__feelslike","days__precip","days__precipprob","days__precipcover","days__preciptype__001","days__preciptype__002","days__preciptype","days__snow","days__snowdepth","days__windgust","days__windspeed","days__cloudcover","days__visibility","days__uvindex"
"","","","","","","","2012-01-29","48.3","31.7","41.1","42.9","26.2","35.4","0","0","0","","","null","0","0","24.2","17","36.1","9.9","null"
"","","","","","","","2012-01-30","47.8","33.5","39.9","44.2","26.2","34","0","0","0","","","null","0","0","31.1","15.7","48","9.9","null"
"","","","","","","","2012-01-31","64.7","39.4","51.6","64.7","33.9","49.5","0","0","0","","","null","0","0","31.1","17.7","48.1","9.9","null"
"","","","","","","","2012-02-01","69.9","48","57.7","69.9","44.6","57.4","0.021","100","12.5","rain","","","0","0","19.5","13.6","79.5","9.9","null"
"","","","","","","","2012-02-02","57.3","44.1","50.7","57.3","37","49","0.095","100","37.5","rain","","","0","0","31.9","21.3","81.3","9.2","null"
"","","","","","","","2012-02-03","51.2","37","43.2","51.2","30.4","39.1","0","0","0","","","null","0","0","23","13.8","26.7","9.9","null"
"","","","","","","","2012-02-04","45.9","35.1","39.3","42.3","30.4","36.1","0.083","100","16.67","rain","","","0","0","null","11","85.8","8.9","null"
"","","","","","","","2012-02-05","44.5","36.3","39.5","40.5","31.2","34.7","0","0","0","","","null","0","0","19.5","12.3","74.1","9.3","null"
"","","","","","","","2012-02-06","53","29.6","40.7","53","24.6","37.7","0","0","0","","","null","0","0","null","13.4","17.3","9.9","null"
"","","","","","","","2012-02-07","55.1","40.5","47.1","55.1","36.5","45.2","0","0","0","","","null","0","0","24.2","13.8","31.3","9.9","null"
"","","","","","","","2012-02-08","42.6","36.9","38.6","39.4","30.9","34.5","0.089","100","20.83","rain","","","0","0","null","10.9","87.8","8.4","null"
"","","","","","","","2012-02-09","46.5","33.3","39.6","43.7","25.2","34.4","0","0","0","","","null","0","0","24.2","17.8","48.4","9.8","null"
"","","","","","","","2012-02-10","46.6","32.9","40.8","44.4","26.9","38","0","0","0","","","null","0","0","null","9.8","81.5","9.9","null"
"","","","","","","","2012-02-11","42.3","26.1","35.6","37","12.4","27.3","0.107","100","25","rain","snow","","0","0","42.4","27.3","96.5","7.8","null"
"","","","","","","","2012-02-12","33.1","22.8","27","21.5","7.2","14.9","0.011","100","4.17","snow","","","0","0","43.6","29.3","62.3","9.3","null"
"","","","","","","","2012-02-13","48.3","23.9","35.9","44.8","15.1","30.7","0","0","0","","","null","0","0","20.8","13.6","29.9","9.9","null"
"","","","","","","","2012-02-14","55.4","37.2","44.7","55.4","33.9","43","0","0","0","","","null","0","0","24.2","18","92.2","9.9","null"
"","","","","","","","2012-02-15","53.6","40.9","46.8","53.6","37.2","44.3","0","0","0","","","null","0","0","26.4","15.8","59.5","9.9","null"
"","","","","","","","2012-02-16","46.6","42","44","46.6","38.5","42.2","0.09","100","16.67","rain","","","0","0","null","10.2","95.1","9.1","null"
"","","","","","","","2012-02-17","53.5","39.4","46.5","53.5","34.7","44.2","0.001","100","4.17","rain","","","0","0","25.3","17.1","59.7","6.8","null"
"","","","","","","","2012-02-18","58.7","34.9","46.6","58.7","31.5","44.9","0.006","100","4.17","rain","","","0","0","29.7","18.2","52.8","9.9","null"
"","","","","","","","2012-02-19","44.5","35.4","40.4","39.7","29.3","34.6","0.08","100","12.5","rain","snow","","0","0","25.3","15.2","92.9","9.5","null"
"","","","","","","","2012-02-20","49.7","33.8","40.6","46.1","24","35.4","0","0","0","","","null","0","0","23.9","17.7","37.2","9.7","null"
"","","","","","","","2012-02-21","49.9","32.4","41.1","43.9","29.3","37.2","0","0","0","","","null","0","0","26.4","17.9","57.3","9.9","null"
"","","","","","","","2012-02-22","62.3","42.4","51.8","62.3","39.9","50.4","0","0","0","","","null","0","0","27.5","19.2","77.8","9.9","null"
"","","","","","","","2012-02-23","65.9","46.5","56.6","65.9","42.4","55.9","0","0","0","","","null","0","0","23","11.5","63.4","9.9","null"
"","","","","","","","2012-02-24","55.7","47.8","52.2","55.7","41.4","51","0.327","100","41.67","rain","","","0","0","42.9","27.8","88","8.7","null"
"","","","","","","","2012-02-25","46","37","41.5","39.4","26.8","33","0.001","100","4.17","rain","","","0","0","43","26.8","51.4","9.9","null"
"","","","","","","","2012-02-26","47.9","33.6","40.7","45","25","35.2","0","0","0","","","null","0","0","23.3","14.4","17.5","9.9","null"
"","","","","","","","2012-02-27","64.1","35.1","49.1","64.1","29.7","46.4","0","0","0","","","null","0","0","26.4","18.1","37.8","9.9","null"
"","","","","","","","2012-02-28","53.8","39.4","47.6","53.8","32.4","44.6","0.006","100","4.17","rain","","","0","0","28","19.4","37","9.9","null"
"","","","","","","","2012-02-29","55.3","39","46.4","55.3","34.5","43.9","1.4","100","50","rain","","","0","0","39.1","28.3","88.4","7.6","null"
"","","","","","","","2012-03-01","69.8","46.5","58.7","69.8","43.1","58.2","0.057","100","8.33","rain","","","0","0","35.6","18.7","36.1","9","null"
"","","","","","","","2012-03-02","55.1","40.1","47.2","55.1","39.4","45.5","0.202","100","20.83","rain","","","0","0","17.2","13","57.6","9.1","null"
"","","","","","","","2012-03-03","60.8","47.8","53.1","60.8","44.3","52.4","0.264","100","25","rain","","","0","0","22.7","14.8","87.3","8.5","null"
"","","","","","","","2012-03-04","49.9","37.6","44.4","46.6","31.5","38.2","0","0","0","","","null","0","0","32.7","24.7","68.6","9.9","null"
"","","","","","","","2012-03-05","42.9","31.6","37.4","39.4","23.9","31.3","0","0","0","","","null","0","0","33.2","26","56.7","9.9","null"
"","","","","","","","2012-03-06","48.3","29.5","38.9","43.5","22.4","33.6","0","0","0","","","null","0","0","17.2","13.5","14.5","9.9","null"
"","","","","","","","2012-03-07","66.4","39.1","52.6","66.4","30.6","49.7","0","0","0","","","null","0","0","33.1","20.1","58.1","9.9","null"
"","","","","","","","2012-03-08","73","53.3","63.6","73","53.3","63.6","0","0","0","","","null","0","0","38.9","28.1","74.6","9.9","null"
"","","","","","","","2012-03-09","66.4","42.8","52.1","66.4","35.5","48.9","0.007","100","4.17","rain","","","0","0","34.5","24.2","63.6","9.9","null"
"","","","","","","","2012-03-10","48.2","35","41.1","48.2","26.5","35.8","0","0","0","","","null","0","0","19.5","16.6","21","9.9","null"
"","","","","","","","2012-03-11","62.6","35.1","48","62.6","30.1","45.4","0","0","0","","","null","0","0","20.8","14.4","20.9","9.9","null"
"","","","","","","","2012-03-12","71.3","45.6","57.7","71.3","41.5","56.5","0","0","0","","","null","0","0","23","17.7","78.9","9.9","null"
"","","","","","","","2012-03-13","80.2","57.1","66.7","79.6","57.1","66.7","0.015","100","16.67","rain","","","0","0","25.1","15.6","71.8","9.9","null"
"","","","","","","","2012-03-14","80","55.3","67.1","78.9","55.3","67.1","0","0","0","","","null","0","0","19.5","13.3","36.6","9.9","null"
"","","","","","","","2012-03-15","80.4","54.6","65.8","79.8","54.6","65.7","0","0","0","","","null","0","0","19.5","15.5","58.4","9.9","null"
"","","","","","","","2012-03-16","58.9","51.7","54.8","58.9","51.7","54.8","0.02","100","8.33","rain","","","0","0","null","10.9","89.1","5.5","null"
"","","","","","","","2012-03-17","73.6","51.4","61.7","73.6","51.4","61.7","0.001","100","4.17","rain","","","0","0","null","12.2","25.2","7","null"
"","","","","","","","2012-03-18","66.5","51.8","58.1","66.5","51.8","58.1","0","0","0","","","null","0","0","null","7","78.2","8.2","null"
"","","","","","","","2012-03-19","75.2","55.2","64.7","75.2","55.2","64.7","0.011","100","4.17","rain","","","0","0","null","10.2","73.5","9.9","null"
"","","","","","","","2012-03-20","71.4","62","65.9","71.4","62","65.9","0.124","100","20.83","rain","","","0","0","null","8.6","81.9","9.5","null"
"","","","","","","","2012-03-21","69.8","58.8","63","69.8","58.8","63","0.001","100","4.17","rain","","","0","0","null","9.9","81.4","7.1","null"
"","","","","","","","2012-03-22","75.8","58.8","65.3","75.8","58.8","65.3","0","0","0","","","null","0","0","null","10.5","76.2","7","null"
"","","","","","","","2012-03-23","80.6","60.3","69.7","80.6","60.3","69.7","0","0","0","","","null","0","0","null","10.9","54","7.6","null"
"","","","","","","","2012-03-24","67.7","55.2","60.9","67.7","55.2","60.9","0.108","100","33.33","rain","","","0","0","null","15.4","93.3","5.6","null"
"","","","","","","","2012-03-25","60.8","51.4","54.9","60.8","51.4","54.9","0.203","100","16.67","rain","","","0","0","null","14.5","92.1","8.7","null"
"","","","","","","","2012-03-26","60.4","46.1","55.9","60.4","38.3","55","0.055","100","29.17","rain","","","0","0","38.5","28.1","27.6","9.9","null"
"","","","","","","","2012-03-27","55.1","34.9","44.6","55.1","26.9","40.3","0","0","0","","","null","0","0","29.8","21","15.8","9.9","null"
"","","","","","","","2012-03-28","71.7","46.3","59.2","71.7","40.5","57.1","0.011","100","4.17","rain","","","0","0","26.4","17.9","67.4","9.9","null"
"","","","","","","","2012-03-29","69","52.6","60","69","52.6","60","0","0","0","","","null","0","0","32.2","20.2","27.2","9.9","null"
"","","","","","","","2012-03-30","53.5","43.6","48.8","53.5","39.8","47.4","0","0","0","","","null","0","0","null","12.2","51.8","9.9","null"
"","","","","","","","2012-03-31","63.9","48.2","53.7","63.9","43.6","52.9","0","0","0","","","null","0","0","24.2","18.7","83.3","9.9","null"
"","","","","","","","2012-04-01","62.6","46.5","53.8","62.6","43.9","52.9","0","0","0","","","null","0","0","null","12.4","90.9","9.9","null"
"","","","","","","","2012-04-02","60.7","46.5","54.7","60.7","40","53.6","0.147","100","20.83","rain","","","0","0","29.4","21.3","33.6","9.3","null"
"","","","","","","","2012-04-03","71.6","41.9","57.4","71.6","41.9","57.1","0.002","100","4.17","rain","","","0","0","18.3","10.1","29.6","9.9","null"
"","","","","","","","2012-04-04","75.3","53.1","64.3","75.3","53.1","64.3","0","0","0","","","null","0","0","24.2","17","71.9","9.9","null"
"","","","","","","","2012-04-05","62.2","46.3","54.7","62.2","42.4","54","0","0","0","","","null","0","0","25.3","17.1","57.8","9.9","null"
"","","","","","","","2012-04-06","61.9","42","51.7","61.9","35.1","49.3","0","0","0","","","null","0","0","26","18.9","18.3","9.9","null"
"","","","","","","","2012-04-07","64.6","43.6","54.8","64.6","38.3","53.4","0","0","0","","","null","0","0","27.8","17.1","2.1","9.9","null"
"","","","","","","","2012-04-08","73.2","47.8","60.4","73.2","46.4","60.3","0","0","0","","","null","0","0","30.4","18.5","38.9","9.9","null"
"","","","","","","","2012-04-09","67.9","53","59.7","67.9","53","59.7","0.001","100","4.17","rain","","","0","0","41.6","29","49.8","9.9","null"
"","","","","","","","2012-04-10","67.7","45.4","56","67.7","42.3","55.1","0","0","0","","","null","0","0","31.3","20.7","37.5","9.9","null"
"","","","","","","","2012-04-11","55.2","40.7","46.8","55.2","35.6","42.5","0.011","100","4.17","rain","","","0","0","27.8","17.5","61.5","9.9","null"
"","","","","","","","2012-04-12","60.7","42.6","51.3","60.7","35.7","48.9","0","0","0","","","null","0","0","26","18.2","46.3","9.9","null"
"","","","","","","","2012-04-13","65.9","44","55.3","65.9","40.3","54.2","0","0","0","","","null","0","0","19.5","11","36.9","9.9","null"
"","","","","","","","2012-04-14","73.7","46.1","60.2","73.7","42.6","59.6","0","0","0","","","null","0","0","25","17.6","65.9","9.9","null"
"","","","","","","","2012-04-15","80.5","60.7","70.5","80.2","60.7","70.4","0","0","0","","","null","0","0","24.1","15.7","80","9.9","null"
"","","","","","","","2012-04-16","87.9","62.6","75.6","86.2","62.6","75.3","0","0","0","","","null","0","0","27.8","18.8","46.8","9.9","null"
"","","","","","","","2012-04-17","76.9","63.5","70.3","76.9","63.5","70.3","0","0","0","","","null","0","0","25.2","20.3","53","9.9","null"
"","","","","","","","2012-04-18","63.5","53","57.1","63.5","53","57.1","0.054","100","20.83","rain","","","0","0","null","12.3","97.5","9.8","null"
"","","","","","","","2012-04-19","71.3","51","60.2","71.3","51","60.2","0.002","100","8.33","rain","","","0","0","null","8.5","55.7","9.1","null"
"","","","","","","","2012-04-20","74.8","52.2","62.8","74.8","52.2","62.8","0","0","0","","","null","0","0","21.9","11.1","45.3","9.8","null"
"","","","","","","","2012-04-21","81.9","57.4","67.1","80.5","57.4","67","0.116","100","8.33","rain","","","0","0","38","27.3","65.3","9.6","null"
"","","","","","","","2012-04-22","57","46.6","51.5","57","39","48.2","1.227","100","66.67","rain","","","0","0","30.7","23.3","99","7.8","null"
"","","","","","","","2012-04-23","48.4","42.3","44.8","43.4","35","38.8","0.113","100","37.5","rain","","","0","0","28.5","17","94.9","9.4","null"
"","","","","","","","2012-04-24","62.4","42.2","52.7","62.4","36.9","50.9","0","0","0","","","null","0","0","24.1","17.1","70.5","9.9","null"
"","","","","","","","2012-04-25","69.7","43.9","58","69.7","43.2","57.9","0","0","0","","","null","0","0","27.1","14.5","59.1","9.9","null"
"","","","","","","","2012-04-26","64.6","56.7","60.3","64.6","56.7","60.3","0.034","100","12.5","rain","","","0","0","24.2","16.6","91.7","9.6","null"
"","","","","","","","2012-04-27","64","49.9","56.8","64","45.4","56.7","0.001","100","4.17","rain","","","0","0","40.7","21.5","43","9.9","null"
"","","","","","","","2012-04-28","55.1","45.5","49.5","55.1","41.7","47.7","0.062","100","16.67","rain","","","0","0","null","12","77.9","9.9","null"
"","","","","","","","2012-04-29","71","46.3","56.8","71","43.7","56.2","0.093","100","20.83","rain","","","0","0","null","12.4","74.7","9.2","null"
"","","","","","","","2012-04-30","66.4","49.6","57.4","66.4","45.8","57.1","0","0","0","","","null","0","0","null","10.3","87.2","9.9","null"
"","","","","","","","2012-05-01","82.5","60.2","70.7","82.9","60.2","70.8","0.145","100","12.5","rain","","","0","0","21.9","11.3","88.1","9.6","null"
"","","","","","","","2012-05-02","73.3","60.2","66.4","73.3","60.2","66.4","0.024","100","8.33","rain","","","0","0","null","10.2","87.8","8.4","null"
"","","","","","","","2012-05-03","80.3","55.5","65.7","82","55.5","65.8","0","0","0","","","null","0","0","null","9.8","87.6","8.9","null"
"","","","","","","","2012-05-04","83.6","65.5","72.1","84.6","65.5","72.3","0.192","100","20.83","rain","","","0","0","36.8","14","81.9","9.6","null"
"","","","","","","","2012-05-05","82.4","64","71.5","84","64","71.6","0","0","0","","","null","0","0","19.5","15.1","71.8","9.2","null"
"","","","","","","","2012-05-06","71.1","60.7","66.2","71.1","60.7","66.2","0","0","0","","","null","0","0","null","10.8","96","9.5","null"
"","","","","","","","2012-05-07","71.5","56.7","63.7","71.5","56.7","63.7","0","0","0","","","null","0","0","21.9","15.2","93.1","9.9","null"
"","","","","","","","2012-05-08","73.2","60.5","67.8","73.2","60.5","67.8","0.034","100","16.67","rain","","","0","0","25.3","17.1","97.7","9.8","null"
"","","","","","","","2012-05-09","74.7","58.7","67.7","74.7","58.7","67.7","0.522","100","41.67","rain","","","0","0","33.2","18.2","98","8.7","null"
"","","","","","","","2012-05-10","69.1","55.4","61.1","69.1","55.4","61.1","0.021","100","25","rain","","","0","0","33.5","21.6","45.9","9.9","null"
"","","","","","","","2012-05-11","73.1","52.6","63.2","73.1","52.6","63.2","0","0","0","","","null","0","0","27.9","16.7","11","9.9","null"
"","","","","","","","2012-05-12","78.2","52.8","66.2","78.2","52.8","66.2","0","0","0","","","null","0","0","null","8","53.6","9.9","null"
"","","","","","","","2012-05-13","80.2","61.7","70.5","80.5","61.7","70.6","0","0","0","","","null","0","0","23","16.6","84.9","9.9","null"
"","","","","","","","2012-05-14","71.7","62.5","67.1","71.7","62.5","67.1","0.235","100","29.17","rain","","","0","0","null","13.6","98.2","8.8","null"
"","","","","","","","2012-05-15","78.5","66.2","71","78.5","66.2","71","1.117","100","45.83","rain","","","0","0","26.4","10.6","93.5","9","null"
"","","","","","","","2012-05-16","80.6","64.3","72.8","81.1","64.3","72.9","0","0","0","","","null","0","0","null","10.8","78.5","9.8","null"
"","","","","","","","2012-05-17","75.3","62.6","68.8","75.3","62.6","68.8","0","0","0","","","null","0","0","23.9","17.9","49.2","9.9","null"
"","","","","","","","2012-05-18","75.3","54.5","66","75.3","54.5","66","0","0","0","","","null","0","0","null","12.9","57.1","9.9","null"
"","","","","","","","2012-05-19","81.9","54.9","69.2","80.6","54.9","69","0","0","0","","","null","0","0","null","6.8","63.5","9.9","null"
"","","","","","","","2012-05-20","80","59.7","71.2","80","59.7","71.2","0","0","0","","","null","0","0","24.2","16.5","68.7","9.9","null"
"","","","","","","","2012-05-21","74.9","65.7","69.3","74.9","65.7","69.3","0.067","100","41.67","rain","","","0","0","21.9","14.6","97.2","7.6","null"
"","","","","","","","2012-05-22","79.9","65.8","70.9","79.9","65.8","70.9","0.015","100","16.67","rain","","","0","0","null","9.7","91.7","9.7","null"
"","","","","","","","2012-05-23","80","66.2","72","81.8","66.2","72.1","0.287","100","20.83","rain","","","0","0","null","9.3","92.3","9.6","null"
"","","","","","","","2012-05-24","82.3","69.1","74.5","83.9","69.1","74.9","0.001","100","4.17","rain","","","0","0","21.9","14.4","77.2","8.8","null"
"","","","","","","","2012-05-25","85.7","71.3","76.8","88.4","71.3","78","0","0","0","","","null","0","0","null","11.2","63.9","9.8","null"
"","","","","","","","2012-05-26","86","70.5","77.7","89.6","70.5","79.1","0","0","0","","","null","0","0","null","11","59.6","9.9","null"
"","","","","","","","2012-05-27","86","70.1","77.8","88.3","70.1","79.1","0.047","100","8.33","rain","","","0","0","34.6","12.5","56","9.8","null"
"","","","","","","","2012-05-28","89.8","69.6","79.8","96.5","69.6","82.7","0.001","100","4.17","rain","","","0","0","null","13.4","54.3","9.9","null"
"","","","","","","","2012-05-29","89.6","71.5","81","94.5","71.5","82.9","0.502","100","12.5","rain","","","0","0","35.2","20.6","37.1","9.5","null"
"","","","","","","","2012-05-30","82.3","69.8","75.1","82.8","69.8","75.3","0.004","100","12.5","rain","","","0","0","null","11","81","9.9","null"
"","","","","","","","2012-05-31","84.3","69.2","76.8","82.5","69.2","76.3","0","0","0","","","null","0","0","19.5","15.4","34.1","9.9","null"
"","","","","","","","2012-06-01","81.8","69.3","73.9","84","69.3","74.5","1.188","100","29.17","rain","","","0","0","47.1","27.7","91.5","8.1","null"
"","","","","","","","2012-06-02","73.6","60.6","68","73.6","60.6","68","0.028","100","4.17","rain","","","0","0","25.3","14.9","56.4","9.9","null"
"","","","","","","","2012-06-03","78.8","57.2","69.6","78.8","57.2","69.6","0","0","0","","","null","0","0","24.2","15.4","53.3","9.9","null"
"","","","","","","","2012-06-04","74.7","61.8","69.2","74.7","61.8","69.2","0","0","0","","","null","0","0","29.8","20.3","70.7","9.9","null"
"","","","","","","","2012-06-05","69.5","58.8","64.1","69.5","58.8","64.1","0","0","0","","","null","0","0","null","16.1","93.4","9.9","null"
"","","","","","","","2012-06-06","73.6","56.8","65.3","73.6","56.8","65.3","0.029","100","8.33","rain","","","0","0","null","12.1","82.3","9.8","null"
"","","","","","","","2012-06-07","82.2","56.9","69.7","80.7","56.9","69.5","0.013","100","4.17","rain","","","0","0","23","13.1","49","9.9","null"
"","","","","","","","2012-06-08","84.2","60.2","73.8","82","60.2","73.2","0","0","0","","","null","0","0","21.9","15.6","38.8","9.9","null"
"","","","","","","","2012-06-09","91","65.5","79.3","88","65.5","78.2","0","0","0","","","null","0","0","18.3","11.4","47","9.9","null"
"","","","","","","","2012-06-10","91.1","69.3","80.8","90.9","69.3","80.4","0","0","0","","","null","0","0","null","11.2","25.9","9.9","null"
"","","","","","","","2012-06-11","89.1","70.9","80.2","87.8","70.9","80.4","0","0","0","","","null","0","0","23","16.6","66.2","9.9","null"
"","","","","","","","2012-06-12","78","69.7","74.4","78","69.7","74.4","0.188","100","41.67","rain","","","0","0","null","12.4","96.6","8.9","null"
"","","","","","","","2012-06-13","80.5","69.3","74.6","80","69.3","74.4","0.085","100","8.33","rain","","","0","0","29","22.8","80.7","9.9","null"
"","","","","","","","2012-06-14","81.7","67.8","73.8","82.2","67.8","73.9","0","0","0","","","null","0","0","null","16.3","86.5","9.9","null"
"","","","","","","","2012-06-15","81.6","63.6","72.8","80.9","63.6","72.8","0","0","0","","","null","0","0","17.2","10.7","50.4","9.9","null"
"","","","","","","","2012-06-16","82.1","63.3","72.2","81","63.3","72","0","0","0","","","null","0","0","17.2","12.5","65.1","9.9","null"
"","","","","","","","2012-06-17","75","61.5","68.6","75","61.5","68.6","0","0","0","","","null","0","0","19.5","12.4","73.6","9.8","null"
"","","","","","","","2012-06-18","71.1","62.3","66.7","71.1","62.3","66.7","0.255","100","12.5","rain","","","0","0","null","9.8","94.1","9.6","null"
"","","","","","","","2012-06-19","87.6","69","77.3","93.3","69","79.1","0","0","0","","","null","0","0","null","9.7","67.3","9.9","null"
"","","","","","","","2012-06-20","96.8","73.5","85.9","100.8","73.5","88.2","0","0","0","","","null","0","0","null","10.1","55","8.7","null"
"","","","","","","","2012-06-21","98.1","77.6","87.9","101.1","77.6","90.7","0","0","0","","","null","0","0","null","9.1","40.7","8.8","null"
"","","","","","","","2012-06-22","95.7","75","85.3","98.3","75","88.7","0.021","100","20.83","rain","","","0","0","41.4","20","87.1","9.2","null"
"","","","","","","","2012-06-23","90.8","73.3","81.2","89","73.3","80.6","0","0","0","","","null","0","0","20.8","13.7","64.6","9.4","null"
"","","","","","","","2012-06-24","92.6","71","82.1","90.9","71","81.9","0","0","0","","","null","0","0","19.5","12.4","71.9","9.9","null"
"","","","","","","","2012-06-25","87.5","73","80","88.4","73","79.7","0","0","0","","","null","0","0","30.8","19.5","50.8","9.9","null"
"","","","","","","","2012-06-26","80.6","62","72.3","80","62","72.2","0","0","0","","","null","0","0","31","20","28.4","9.9","null"
"","","","","","","","2012-06-27","89.2","65.8","78.1","86.1","65.8","77","0","0","0","","","null","0","0","29.8","19.5","32.8","9.8","null"
"","","","","","","","2012-06-28","94.8","70.3","82.8","92.1","70.3","82","0","0","0","","","null","0","0","17.2","13.6","36.4","9.8","null"
"","","","","","","","2012-06-29","103.7","75","90","112","75","94.7","0.011","100","4.17","rain","","","0","0","70.2","27.6","61.7","9.2","null"
"","","","","","","","2012-06-30","96","71.7","83.8","95.9","71.7","85.3","0.673","100","12.5","rain","","","0","0","51.9","10","57","9.9","null"
"","","","","","","","2012-07-01","98.1","76.4","88.6","101.2","76.4","91.2","0","0","0","","","null","0","0","23","15","51.3","9.9","null"
"","","","","","","","2012-07-02","93.3","78.5","86.1","93.3","78.5","86.4","0","0","0","","","null","0","0","19.5","17.1","66.4","9.9","null"
"","","","","","","","2012-07-03","96.7","75.8","86.1","95.1","75.8","86.2","0.026","100","8.33","rain","","","0","0","30.2","11","73.7","9.8","null"
"","","","","","","","2012-07-04","98.4","75.2","86","102.8","75.2","88.7","0.001","100","4.17","rain","","","0","0","23","12.4","67.4","9.8","null"
"","","","","","","","2012-07-05","98.5","80","90","102.9","80","92.8","0","0","0","","","null","0","0","26.4","14.8","78.6","9.9","null"
"","","","","","","","2012-07-06","98.2","81.7","90","99","85.1","91.9","0","0","0","","","null","0","0","null","9.8","42","9.9","null"
"","","","","","","","2012-07-07","105.1","81.7","92.9","107.9","86.9","98.3","0","0","0","","","null","0","0","18.3","14.9","63.7","9.4","null"
"","","","","","","","2012-07-08","101.9","83.5","90.3","110.2","89.9","97.6","0.003","100","4.17","rain","","","0","0","24.2","12.6","75.2","9.7","null"
